"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","gene_set"
NA,NA,"sly03272","Virion - Hepatitis viruses","3/398","15/11892",0.2,5.97587939698492,3.58820482681699,0.0125441795759102,0.039514165664117,0.0254184691406601,"101256364/101264627/101261621",3,"leaf_int_neg"
"Cellular Processes","Transport and catabolism","sly04146","Peroxisome","8/398","94/11892",0.0851063829787234,2.54292740297231,2.79460448957873,0.0133459894892589,0.0410145042840638,0.0263835992470586,"101244443/101246234/101249855/101250126/101256386/101254098/101249557/101259379",8,"leaf_int_neg"
"Metabolism","Carbohydrate metabolism","sly00500","Starch and sucrose metabolism","11/398","154/11892",0.0714285714285714,2.13424264178033,2.63623673549158,0.0144063236027916,0.0432189708083748,0.0278016771281943,"101245612/544283/101256510/101256649/104645804/543710/101055573/101248935/544032/101253328/100191117",11,"leaf_int_neg"
"Genetic Information Processing","Folding, sorting and degradation","sly03018","RNA degradation","9/398","116/11892",0.0775862068965517,2.31822907641657,2.65482630433086,0.0157629433345877,0.0461890897711176,0.0297122799697248,"101267273/101256419/101244756/101245938/101252182/101268121/101253419/101251877/101255746",9,"leaf_int_neg"
"Metabolism","Global and overview maps","sly01232","Nucleotide metabolism","7/398","84/11892",0.0833333333333333,2.48994974874372,2.54998849664865,0.0222322108427562,0.0636362565261416,0.0409356036133075,"101261528/101261672/101259471/101055607/101266563/101246321/101260252",7,"leaf_int_neg"
"Metabolism","Carbohydrate metabolism","sly00052","Galactose metabolism","6/398","66/11892",0.0909090909090909,2.71630881681133,2.60173819761787,0.022727234473622,0.0636362565261416,0.0409356036133075,"101256649/101245938/101244339/101248935/101268121/101253328",6,"leaf_int_neg"
"Genetic Information Processing","Translation","sly03013","Nucleocytoplasmic transport","8/398","106/11892",0.0754716981132075,2.25504882905091,2.41515754770455,0.0256859826333094,0.0703572567781953,0.0452590540678449,"778289/101248192/101248146/101262878/101256343/101265714/778290/101245499",8,"leaf_int_neg"
"Metabolism","Metabolism of cofactors and vitamins","sly00740","Riboflavin metabolism","3/398","20/11892",0.15,4.48190954773869,2.89991766818802,0.0277884528995932,0.0744967035180582,0.047921856064248,"101258773/101254050/101249252",3,"leaf_int_neg"
"Cellular Processes","Transport and catabolism","sly04136","Autophagy - other","4/398","35/11892",0.114285714285714,3.41478822684853,2.66220068744823,0.0285509351168606,0.074946204681759,0.0482110088596111,"100736468/100736470/101253062/101252803",4,"leaf_int_neg"
"Environmental Information Processing","Signal transduction","sly04075","Plant hormone signal transduction","9/32","437/11892",0.0205949656750572,7.65360411899313,7.36108721367928,1.48630795655087e-06,4.16166227834242e-05,2.97261591310173e-05,"101247461/543834/101268417/101248690/101256506/101265927/101263741/101246226/101256856",9,"root_light_up"
"Environmental Information Processing","Signal transduction","sly04016","MAPK signaling pathway - plant","6/32","193/11892",0.0310880829015544,11.5531088082902,7.67761860465942,1.07799708995151e-05,0.000150919592593212,0.000107799708995151,"101247461/543834/101268417/101248690/101263741/101256856",6,"root_light_up"
"Metabolism","Metabolism of terpenoids and polyketides","sly00904","Diterpenoid biosynthesis","3/32","30/11892",0.1,37.1625,10.3010607490414,6.83987244275346e-05,0.00063838809465699,0.000455991496183564,"100134890/100037505/100134889",3,"root_light_up"
"Metabolism","Biosynthesis of other secondary metabolites","sly00945","Stilbenoid, diarylheptanoid and gingerol biosynthesis","2/32","23/11892",0.0869565217391304,32.3152173913043,7.80825734189612,0.00171327811163797,0.0119929467814658,0.00856639055818986,"101262919/101265187",2,"root_light_up"
"Metabolism","Lipid metabolism","sly01040","Biosynthesis of unsaturated fatty acids","2/32","34/11892",0.0588235294117647,21.8602941176471,6.32697323321031,0.00372957148683911,0.020558646339051,0.0146847473850364,"112941338/101255474",2,"root_light_up"
"Metabolism","Biosynthesis of other secondary metabolites","sly00941","Flavonoid biosynthesis","2/32","37/11892",0.0540540540540541,20.0878378378378,6.04016293291811,0.00440542421551092,0.020558646339051,0.0146847473850364,"101262919/101265187",2,"root_light_up"
"Metabolism","Carbohydrate metabolism","sly00052","Galactose metabolism","2/32","66/11892",0.0303030303030303,11.2613636363636,4.34210121601461,0.0135174437124975,0.0540697748499899,0.0386212677499928,"101266532/543502",2,"root_light_up"
"Metabolism","Global and overview maps","sly01212","Fatty acid metabolism","2/32","88/11892",0.0227272727272727,8.44602272727273,3.64160576016352,0.0232560964433644,0.0813963375517756,0.0581402411084111,"112941338/101255474",2,"root_light_up"
"Metabolism","Amino acid metabolism","sly00330","Arginine and proline metabolism","5/52","64/11892",0.078125,17.8665865384615,8.96595465619104,8.23714118368545e-06,0.0004530427651027,0.000346826997207808,"101255673/101253022/778202/101260400/104645747",5,"root_light_down"
"Metabolism","Global and overview maps","sly01250","Biosynthesis of nucleotide sugars","5/52","106/11892",0.0471698113207547,10.7873730043541,6.70765727442895,9.53397578190868e-05,0.00262184334002489,0.0020071527961913,"101252064/101249663/101248179/101261402/101245851",5,"root_light_down"
"Metabolism","Glycan biosynthesis and metabolism","sly00541","Biosynthesis of various nucleotide sugars","3/52","26/11892",0.115384615384615,26.387573964497,8.58797385988125,0.000190979038144745,0.00350128236598699,0.0026804075529087,"101252064/101249663/101261402",3,"root_light_down"
"Metabolism","Metabolism of terpenoids and polyketides","sly00906","Carotenoid biosynthesis","3/52","39/11892",0.0769230769230769,17.5917159763314,6.87771976185306,0.000644918014496609,0.00886762269932837,0.00678861067891167,"544297/101266767/543964",3,"root_light_down"
"Metabolism","Lipid metabolism","sly00564","Glycerophospholipid metabolism","4/52","105/11892",0.0380952380952381,8.71208791208791,5.26017253681887,0.00112192988902472,0.0123412287792719,0.00944783064441871,"101256961/101261789/101262422/101248969",4,"root_light_down"
"Metabolism","Carbohydrate metabolism","sly00520","Amino sugar and nucleotide sugar metabolism","4/52","133/11892",0.0300751879699248,6.87796414112204,4.51754583686515,0.00267258335911326,0.0244986807918715,0.0187549709411457,"101250314/101248179/101261402/101245851",4,"root_light_down"
"Environmental Information Processing","Signal transduction","sly04070","Phosphatidylinositol signaling system","3/52","74/11892",0.0405405405405405,9.27130977130977,4.72991311612692,0.00410814269710142,0.032278264048654,0.0247106327645198,"101256961/101246905/101262422",3,"root_light_down"
"Metabolism","Lipid metabolism","sly00561","Glycerolipid metabolism","3/52","78/11892",0.0384615384615385,8.79585798816568,4.57770442485499,0.00476251768627301,0.032742309093127,0.0250658825593317,"101256961/101262422/104645747",3,"root_light_down"
"Genetic Information Processing","Folding, sorting and degradation","sly04141","Protein processing in endoplasmic reticulum","4/52","219/11892",0.0182648401826484,4.17702845100105,3.144755815236,0.0152007739931938,0.0928936188472957,0.071114732131901,"100736433/101256536/101250189/543846",4,"root_light_down"
"Metabolism","Carbohydrate metabolism","sly00040","Pentose and glucuronate interconversions","3/52","127/11892",0.0236220472440945,5.40218049666869,3.30528376372075,0.0179729224956244,0.098851073725934,0.075675463139471,"101261426/101261402/101256371",3,"root_light_down"
"Metabolism","Metabolism of cofactors and vitamins","sly00740","Riboflavin metabolism","1/2","20/11892",0.05,297.3,17.1995848914351,0.00336091852150788,0.0100827555645236,NA,"101249252",1,"root_int_pos"
"Metabolism","Biosynthesis of other secondary metabolites","sly00940","Phenylpropanoid biosynthesis","1/2","179/11892",0.00558659217877095,33.2178770949721,5.63277786085067,0.029878951773598,0.0326930545231982,NA,"101251503",1,"root_int_pos"
"Cellular Processes","Transport and catabolism","sly04142","Lysosome biogenesis","1/2","196/11892",0.00510204081632653,30.3367346938775,5.37099056270145,0.0326930545231982,0.0326930545231982,NA,"101249252",1,"root_int_pos"
"Metabolism","Metabolism of terpenoids and polyketides","sly00906","Carotenoid biosynthesis","1/2","39/11892",0.0256410256410256,152.461538461538,12.2872242701896,0.00654855095234774,0.0130971019046955,NA,"100316877",1,"root_int_neg"
"Metabolism","Biosynthesis of other secondary metabolites","sly00940","Phenylpropanoid biosynthesis","1/2","179/11892",0.00558659217877095,33.2178770949721,5.63277786085067,0.029878951773598,0.029878951773598,NA,"101260463",1,"root_int_neg"
"Metabolism","Global and overview maps","sly01240","Biosynthesis of cofactors","5/36","250/11892",0.02,6.60666666666667,4.93687678534385,0.000872920600721374,0.0146602356641254,0.0114841503366466,"100316902/101055572/543790/544179/101264098",5,"comb_light_up"
"Metabolism","Metabolism of cofactors and vitamins","sly00750","Vitamin B6 metabolism","2/36","15/11892",0.133333333333333,44.0444444444444,9.19180289284656,0.000912692949749181,0.0146602356641254,0.0114841503366466,"543790/544179",2,"comb_light_up"
"Metabolism","Carbohydrate metabolism","sly00053","Ascorbate and aldarate metabolism","3/36","66/11892",0.0454545454545455,15.0151515151515,6.29132574634665,0.00102280713935759,0.0146602356641254,0.0114841503366466,"100316902/101055572/101253411",3,"comb_light_up"
"Environmental Information Processing","Signal transduction","sly04075","Plant hormone signal transduction","6/36","437/11892",0.0137299771167048,4.53546910755149,4.14936427192048,0.00181533395651622,0.0195148400325493,0.0152870227917155,"101247461/101244285/100037508/101268443/101263741/101245906",6,"comb_light_up"
"Environmental Information Processing","Signal transduction","sly04016","MAPK signaling pathway - plant","4/36","193/11892",0.0207253886010363,6.84628670120898,4.51206905752398,0.00263905551354446,0.0226958774164823,0.0177789003017732,"101247461/100736474/101263741/101245906",4,"comb_light_up"
"Metabolism","Metabolism of terpenoids and polyketides","sly00906","Carotenoid biosynthesis","2/36","39/11892",0.0512820512820513,16.9401709401709,5.49417489774179,0.00615391016661187,0.0441030228607184,0.0345482676020316,"543988/544133",2,"comb_light_up"
"Organismal Systems","Environmental adaptation","sly04712","Circadian rhythm - plant","2/36","47/11892",0.0425531914893617,14.0567375886525,4.94205320845787,0.00884253896591286,0.0543184536477504,0.0425505634449942,"101261662/101256107",2,"comb_light_up"
"Metabolism","Energy metabolism","sly00196","Photosynthesis - antenna proteins","4/37","29/11892",0.137931034482759,44.331780055918,13.0517136292665,1.78156348489247e-06,7.30441028805914e-05,4.87585795865309e-05,"101253380/101267774/101256006/101268123",4,"comb_light_down"
"Organismal Systems","Environmental adaptation","sly04712","Circadian rhythm - plant","3/37","47/11892",0.0638297872340425,20.5152386428982,7.48883971338248,0.000409140913721914,0.00753989367321545,0.00503304840830813,"101255788/101258346/101262866",3,"comb_light_down"
"Metabolism","Metabolism of cofactors and vitamins","sly00860","Porphyrin metabolism","3/37","52/11892",0.0576923076923077,18.5426195426195,7.0823851030845,0.000551699537064545,0.00753989367321545,0.00503304840830813,"101248079/101258872/543647",3,"comb_light_down"
"Metabolism","Biosynthesis of other secondary metabolites","sly00940","Phenylpropanoid biosynthesis","4/37","179/11892",0.0223463687150838,7.18224369621018,4.65583774340054,0.00222446168026042,0.0156279385004437,0.0104320000259701,"101245610/101247849/101252173/101266098",4,"comb_light_down"
"Metabolism","Metabolism of cofactors and vitamins","sly00730","Thiamine metabolism","2/37","23/11892",0.0869565217391304,27.9482961222092,7.22682330647072,0.00228701539030883,0.0156279385004437,0.0104320000259701,"101264726/101257192",2,"comb_light_down"
"Metabolism","Biosynthesis of other secondary metabolites","sly00945","Stilbenoid, diarylheptanoid and gingerol biosynthesis","2/37","23/11892",0.0869565217391304,27.9482961222092,7.22682330647072,0.00228701539030883,0.0156279385004437,0.0104320000259701,"101247849/101252173",2,"comb_light_down"
"Metabolism","Biosynthesis of other secondary metabolites","sly00941","Flavonoid biosynthesis","2/37","37/11892",0.0540540540540541,17.3732651570489,5.57243036863,0.00585787427395301,0.0343104064617248,0.0229029670861321,"101247849/101252173",2,"comb_light_down"
"Metabolism","Nucleotide metabolism","sly00240","Pyrimidine metabolism","2/37","66/11892",0.0303030303030303,9.73955773955774,3.97742279902556,0.0178311569885452,0.0835678969827331,0.0557834485635702,"101268630/101261826",2,"comb_light_down"
"Metabolism","Amino acid metabolism","sly00260","Glycine, serine and threonine metabolism","2/37","67/11892",0.0298507462686567,9.5941912061315,3.94095168754765,0.0183441725084048,0.0835678969827331,0.0557834485635702,"101259725/543983",2,"comb_light_down"
"Metabolism","Carbohydrate metabolism","sly00630","Glyoxylate and dicarboxylate metabolism","2/37","81/11892",0.0246913580246914,7.93593593593594,3.49915773642742,0.0261620612501042,0.0956172777859988,0.0638266809354549,"101259725/544276",2,"comb_light_down"
"Metabolism","Glycan biosynthesis and metabolism","sly00603","Glycosphingolipid biosynthesis - globo and isoglobo series","1/37","9/11892",0.111111111111111,35.7117117117117,5.81960500642346,0.0276652329278987,0.0956172777859988,0.0638266809354549,"101249542",1,"comb_light_down"
"Metabolism","Global and overview maps","sly01232","Nucleotide metabolism","2/37","84/11892",0.0238095238095238,7.65250965250965,3.41819045089154,0.0279855447178533,0.0956172777859988,0.0638266809354549,"101268630/101261826",2,"comb_light_down"
"Metabolism","Biosynthesis of other secondary metabolites","sly00940","Phenylpropanoid biosynthesis","19/163","179/11892",0.106145251396648,7.744044966926,10.7173002986945,4.1188621839767e-12,4.24242804949601e-10,2.21117864613486e-10,"101244682/101243656/101245610/101266812/101265511/101249824/101251503/544293/101264425/101265690/101254287/101247849/101252173/101266098/101261260/101248236/101244220/101262063/101265187",19,"comb_int_pos"
"Metabolism","Amino acid metabolism","sly00360","Phenylalanine metabolism","10/163","60/11892",0.166666666666667,12.159509202454,10.2156060812733,7.42121451112216e-09,3.82192547322791e-07,1.99201021088016e-07,"101243656/101249824/778256/543808/101264847/101263745/778254/101249664/101244220/101265757",10,"comb_int_pos"
"Metabolism","Global and overview maps","sly01230","Biosynthesis of amino acids","17/163","226/11892",0.0752212389380531,5.48792008252348,8.02991312807223,1.24122276341515e-08,4.26153148772536e-07,2.22113547137449e-07,"101257271/101251907/101268602/101259725/101247331/101265030/101248455/101244415/101253940/543977/101252192/544153/101259361/101258500/544154/101247914/101256147",17,"comb_int_pos"
"Metabolism","Energy metabolism","sly00196","Photosynthesis - antenna proteins","7/163","29/11892",0.241379310344828,17.6103236725196,10.5572869912746,9.67585302045958e-08,2.49153215276834e-06,1.2986013264301e-06,"101253380/101243766/101267774/101256006/543976/101268123/101268669",7,"comb_int_pos"
"Metabolism","Amino acid metabolism","sly00400","Phenylalanine, tyrosine and tryptophan biosynthesis","8/163","49/11892",0.163265306122449,11.9113559534243,9.02232355786699,2.93453138796725e-07,6.04513465921253e-06,3.15076001655431e-06,"101257271/101247331/101265030/543977/544153/101259361/101258500/544154",8,"comb_int_pos"
"Metabolism","Amino acid metabolism","sly00280","Valine, leucine and isoleucine degradation","8/163","67/11892",0.119402985074627,8.71129017489241,7.46167572354447,3.44340459254922e-06,5.91117788387616e-05,3.08094095122825e-05,"101247011/101249394/101246429/101263879/543993/100134904/101263745/101262830",8,"comb_int_pos"
"Metabolism","Energy metabolism","sly00920","Sulfur metabolism","6/163","35/11892",0.171428571428571,12.5069237510955,8.03671090353812,7.06349973650264e-06,0.000103934353265682,5.4171200986712e-05,"101259979/100301939/101249583/101256557/101244415/101253940",6,"comb_int_pos"
"Metabolism","Biosynthesis of other secondary metabolites","sly00945","Stilbenoid, diarylheptanoid and gingerol biosynthesis","5/163","23/11892",0.217391304347826,15.8602293945052,8.40920355629752,1.2537899207463e-05,0.000161425452296086,8.41359025763964e-05,"101265690/101247849/101252173/101262063/101265187",5,"comb_int_pos"
"Metabolism","Carbohydrate metabolism","sly00650","Butanoate metabolism","5/163","29/11892",0.172413793103448,12.5788026232283,7.35932331715976,4.14032057704365e-05,0.000460100310912209,0.000239807009264411,"101249394/100134904/101263745/100147722/101262830",5,"comb_int_pos"
"Metabolism","Global and overview maps","sly01200","Carbon metabolism","14/163","290/11892",0.0482758620689655,3.52206473450391,5.12579574852141,4.47302246800726e-05,0.000460100310912209,0.000239807009264411,"101268602/101247011/101265950/101259725/543522/101248455/101246429/101244415/101263879/101253940/101263001/101262830/101256147/543990",14,"comb_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00760","Nicotinate and nicotinamide metabolism","5/163","30/11892",0.166666666666667,12.159509202454,7.21438409962303,4.91369264080999e-05,0.000460100310912209,0.000239807009264411,"101264576/101252316/101257500/101261826/101265590",5,"comb_int_pos"
NA,NA,"sly01320","Sulfur cycle","4/163","19/11892",0.210526315789474,15.359380045205,7.38422217505303,0.000112290533765319,0.000963827081485651,0.000502352387897478,"101259979/101256557/101244415/101253940",4,"comb_int_pos"
"Metabolism","Biosynthesis of other secondary metabolites","sly00941","Flavonoid biosynthesis","5/163","37/11892",0.135135135135135,9.85906151550323,6.3622436778896,0.000139105696119816,0.00110214513079547,0.000574444575069686,"101265690/101247849/101252173/101262063/101265187",5,"comb_int_pos"
"Metabolism","Global and overview maps","sly01240","Biosynthesis of cofactors","12/163","250/11892",0.048,3.50193865030675,4.71308597023113,0.000167721256762793,0.00123394924618341,0.000643141661270861,"101246176/101265950/101259725/101264576/101252316/101246429/101264726/101257192/101248982/101252440/101265590/101256030",12,"comb_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00670","One carbon pool by folate","5/163","40/11892",0.125,9.11963190184049,6.06377410560536,0.000203145046146582,0.0013949293168732,0.000727045428314085,"101265950/101259725/100301929/101246429/101253497",5,"comb_int_pos"
"Metabolism","Amino acid metabolism","sly00260","Glycine, serine and threonine metabolism","6/163","67/11892",0.0895522388059701,6.53346763116931,5.35434929228185,0.000302549005663442,0.00194765922395841,0.00101513153216023,"101247011/101259725/543808/100301929/101246429/101253497",6,"comb_int_pos"
"Metabolism","Carbohydrate metabolism","sly00520","Amino sugar and nucleotide sugar metabolism","8/163","133/11892",0.0601503759398496,4.38839429863001,4.63241080829185,0.000482077115163354,0.00292082016834268,0.00152234878472638,"544148/101267552/544022/100529104/101248982/544149/543515/101257783",8,"comb_int_pos"
"Metabolism","Carbohydrate metabolism","sly00630","Glyoxylate and dicarboxylate metabolism","6/163","81/11892",0.0740740740740741,5.40422631220177,4.6885796743705,0.000840610193138469,0.00481015832740346,0.00250708303216736,"101247011/101259725/101248455/101246429/101262830/543990",6,"comb_int_pos"
"Metabolism","Amino acid metabolism","sly00380","Tryptophan metabolism","5/163","57/11892",0.087719298245614,6.3997416855021,4.81724550015443,0.00107201574519873,0.00581145377660362,0.00302896415540914,"100736505/101246429/101263745/101262830/543990",5,"comb_int_pos"
"Metabolism","Carbohydrate metabolism","sly00020","Citrate cycle (TCA cycle)","5/163","59/11892",0.0847457627118644,6.18280128938338,4.70452337065463,0.00125393457238599,0.00644210189367894,0.00335766169215765,"101246135/101268602/101248455/101246429/101267503",5,"comb_int_pos"
"Metabolism","Metabolism of other amino acids","sly00410","beta-Alanine metabolism","5/163","60/11892",0.0833333333333333,6.07975460122699,4.65009446690174,0.0013529983009054,0.00644210189367894,0.00335766169215765,"543808/101261880/101263879/101263745/100147722",5,"comb_int_pos"
"Metabolism","Global and overview maps","sly01210","2-Oxocarboxylic acid metabolism","6/163","89/11892",0.0674157303370786,4.91845316054319,4.37407230842813,0.00137598292874696,0.00644210189367894,0.00335766169215765,"101251907/101268602/101247011/101248455/101246429/101247914",6,"comb_int_pos"
"Metabolism","Carbohydrate metabolism","sly00052","Galactose metabolism","5/163","66/11892",0.0757575757575758,5.52704963747909,4.34751196039755,0.0020730311139695,0.00928357411908079,0.0048386538586931,"101266532/101249542/543502/101249166/101254703",5,"comb_int_pos"
"Metabolism","Metabolism of other amino acids","sly00460","Cyanoamino acid metabolism","4/163","41/11892",0.0975609756097561,7.11776148436331,4.62572136310964,0.00232114647471461,0.00996158695398355,0.00519203816712479,"101259725/101253940/101263185/543698",4,"comb_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00730","Thiamine metabolism","3/163","23/11892",0.130434782608696,9.51613763670312,4.81916752422162,0.00366016755755795,0.0150798903371388,0.00785972822886129,"101246176/101264726/101257192",3,"comb_int_pos"
"Organismal Systems","Environmental adaptation","sly04712","Circadian rhythm - plant","4/163","47/11892",0.0851063829787234,6.20911108210416,4.21810623771435,0.00383662873085511,0.015198952279926,0.00792178401917452,"101255788/101258346/101250283/101262866",4,"comb_int_pos"
"Metabolism","Metabolism of other amino acids","sly00480","Glutathione metabolism","6/163","112/11892",0.0535714285714286,3.90841367221735,3.64556664715074,0.00438075422277564,0.0167117661091071,0.00871027155405682,"101268602/101253468/101268630/101260846/101263001/101263185",6,"comb_int_pos"
"Environmental Information Processing","Signal transduction","sly04016","MAPK signaling pathway - plant","8/163","193/11892",0.0414507772020725,3.02412664102483,3.34206170144575,0.00509281005907953,0.0183989293646016,0.00958963104337948,"544148/543880/101258272/101251639/100736531/544149/101268787/543990",8,"comb_int_pos"
"Metabolism","Carbohydrate metabolism","sly00500","Starch and sucrose metabolism","7/163","154/11892",0.0454545454545455,3.31622978248745,3.41049524209006,0.00527758975551114,0.0183989293646016,0.00958963104337948,"100135703/101262611/544022/543996/543502/101254703/543698",7,"comb_int_pos"
"Organismal Systems","Environmental adaptation","sly04626","Plant-pathogen interaction","9/163","237/11892",0.0379746835443038,2.77052108410344,3.24557489649016,0.00535891146541794,0.0183989293646016,0.00958963104337948,"101246151/543880/101258272/101251639/101245711/100736531/101252097/101268787/544144",9,"comb_int_pos"
"Cellular Processes","Transport and catabolism","sly04142","Lysosome biogenesis","8/163","196/11892",0.0408163265306122,2.97783898835608,3.29134030591533,0.0055801373207693,0.0185404562593303,0.00966339569980423,"101252505/778274/100529104/101251744/101262324/543861/544144/101257955",8,"comb_int_pos"
"Metabolism","Glycan biosynthesis and metabolism","sly00603","Glycosphingolipid biosynthesis - globo and isoglobo series","2/163","9/11892",0.222222222222222,16.2126789366053,5.38190967086456,0.00631035382053203,0.0203114513598375,0.0105864488436557,"101249542/100529104",2,"comb_int_pos"
"Metabolism","Biosynthesis of other secondary metabolites","sly00261","Monobactam biosynthesis","2/163","10/11892",0.2,14.5914110429448,5.06864962856761,0.00781727611252725,0.0237015677224551,0.0123533975865632,"101259979/101256557",2,"comb_int_pos"
"Metabolism","Biosynthesis of other secondary metabolites","sly00950","Isoquinoline alkaloid biosynthesis","3/163","30/11892",0.1,7.29570552147239,4.07003901211279,0.00782381847149003,0.0237015677224551,0.0123533975865632,"543808/101263372/606710",3,"comb_int_pos"
"Metabolism","Amino acid metabolism","sly00310","Lysine degradation","3/163","34/11892",0.0882352941176471,6.43738722482858,3.74279892976345,0.0110810970727353,0.0313486472251585,0.0163391007509768,"101246429/101263745/101262830",3,"comb_int_pos"
"Metabolism","Metabolism of other amino acids","sly00430","Taurine and hypotaurine metabolism","2/163","12/11892",0.166666666666667,12.159509202454,4.55931917434869,0.0112611645371928,0.0313486472251585,0.0163391007509768,"100147722/101263185",2,"comb_int_pos"
"Metabolism","Lipid metabolism","sly00590","Arachidonic acid metabolism","2/163","12/11892",0.166666666666667,12.159509202454,4.55931917434869,0.0112611645371928,0.0313486472251585,0.0163391007509768,"101252788/101263185",2,"comb_int_pos"
"Metabolism","Nucleotide metabolism","sly00240","Pyrimidine metabolism","4/163","66/11892",0.0606060606060606,4.42163970998327,3.28594134249587,0.0126926909906318,0.0344038729482915,0.0179315025075408,"101268630/101261880/101257500/101261826",4,"comb_int_pos"
"Metabolism","Glycan biosynthesis and metabolism","sly00511","Other glycan degradation","2/163","14/11892",0.142857142857143,10.4224364592463,4.15841734305591,0.0152508676212543,0.0398746127825949,0.0207828845366616,"100500729/100529104",2,"comb_int_pos"
"Metabolism","Carbohydrate metabolism","sly00051","Fructose and mannose metabolism","4/163","70/11892",0.0571428571428571,4.16897458369851,3.13469143398548,0.0154852865175126,0.0398746127825949,0.0207828845366616,"778312/544022/101248982/101266649",4,"comb_int_pos"
"Metabolism","Carbohydrate metabolism","sly00620","Pyruvate metabolism","5/163","109/11892",0.0458715596330275,3.34665390893229,2.90139495867444,0.016976130046091,0.0426473510913992,0.0222280521784503,"101251907/543522/101246429/101262830/101256147",5,"comb_int_pos"
"Metabolism","Metabolism of other amino acids","sly00450","Selenocompound metabolism","2/163","16/11892",0.125,9.11963190184049,3.83119040804198,0.0197544812245099,0.0484455134791553,0.0252500887832082,"101259979/101256557",2,"comb_int_pos"
"Environmental Information Processing","Membrane transport","sly02010","ABC transporters","4/163","77/11892",0.051948051948052,3.78997689427137,2.89535356370329,0.0212442508796879,0.0508873916420432,0.0265228101557915,"100301924/101248317/101260345/101247843",4,"comb_int_pos"
"Metabolism","Lipid metabolism","sly00591","Linoleic acid metabolism","2/163","18/11892",0.111111111111111,8.10633946830266,3.55677324652829,0.024741415567325,0.0579174046235107,0.0301868945917123,"101263535/101252788",2,"comb_int_pos"
"Metabolism","Global and overview maps","sly01212","Fatty acid metabolism","4/163","88/11892",0.0454545454545455,3.31622978248745,2.5708744953559,0.0326512354347656,0.0747350499951303,0.0389523510449836,"101263911/112941338/101263745/101262830",4,"comb_int_pos"
"Metabolism","Carbohydrate metabolism","sly00640","Propanoate metabolism","3/163","52/11892",0.0576923076923077,4.20906087777253,2.73386002832573,0.034254462757041,0.0767002100864179,0.0399766041329312,"101246429/101263879/101263745",3,"comb_int_pos"
"Metabolism","Amino acid metabolism","sly00350","Tyrosine metabolism","3/163","53/11892",0.0566037735849057,4.12964463479569,2.6918319909184,0.0359550061077936,0.0787950133851646,0.0410684280290587,"543808/101263372/606710",3,"comb_int_pos"
"Cellular Processes","Transport and catabolism","sly04146","Peroxisome","4/163","94/11892",0.0425531914893617,3.10455554105208,2.41486368810299,0.040127942851424,0.0852638196224438,0.0444400081833892,"101268602/543981/101252154/543990",4,"comb_int_pos"
NA,NA,"sly01310","Nitrogen cycle","1/163","3/11892",0.333333333333333,24.319018404908,4.76179536165679,0.0405623996262111,0.0852638196224438,0.0444400081833892,"778326",1,"comb_int_pos"
"Metabolism","Nucleotide metabolism","sly00230","Purine metabolism","4/163","96/11892",0.0416666666666667,3.0398773006135,2.36561888433081,0.0428193298544536,0.0872125523085638,0.0454556992103909,"101259979/101268630/101256557/101261826",4,"comb_int_pos"
"Metabolism","Metabolism of terpenoids and polyketides","sly00900","Terpenoid backbone biosynthesis","3/163","57/11892",0.0526315789473684,3.83984501130126,2.53349722979478,0.0431829142498714,0.0872125523085638,0.0454556992103909,"101249394/100134904/101262830",3,"comb_int_pos"
"Metabolism","Amino acid metabolism","sly00290","Valine, leucine and isoleucine biosynthesis","2/163","26/11892",0.0769230769230769,5.61208117036338,2.77526170270659,0.0489539671412752,0.0969665118375258,0.0505395207328954,"101251907/101247914",2,"comb_int_pos"
"Genetic Information Processing","Folding, sorting and degradation","sly04141","Protein processing in endoplasmic reticulum","14/169","219/11892",0.0639269406392694,4.49833833184729,6.27372940124241,2.80822718530744e-06,0.000170590570175895,0.000119040137674486,"101247772/101260872/101255164/100736433/100134914/101256536/101265499/101257809/101262499/101250189/101259708/543846/101258610/101055596",14,"comb_int_neg"
"Environmental Information Processing","Signal transduction","sly04075","Plant hormone signal transduction","20/169","437/11892",0.045766590389016,3.22045143731467,5.67829054246425,3.83349595900889e-06,0.000170590570175895,0.000119040137674486,"101260391/543940/101250433/101268620/101245105/101250851/544131/101258010/100037508/101247397/101245998/101268443/101263193/100736493/100301927/101247936/101268544/101245906/101266334/101055552",20,"comb_int_neg"
"Environmental Information Processing","Signal transduction","sly04070","Phosphatidylinositol signaling system","8/169","74/11892",0.108108108108108,7.60722853030545,6.84536097800047,9.56927907355413e-06,0.000283888612515439,0.000198100865031472,"101262540/101256961/544280/100301920/544131/101246905/101262422/544013",8,"comb_int_neg"
"Metabolism","Carbohydrate metabolism","sly00562","Inositol phosphate metabolism","8/169","77/11892",0.103896103896104,7.3108430031507,6.67035634043862,1.28861008946613e-05,0.000286715744906214,0.00020007367178553,"101262540/543809/544280/100301920/101246905/544226/544013/101257984",8,"comb_int_neg"
