cluster,gene_id
10,Solyc06g076140
10,Solyc08g068150
10,Solyc02g036350
10,Solyc01g007010
10,Solyc08g081550
10,Solyc04g079730
10,Solyc05g053070
10,Solyc04g009440
10,Solyc01g105410
10,Solyc02g071610
10,Solyc02g077880
10,Solyc03g116100
10,Solyc09g083290
10,Solyc04g051820
10,Solyc10g075070
10,Solyc08g008370
10,Solyc10g084880
10,Solyc05g015490
10,Solyc03g116890
10,Solyc01g108500
10,Solyc03g025850
10,Solyc01g102290
10,Solyc07g064620
10,Solyc11g069430
10,Solyc09g064720
10,Solyc09g097780
10,Solyc09g018010
10,Solyc03g082660
10,Solyc03g096840
10,Solyc05g052980
10,Solyc08g065610
10,Solyc06g074940
10,Solyc10g005335
10,Solyc03g116590
10,Solyc03g111100
10,Solyc10g085420
10,Solyc10g005330
10,Solyc12g098225
10,Solyc01g108490
10,Solyc10g007600
10,Solyc06g060110
10,Solyc08g008220
10,Solyc01g101060
10,Solyc03g120470
10,Solyc10g086410
10,Solyc08g007820
10,Solyc09g082810
10,Solyc03g097280
10,Solyc02g071970
10,Solyc11g065350
10,Solyc09g092270
10,Solyc01g103590
10,Solyc08g083280
10,Solyc01g102710
10,Solyc01g087590
10,Solyc12g096900
10,Solyc02g085870
10,Solyc10g078530
10,Solyc03g083730
10,Solyc03g096670
10,Solyc09g007480
10,Solyc01g111260
10,Solyc07g056320
10,Solyc07g051850
10,Solyc08g067260
10,Solyc04g080960
10,Solyc01g079880
10,Solyc01g007040
10,Solyc09g014380
10,Solyc12g088670
10,Solyc01g005985
10,Solyc10g085430
10,Solyc06g074420
10,Solyc08g005610
10,Solyc11g066840
10,Solyc04g081960
10,Solyc06g083070
10,Solyc10g011740
10,Solyc02g062370
10,Solyc07g064160
10,Solyc09g092720
10,Solyc05g014150
10,Solyc01g102840
10,Solyc01g109170
10,Solyc03g124110
10,Solyc08g065430
10,Solyc08g015940
10,Solyc12g008940
10,Solyc03g026220
10,Solyc04g072020
10,Solyc07g006770
10,Solyc09g065850
10,Solyc01g091910
10,Solyc01g058260
11,Solyc02g071620
11,Solyc07g056320
11,Solyc03g116100
11,Solyc01g007020
11,Solyc07g065160
11,Solyc09g097960
11,Solyc01g105450
11,Solyc01g007010
11,Solyc10g076240
11,Solyc10g086280
11,Solyc01g096430
11,Solyc04g079250
11,Solyc02g071560
11,Solyc07g056200
11,Solyc01g005040
11,Solyc06g068460
11,Solyc05g052520
11,Solyc10g011910
11,Solyc02g070090
11,Solyc01g106830
11,Solyc01g007000
11,Solyc07g005090
11,Solyc09g098160
11,Solyc11g071740
11,Solyc01g095140
11,Solyc04g081960
11,Solyc06g076020
11,Solyc10g075100
11,Solyc04g005160
11,Solyc09g097770
11,Solyc11g006540
11,Solyc00g500228
11,Solyc07g053550
11,Solyc04g025530
11,Solyc04g082500
11,Solyc09g011590
11,Solyc04g077980
11,Solyc07g048070
11,Solyc01g104740
11,Solyc04g057830
11,Solyc06g069570
11,Solyc11g010250
11,Solyc11g068710
11,Solyc07g008140
11,Solyc06g072430
11,Solyc10g081570
11,Solyc07g056510
11,Solyc12g096900
11,Solyc02g067600
11,Solyc04g010250
11,Solyc04g071610
11,Solyc09g009390
11,Solyc08g081610
11,Solyc01g103990
11,Solyc11g005670
11,Solyc01g080890
11,Solyc12g056250
11,Solyc02g078900
11,Solyc08g067390
11,Solyc07g006770
11,Solyc04g077810
11,Solyc02g093520
11,Solyc08g082610
11,Solyc06g082440
11,Solyc01g058720
11,Solyc02g071970
11,Solyc05g056000
11,Solyc02g090820
11,Solyc03g098670
11,Solyc12g005340
11,Solyc12g005720
11,Solyc09g011600
11,Solyc02g069310
11,Solyc11g071750
11,Solyc05g052050
11,Solyc09g005830
11,Solyc06g082570
11,Solyc01g106390
11,Solyc07g056470
11,Solyc03g007890
11,Solyc06g073080
11,Solyc02g086270
11,Solyc09g059430
11,Solyc01g087980
11,Solyc07g007130
11,Solyc01g105630
11,Solyc08g078190
11,Solyc02g089610
11,Solyc01g107170
11,Solyc04g071600
11,Solyc10g083290
11,Solyc01g091590
11,Solyc07g006890
11,Solyc11g071760
11,Solyc09g082810
11,Solyc09g075420
11,Solyc05g008220
11,Solyc06g076080
11,Solyc01g080010
11,Solyc07g056500
12,Solyc08g082190
12,Solyc09g010800.5
12,Solyc04g058150
12,Solyc01g106310
12,Solyc04g040210
12,Solyc01g111170
12,Solyc09g010440
12,Solyc09g011710
12,Solyc05g054760
12,Solyc03g112220
12,Solyc02g077410
12,Solyc01g108190
12,Solyc08g075690
12,Solyc02g031740
12,Solyc04g007800
12,Solyc02g071150
12,Solyc02g090460
12,Solyc06g007510
12,Solyc10g051373
12,Solyc12g043160
12,Solyc12g010060
12,Solyc05g006850
12,Solyc02g083570
12,Solyc01g079880
12,Solyc01g087620
12,Solyc08g075370
12,Solyc01g081450
12,Solyc01g098110
12,Solyc10g078600
12,Solyc05g013640
12,Solyc07g049360
12,Solyc06g008760
12,Solyc08g066110
12,Solyc06g009050
12,Solyc10g086680
12,Solyc05g013630
12,Solyc01g099780
12,Solyc07g064020
12,Solyc07g017780
12,Solyc02g086930
12,Solyc07g005775
12,Solyc02g081190
12,Solyc01g009020
12,Solyc09g082730
12,Solyc07g064620
12,Solyc03g112200
12,Solyc07g062400
12,Solyc07g065480
12,Solyc08g029160
12,Solyc03g121060
12,Solyc09g059970
12,Solyc04g077010
12,Solyc05g055310
12,Solyc07g042170
12,Solyc11g072240
12,Solyc09g072590
12,Solyc04g081460
12,Solyc05g007890
12,Solyc11g007200
12,Solyc01g104780
12,Solyc07g062970
12,Solyc09g098300
12,Solyc12g009060
12,Solyc04g025040
12,Solyc01g080540
12,Solyc10g084940
12,Solyc07g062570
12,Solyc03g121300
12,Solyc02g091700
12,Solyc01g010050
12,Solyc06g071540
12,Solyc02g082700
12,Solyc08g082120
12,Solyc05g023800
12,Solyc08g083060
12,Solyc05g010425
12,Solyc01g095150
12,Solyc09g098310
12,Solyc08g008370
12,Solyc11g010230
12,Solyc10g011740
12,Solyc05g046390
12,Solyc02g087750
12,Solyc01g010230
12,Solyc04g017690
12,Solyc09g015770
12,Solyc03g118810
12,Solyc02g092450
12,Solyc03g111010
12,Solyc03g115650
12,Solyc08g077300
12,Solyc02g093110
12,Solyc01g094370
12,Solyc02g069030
12,Solyc11g070130
12,Solyc02g082060
12,Solyc10g005560
12,Solyc04g049080
12,Solyc01g104680
12,Solyc09g005200
2,Solyc02g082920
2,Solyc11g018774
2,Solyc01g100370
2,Solyc09g010800.5
2,Solyc01g067740
2,Solyc10g075150
2,Solyc04g071610
2,Solyc03g117890
2,Solyc09g075210
2,Solyc08g075370
2,Solyc01g095150
2,Solyc11g071740
2,Solyc12g043160
2,Solyc01g066720
2,Solyc01g104720
2,Solyc09g006005
2,Solyc06g069570
2,Solyc01g095140
2,Solyc01g095050
2,Solyc10g081570
2,Solyc10g081170
2,Solyc06g009140
2,Solyc02g088260
2,Solyc02g062390
2,Solyc12g057160
2,Solyc01g099520
2,Solyc07g054780
2,Solyc01g102660
2,Solyc02g077040
2,Solyc06g068090
2,Solyc02g087710
2,Solyc01g107100
2,Solyc03g119530
2,Solyc03g097270
2,Solyc00g500228
2,Solyc01g005470
2,Solyc02g092790
2,Solyc00g500339
2,Solyc05g016060
2,Solyc11g012325
2,Solyc02g064730
2,Solyc03g113130
2,Solyc04g077620
2,Solyc10g084880
2,Solyc08g078070
2,Solyc02g084850
2,Solyc07g062600
2,Solyc09g075420
2,Solyc01g107090
2,Solyc04g074730
2,Solyc01g080010
2,Solyc09g098310
2,Solyc00g500063
2,Solyc04g005160
2,Solyc11g071760
2,Solyc12g010400
2,Solyc06g009050
2,Solyc02g093180
2,Solyc03g081330
2,Solyc01g006950
2,Solyc12g005910
2,Solyc12g005860
2,Solyc02g081030
2,Solyc03g083910
2,Solyc03g115860
2,Solyc01g067090
2,Solyc08g068690
2,Solyc09g007010
2,Solyc01g088560
2,Solyc07g005330
2,Solyc01g109710
2,Solyc04g051820
2,Solyc03g098740
2,Solyc11g062130
2,Solyc04g011440
2,Solyc03g082370
2,Solyc11g010250
2,Solyc06g068960
2,Solyc07g042550
2,Solyc01g109090
2,Solyc11g011920
2,Solyc12g057140
2,Solyc07g041900
2,Solyc01g100970
2,Solyc04g073990
2,Solyc01g086870
2,Solyc11g005380
2,Solyc09g011590
2,Solyc01g005420
2,Solyc10g085420
2,Solyc09g011470
2,Solyc08g079700
2,Solyc03g124110
2,Solyc07g020860
2,Solyc10g081980
2,Solyc08g076880
2,Solyc02g082930
2,Solyc04g071480
2,Solyc01g087620
2,Solyc01g097240
3,Solyc07g064130
3,Solyc04g082200
3,Solyc04g079730
3,Solyc08g080940
3,Solyc02g089630
3,Solyc06g009140
3,Solyc11g073075
3,Solyc10g005480
3,Solyc09g075820
3,Solyc06g066370
3,Solyc00g500027
3,Solyc03g006620
3,Solyc02g090970
3,Solyc09g075890
3,Solyc03g098730
3,Solyc04g072000
3,Solyc10g086410
3,Solyc01g107820
3,Solyc02g071130
3,Solyc04g009440
3,Solyc08g079700
3,Solyc03g117590
3,Solyc07g065960
3,Solyc06g076020
3,Solyc06g007190
3,Solyc12g009220
3,Solyc08g006320
3,Solyc07g064620
3,Solyc09g091990
3,Solyc06g060230
3,Solyc00g500335
3,Solyc01g099680
3,Solyc03g118470
3,Solyc07g062700
3,Solyc11g006030
3,Solyc07g056480
3,Solyc06g009020
3,Solyc08g081030
3,Solyc05g053070
3,Solyc07g053740
3,Solyc06g074940
3,Solyc09g009390
3,Solyc04g040180
3,Solyc04g072020
3,Solyc10g050970
3,Solyc00g500063
3,Solyc10g083690
3,Solyc02g092110
3,Solyc11g005670
3,Solyc09g091030
3,Solyc01g007040
3,Solyc01g086960
3,Solyc06g074140
3,Solyc08g081230
3,Solyc02g080890
3,Solyc05g008120
3,Solyc03g116890
3,Solyc02g081430
3,Solyc11g011220
3,Solyc06g074620
3,Solyc11g069090
3,Solyc09g007900
3,Solyc03g117680
3,Solyc06g007520
3,Solyc01g080500
3,Solyc01g087020
3,Solyc10g009110
3,Solyc02g032950
3,Solyc11g010250
3,Solyc02g085730
3,Solyc01g109090
3,Solyc11g006720
3,Solyc01g107740
3,Solyc12g035130
3,Solyc09g010630
3,Solyc03g034220
3,Solyc12g009000
3,Solyc01g107170
3,Solyc03g006610
3,Solyc03g116100
3,Solyc07g007130
3,Solyc04g081730
3,Solyc02g090390
3,Solyc08g083330
3,Solyc08g061480
3,Solyc12g056250
3,Solyc12g010060
3,Solyc01g107780
3,Solyc02g071220
3,Solyc09g011740
3,Solyc08g006330
3,Solyc01g103540
3,Solyc03g115870
3,Solyc02g085300
3,Solyc04g079970
3,Solyc08g062680
3,Solyc10g086280
3,Solyc01g102290
3,Solyc07g066310
3,Solyc10g080670
4,Solyc09g010800.5
4,Solyc09g007920
4,Solyc02g084440
4,Solyc00g500063
4,Solyc06g007510
4,Solyc00g500140
4,Solyc06g070980
4,Solyc09g006005
4,Solyc00g500022
4,Solyc01g099770
4,Solyc07g066310
4,Solyc08g007460
4,Solyc05g055160
4,Solyc07g007755
4,Solyc03g116700
4,Solyc00g500064
4,Solyc06g060710
4,Solyc04g074730
4,Solyc07g020860
4,Solyc11g018774
4,Solyc11g010500
4,Solyc07g049530
4,Solyc10g008980
4,Solyc00g500034
4,Solyc01g109710
4,Solyc11g068710
4,Solyc03g006250
4,Solyc12g094620
4,Solyc06g074530
4,Solyc03g118970
4,Solyc01g100970
4,Solyc09g007910
4,Solyc03g117870
4,Solyc07g007870
4,Solyc12g010020
4,Solyc07g056540
4,Solyc01g102660
4,Solyc03g117860
4,Solyc01g109300
4,Solyc12g094520
4,Solyc07g019460
4,Solyc04g009030
4,Solyc04g074480
4,Solyc08g068690
4,Solyc09g059430
4,Solyc01g086870
4,Solyc01g100370
4,Solyc09g007900
4,Solyc01g095150
4,Solyc07g047800
4,Solyc01g110360
4,Solyc10g081310
4,Solyc06g009210
4,Solyc01g005470
4,Solyc03g006620
4,Solyc10g044520
4,Solyc05g050800
4,Solyc02g064730
4,Solyc12g096350
4,Solyc07g043420
4,Solyc01g107780
4,Solyc06g062920
4,Solyc03g025720
4,Solyc11g006460
4,Solyc01g098590
4,Solyc00g500290
4,Solyc06g069120
4,Solyc07g044860
4,Solyc09g091660
4,Solyc08g075540.5
4,Solyc05g008210
4,Solyc01g101060
4,Solyc07g006220
4,Solyc02g091560
4,Solyc01g008080
4,Solyc05g050120
4,Solyc11g018800
4,Solyc07g056000
4,Solyc02g087330
4,Solyc01g095050
4,Solyc06g049020
4,Solyc06g082440
4,Solyc02g085730
4,Solyc01g087570
4,Solyc01g096430
4,Solyc04g078195
4,Solyc01g066720
4,Solyc06g082980
4,Solyc07g040710
4,Solyc08g006890
4,Solyc12g011450
4,Solyc04g079760
4,Solyc05g005150
4,Solyc10g054440
4,Solyc07g043320
4,Solyc00g500228
4,Solyc11g062190
4,Solyc02g092110
4,Solyc04g053130
4,Solyc04g074770
5,Solyc11g022590
5,Solyc09g084470
5,Solyc09g097770
5,Solyc03g034220
5,Solyc07g066310
5,Solyc02g085950
5,Solyc06g074200
5,Solyc07g066150
5,Solyc07g043390
5,Solyc10g086580
5,Solyc09g084480
5,Solyc09g083435
5,Solyc08g006930
5,Solyc03g120640
5,Solyc07g007250
5,Solyc09g063130
5,Solyc02g079950
5,Solyc07g044860
5,Solyc02g069460
5,Solyc05g025600
5,Solyc09g089490
5,Solyc09g084490
5,Solyc10g006230
5,Solyc03g005760
5,Solyc06g082940
5,Solyc12g150101
5,Solyc02g063150
5,Solyc09g092110
5,Solyc01g109040
5,Solyc06g082950
5,Solyc12g011450
5,Solyc12g005630
5,Solyc09g065910
5,Solyc10g086570
5,Solyc03g098795
5,Solyc03g098790
5,Solyc01g150176
5,Solyc06g061070
5,Solyc04g077270
5,Solyc07g056540
5,Solyc12g006470
5,Solyc01g091170
5,Solyc02g084440
5,Solyc02g065400
5,Solyc07g062870
5,Solyc04g082010
5,Solyc11g068515
5,Solyc04g009030
5,Solyc12g099650
5,Solyc09g014520
5,Solyc08g013670
5,Solyc12g010060
5,Solyc05g056060
5,Solyc02g077880
5,Solyc06g063370
5,Solyc02g083810
5,Solyc03g096840
5,Solyc10g007690
5,Solyc02g094130
5,Solyc02g070940
5,Solyc11g021060
5,Solyc07g047850
5,Solyc03g098780
5,Solyc05g026550
5,Solyc06g083680
5,Solyc03g005230
5,Solyc07g063960
5,Solyc10g005050
5,Solyc06g069170
5,Solyc10g077120
5,Solyc01g110360
5,Solyc11g008510
5,Solyc05g052600
5,Solyc02g070800
5,Solyc08g076220
5,Solyc06g084050
5,Solyc10g081170
5,Solyc01g095430
5,Solyc09g090410
5,Solyc00g500335
5,Solyc12g099930
5,Solyc01g089970
5,Solyc10g044520
5,Solyc06g054260
5,Solyc07g043420
5,Solyc03g115900
5,Solyc09g084450
5,Solyc08g008370
5,Solyc08g074480
5,Solyc01g107660
5,Solyc02g079960
5,Solyc09g005260
5,Solyc03g120630
5,Solyc12g056830
5,Solyc03g123630
5,Solyc05g056050
5,Solyc03g113730
5,Solyc01g105410
5,Solyc00g500063
5,Solyc03g115820
6,Solyc07g066310
6,Solyc03g034220
6,Solyc03g120640
6,Solyc01g150176
6,Solyc02g085950
6,Solyc07g066150
6,Solyc06g074200
6,Solyc09g063130
6,Solyc10g086580
6,Solyc07g044860
6,Solyc08g006930
6,Solyc03g005760
6,Solyc02g069460
6,Solyc06g082940
6,Solyc12g005630
6,Solyc02g079950
6,Solyc03g096840
6,Solyc10g006230
6,Solyc12g011450
6,Solyc02g063150
6,Solyc11g008510
6,Solyc09g092110
6,Solyc02g065400
6,Solyc12g150101
6,Solyc05g025600
6,Solyc02g084440
6,Solyc09g065910
6,Solyc02g070940
6,Solyc12g099650
6,Solyc00g500335
6,Solyc04g082010
6,Solyc06g082950
6,Solyc10g086570
6,Solyc01g109040
6,Solyc09g014520
6,Solyc00g500063
6,Solyc04g077270
6,Solyc12g010060
6,Solyc05g056060
6,Solyc06g063370
6,Solyc08g013670
6,Solyc06g083680
6,Solyc09g097770
6,Solyc06g061070
6,Solyc06g060110
6,Solyc02g077880
6,Solyc08g008220
6,Solyc07g047850
6,Solyc04g051820
6,Solyc04g009030
6,Solyc03g115900
6,Solyc10g007690
6,Solyc07g056540
6,Solyc03g005230
6,Solyc02g094130
6,Solyc03g118410
6,Solyc07g063960
6,Solyc00g500027
6,Solyc07g065840
6,Solyc08g008370
6,Solyc00g500022
6,Solyc01g089970
6,Solyc07g062870
6,Solyc10g005050
6,Solyc06g084050
6,Solyc01g110360
6,Solyc06g007210
6,Solyc12g096220
6,Solyc10g077120
6,Solyc01g099770
6,Solyc06g082140
6,Solyc02g083810
6,Solyc01g008080
6,Solyc09g007900
6,Solyc01g095430
6,Solyc02g089065
6,Solyc06g066640
6,Solyc02g082000
6,Solyc05g056050
6,Solyc06g054260
6,Solyc02g070800
6,Solyc09g090410
6,Solyc05g026550
6,Solyc10g081170
6,Solyc01g105410
6,Solyc10g044520
6,Solyc03g115820
6,Solyc03g112850
6,Solyc03g083530
6,Solyc01g056780
6,Solyc08g074480
6,Solyc10g086020
6,Solyc05g052600
6,Solyc03g113730
6,Solyc03g097950
6,Solyc02g064680
6,Solyc06g074820
6,Solyc01g097870
6,Solyc03g120630
6,Solyc11g068515
7,Solyc01g104740
7,Solyc06g036290
7,Solyc09g092480
7,Solyc01g096430
7,Solyc01g102960
7,Solyc02g079750
7,Solyc06g072430
7,Solyc10g078930
7,Solyc11g017470
7,Solyc05g008210
7,Solyc08g078700
7,Solyc06g060710
7,Solyc03g115230
7,Solyc09g009840
7,Solyc09g015000
7,Solyc12g098910
7,Solyc00g500140
7,Solyc06g035620
7,Solyc03g117630
7,Solyc00g500034
7,Solyc06g076560
7,Solyc11g068940
7,Solyc11g071830
7,Solyc03g007890
7,Solyc03g116700
7,Solyc05g009120
7,Solyc09g098160
7,Solyc01g095320
7,Solyc03g005570
7,Solyc03g123540
7,Solyc08g062437
7,Solyc09g008970
7,Solyc08g079170
7,Solyc03g118970
7,Solyc06g076570
7,Solyc03g025720
7,Solyc09g008200
7,Solyc00g500064
7,Solyc04g011440
7,Solyc07g040710
7,Solyc11g011610
7,Solyc01g006555
7,Solyc01g107780
7,Solyc08g075540.5
7,Solyc09g011030
7,Solyc12g015880
7,Solyc06g007440
7,Solyc04g010250
7,Solyc11g020330
7,Solyc01g109120
7,Solyc02g077670
7,Solyc07g005210
7,Solyc01g109710
7,Solyc04g079350
7,Solyc06g083190
7,Solyc05g046310
7,Solyc08g080540
7,Solyc02g092120
7,Solyc09g061310
7,Solyc04g049090
7,Solyc05g052050
7,Solyc11g066100
7,Solyc02g092110
7,Solyc06g076520
7,Solyc02g090970
7,Solyc03g122300
7,Solyc10g055740
7,Solyc12g057080
7,Solyc04g025530
7,Solyc09g074350
7,Solyc04g007140
7,Solyc10g085860
7,Solyc06g063320
7,Solyc03g111300
7,Solyc10g084170
7,Solyc08g078190
7,Solyc04g078600
7,Solyc05g007470
7,Solyc05g008120
7,Solyc09g009390
7,Solyc08g036660
7,Solyc08g062340
7,Solyc06g071990
7,Solyc03g083970
7,Solyc09g059430
7,Solyc06g060230
7,Solyc08g061610
7,Solyc09g092690
7,Solyc09g005560
7,Solyc02g063520
7,Solyc05g015390
7,Solyc04g082500
7,Solyc02g090820
7,Solyc08g007460
7,Solyc02g087330
7,Solyc04g078290
7,Solyc06g035960
7,Solyc01g091270
7,Solyc08g077980
7,Solyc05g050120
8,Solyc04g011440
8,Solyc03g007890
8,Solyc01g095320
8,Solyc03g113130
8,Solyc11g066100
8,Solyc06g083190
8,Solyc03g115230
8,Solyc01g104740
8,Solyc02g090820
8,Solyc03g117630
8,Solyc01g080010
8,Solyc08g062340
8,Solyc09g098160
8,Solyc08g079170
8,Solyc08g062437
8,Solyc10g085880
8,Solyc09g009840
8,Solyc11g071830
8,Solyc07g042550
8,Solyc08g078700
8,Solyc09g015000
8,Solyc06g072430
8,Solyc01g098580
8,Solyc04g078290
8,Solyc01g102960
8,Solyc12g043120
8,Solyc10g078930
8,Solyc09g008200
8,Solyc10g084170
8,Solyc09g005830
8,Solyc03g083440
8,Solyc05g014280
8,Solyc07g056510
8,Solyc09g011590
8,Solyc04g025530
8,Solyc11g068940
8,Solyc01g109140
8,Solyc01g081310
8,Solyc01g100370
8,Solyc02g079930
8,Solyc06g069570
8,Solyc08g081730
8,Solyc12g057060
8,Solyc11g017470
8,Solyc03g123540
8,Solyc07g062500
8,Solyc04g080280
8,Solyc11g007770
8,Solyc02g082920
8,Solyc07g048120
8,Solyc09g091660
8,Solyc09g005560
8,Solyc08g077980
8,Solyc05g053600
8,Solyc07g065160
8,Solyc04g071600
8,Solyc05g050120
8,Solyc08g067960
8,Solyc04g072280
8,Solyc09g008970
8,Solyc08g080860
8,Solyc12g088040
8,Solyc11g018774
8,Solyc02g078900
8,Solyc03g120090
8,Solyc05g055010
8,Solyc04g005160
8,Solyc06g076520
8,Solyc07g062600
8,Solyc05g008310
8,Solyc05g046310
8,Solyc07g006890
8,Solyc02g077670
8,Solyc06g150137
8,Solyc05g014320
8,Solyc03g098740
8,Solyc06g036290
8,Solyc10g085860
8,Solyc06g076570
8,Solyc05g052050
8,Solyc07g056390
8,Solyc06g076560
8,Solyc09g075420
8,Solyc06g060230
8,Solyc12g056590
8,Solyc02g078320
8,Solyc10g081570
8,Solyc10g083690
8,Solyc11g011340
8,Solyc01g066720
8,Solyc05g014470
8,Solyc07g066260
8,Solyc02g079750
8,Solyc01g009860
8,Solyc04g049090
8,Solyc09g061310
8,Solyc09g009390
8,Solyc11g006030
8,Solyc01g081270
8,Solyc02g081030
9,Solyc07g007755
9,Solyc05g051660
9,Solyc12g015880
9,Solyc05g009430
9,Solyc01g079260
9,Solyc07g042170
9,Solyc09g075210
9,Solyc03g113620
9,Solyc03g098050
9,Solyc10g054910
9,Solyc08g083120
9,Solyc06g072230
9,Solyc06g073830
9,Solyc08g075700
9,Solyc04g040210
9,Solyc04g073990
9,Solyc01g065510
9,Solyc02g092120
9,Solyc02g085050
9,Solyc01g111170
9,Solyc04g082200
9,Solyc06g072220
9,Solyc07g066380
9,Solyc07g053230
9,Solyc09g005570
9,Solyc02g082000
9,Solyc10g081190
9,Solyc06g061230
9,Solyc06g074430
9,Solyc01g104370
9,Solyc10g083280
9,Solyc07g063520
9,Solyc03g120780
9,Solyc07g041940
9,Solyc10g086190
9,Solyc09g098300
9,Solyc04g074730
9,Solyc01g099670
9,Solyc12g096540
9,Solyc04g055170
9,Solyc02g086930
9,Solyc10g078530
9,Solyc03g121060
9,Solyc06g007670
9,Solyc09g075430
9,Solyc09g076050
9,Solyc05g054580
9,Solyc02g069850
9,Solyc07g007870
9,Solyc01g087560
9,Solyc02g091700
9,Solyc06g072490
9,Solyc06g008170
9,Solyc03g111230
9,Solyc02g069150
9,Solyc01g095150
9,Solyc09g075290
9,Solyc09g010100
9,Solyc09g008800
9,Solyc06g072120
9,Solyc02g092110
9,Solyc02g069800
9,Solyc01g068045
9,Solyc05g008010
9,Solyc06g063320
9,Solyc01g096290
9,Solyc07g009330
9,Solyc06g009210
9,Solyc04g010240
