cell_type,gene_id
Meristematic_Cortex,Solyc07g065500
Meristematic_Cortex,Solyc07g066030
Meristematic_Cortex,Solyc07g066050
Meristematic_Cortex,Solyc07g066060
Meristematic_Cortex,Solyc07g066340
Meristematic_Cortex,Solyc07g066385
Meristematic_Cortex,Solyc07g066620
Meristematic_Cortex,Solyc07g066670
Meristematic_Cortex,Solyc08g005190
Meristematic_Cortex,Solyc08g005290
Meristematic_Cortex,Solyc08g005300
Meristematic_Cortex,Solyc08g005350
Meristematic_Cortex,Solyc08g005500
Meristematic_Cortex,Solyc08g005560
Meristematic_Cortex,Solyc08g005575
Meristematic_Cortex,Solyc08g005720
Meristematic_Cortex,Solyc08g006070
Meristematic_Cortex,Solyc08g006170
Meristematic_Cortex,Solyc08g006220
Meristematic_Cortex,Solyc08g006230
Meristematic_Cortex,Solyc08g006252
Meristematic_Cortex,Solyc08g006256
Meristematic_Cortex,Solyc08g006260
Meristematic_Cortex,Solyc08g006910
Meristematic_Cortex,Solyc08g006950
Meristematic_Cortex,Solyc08g007100
Meristematic_Cortex,Solyc08g007300
Meristematic_Cortex,Solyc08g007290
Meristematic_Cortex,Solyc08g007330
Meristematic_Cortex,Solyc08g007640
Meristematic_Cortex,Solyc08g007710
Meristematic_Cortex,Solyc08g007750
Meristematic_Cortex,Solyc08g007910
Meristematic_Cortex,Solyc08g008070
Meristematic_Cortex,Solyc08g008350
Meristematic_Cortex,Solyc08g013710
Meristematic_Cortex,Solyc08g013750
Meristematic_Cortex,Solyc08g013890
Meristematic_Cortex,Solyc08g014020
Meristematic_Cortex,Solyc08g014330
Meristematic_Cortex,Solyc08g014550
Meristematic_Cortex,Solyc08g014570
Meristematic_Cortex,Solyc08g014600
Meristematic_Cortex,Solyc08g015860
Meristematic_Cortex,Solyc08g016410
Meristematic_Cortex,Solyc08g054575
Meristematic_Cortex,Solyc08g036615
Meristematic_Cortex,Solyc08g036600
Meristematic_Cortex,Solyc08g042040
Meristematic_Cortex,Solyc08g041820
Meristematic_Cortex,Solyc08g041800
Meristematic_Cortex,Solyc01g105480
Meristematic_Cortex,Solyc08g023490
Meristematic_Cortex,Solyc08g023493
Meristematic_Cortex,Solyc08g023497
Meristematic_Cortex,Solyc08g029150
Meristematic_Cortex,Solyc08g029115
Meristematic_Cortex,Solyc08g059760
Meristematic_Cortex,Solyc08g061250
Meristematic_Cortex,Solyc08g061320
Meristematic_Cortex,Solyc08g061650
Meristematic_Cortex,Solyc08g062340
Meristematic_Cortex,Solyc08g062560
Meristematic_Cortex,Solyc08g065220
Meristematic_Cortex,Solyc08g065265
Meristematic_Cortex,Solyc08g065310
Meristematic_Cortex,Solyc08g065320
Meristematic_Cortex,Solyc08g065450
Meristematic_Cortex,Solyc08g065470
Meristematic_Cortex,Solyc08g066060
Meristematic_Cortex,Solyc08g066390
Meristematic_Cortex,Solyc08g066660
Meristematic_Cortex,Solyc08g067060
Meristematic_Cortex,Solyc08g067160
Meristematic_Cortex,Solyc08g067670
Meristematic_Cortex,Solyc08g067740
Meristematic_Cortex,Solyc08g067820
Meristematic_Cortex,Solyc08g067960
Meristematic_Cortex,Solyc08g068230
Meristematic_Cortex,Solyc08g068270
Meristematic_Cortex,Solyc08g068380
Meristematic_Cortex,Solyc08g068390
Meristematic_Cortex,Solyc08g068930
Meristematic_Cortex,Solyc08g069120
Meristematic_Cortex,Solyc08g069130
Meristematic_Cortex,Solyc08g074350
Meristematic_Cortex,Solyc08g074450
Meristematic_Cortex,Solyc08g074480
Meristematic_Cortex,Solyc08g074605
Meristematic_Cortex,Solyc08g074730
Meristematic_Cortex,Solyc08g074830
Meristematic_Cortex,Solyc08g074890
Meristematic_Cortex,Solyc08g074897
Meristematic_Cortex,Solyc08g074910
Meristematic_Cortex,Solyc08g075000
Meristematic_Cortex,Solyc08g075010
Meristematic_Cortex,Solyc08g075500
Meristematic_Cortex,Solyc08g075520
Meristematic_Cortex,Solyc08g076010
Meristematic_Cortex,Solyc08g076080
Meristematic_Cortex,Solyc08g076200
Meristematic_Cortex,Solyc08g076410
Meristematic_Cortex,Solyc08g076440
Meristematic_Cortex,Solyc08g076610
Meristematic_Cortex,Solyc08g076680
Meristematic_Cortex,Solyc08g076720
Meristematic_Cortex,Solyc08g076850
Meristematic_Cortex,Solyc08g077230
Meristematic_Cortex,Solyc08g077685
Meristematic_Cortex,Solyc08g078040
Meristematic_Cortex,Solyc08g078100
Meristematic_Cortex,Solyc08g078203
Meristematic_Cortex,Solyc08g078370
Meristematic_Cortex,Solyc08g078470
Meristematic_Cortex,Solyc08g078610
Meristematic_Cortex,Solyc08g078640
Meristematic_Cortex,Solyc08g078753
Meristematic_Cortex,Solyc08g078910
Meristematic_Cortex,Solyc08g079030
Meristematic_Cortex,Solyc08g080000
Meristematic_Cortex,Solyc08g080010
Meristematic_Cortex,Solyc08g080400
Meristematic_Cortex,Solyc08g080690
Meristematic_Cortex,Solyc08g080960
Meristematic_Cortex,Solyc08g081130
Meristematic_Cortex,Solyc08g081210
Meristematic_Cortex,Solyc08g081250
Meristematic_Cortex,Solyc08g081350
Meristematic_Cortex,Solyc08g081580
Meristematic_Cortex,Solyc08g081670
Meristematic_Cortex,Solyc08g081840
Meristematic_Cortex,Solyc08g082010
Meristematic_Cortex,Solyc08g082345
Meristematic_Cortex,Solyc08g082410
Meristematic_Cortex,Solyc08g082950
Meristematic_Cortex,Solyc08g083200
Meristematic_Cortex,Solyc09g005075
Meristematic_Cortex,Solyc09g005230
Meristematic_Cortex,Solyc09g005270
Meristematic_Cortex,Solyc09g005580
Meristematic_Cortex,Solyc09g007050
Meristematic_Cortex,Solyc09g007330
Meristematic_Cortex,Solyc09g007340
Meristematic_Cortex,Solyc09g007343
Meristematic_Cortex,Solyc09g007670
Meristematic_Cortex,Solyc09g007680
Meristematic_Cortex,Solyc09g007720
Meristematic_Cortex,Solyc09g007860
Meristematic_Cortex,Solyc09g008010
Meristematic_Cortex,Solyc09g008130
Meristematic_Cortex,Solyc09g008190
Meristematic_Cortex,Solyc09g008260
Meristematic_Cortex,Solyc09g008450
Meristematic_Cortex,Solyc09g008680
Meristematic_Cortex,Solyc09g008690
Meristematic_Cortex,Solyc09g008790
Meristematic_Cortex,Solyc09g008820
Meristematic_Cortex,Solyc09g008830
Meristematic_Cortex,Solyc09g008860
Meristematic_Cortex,Solyc09g009100
Meristematic_Cortex,Solyc09g009340
Meristematic_Cortex,Solyc09g009550
Meristematic_Cortex,Solyc09g009650
Meristematic_Cortex,Solyc09g009670
Meristematic_Cortex,Solyc09g009747
Meristematic_Cortex,Solyc09g009900
Meristematic_Cortex,Solyc09g010240
Meristematic_Cortex,Solyc09g010320
Meristematic_Cortex,Solyc09g010562
Meristematic_Cortex,Solyc09g010566
Meristematic_Cortex,Solyc09g010720
Meristematic_Cortex,Solyc09g010870
Meristematic_Cortex,Solyc09g010917
Meristematic_Cortex,Solyc09g011160
Meristematic_Cortex,Solyc09g011830
Meristematic_Cortex,Solyc09g011980
Meristematic_Cortex,Solyc09g013090
Meristematic_Cortex,Solyc09g013160
Meristematic_Cortex,Solyc09g014210
Meristematic_Cortex,Solyc09g014415
Meristematic_Cortex,Solyc09g014510
Meristematic_Cortex,Solyc09g014530
Meristematic_Cortex,Solyc09g015700
Meristematic_Cortex,Solyc09g015850
Meristematic_Cortex,Solyc09g015880
Meristematic_Cortex,Solyc09g016950
Meristematic_Cortex,Solyc09g018180
Meristematic_Cortex,Solyc09g018220
Meristematic_Cortex,Solyc09g018440
Meristematic_Cortex,Solyc09g018690
Meristematic_Cortex,Solyc09g018840
Meristematic_Cortex,Solyc09g020010
Meristematic_Cortex,Solyc09g037080
Meristematic_Cortex,Solyc09g042660
Meristematic_Cortex,Solyc09g042740
Meristematic_Cortex,Solyc09g042785
Meristematic_Cortex,Solyc09g031790
Meristematic_Cortex,Solyc09g031523
Meristematic_Cortex,Solyc09g047900
Meristematic_Cortex,Solyc09g055550
Meristematic_Cortex,Solyc09g056100
Meristematic_Cortex,Solyc09g056130
Meristematic_Cortex,Solyc09g056135
Meristematic_Cortex,Solyc09g056200
Meristematic_Cortex,Solyc09g056260
Meristematic_Cortex,Solyc09g059140
Meristematic_Cortex,Solyc09g059260
Meristematic_Cortex,Solyc09g059280
Meristematic_Cortex,Solyc09g059290
Meristematic_Cortex,Solyc09g059390
Meristematic_Cortex,Solyc09g059510
Meristematic_Cortex,Solyc09g059580
Meristematic_Cortex,Solyc09g059650
Meristematic_Cortex,Solyc09g061410
Meristematic_Cortex,Solyc09g061420
Meristematic_Cortex,Solyc09g061440
Meristematic_Cortex,Solyc09g061450
Meristematic_Cortex,Solyc09g064790
Meristematic_Cortex,Solyc09g065030
Meristematic_Cortex,Solyc09g065660
Meristematic_Cortex,Solyc09g025230
Meristematic_Cortex,Solyc09g072610
Meristematic_Cortex,Solyc09g072890
Meristematic_Cortex,Solyc09g074360
Meristematic_Cortex,Solyc09g074730
Meristematic_Cortex,Solyc09g074820
Meristematic_Cortex,Solyc09g075660
Meristematic_Cortex,Solyc09g075760
Meristematic_Cortex,Solyc09g075790
Meristematic_Cortex,Solyc09g082730
Meristematic_Cortex,Solyc09g082940
Meristematic_Cortex,Solyc09g083120
Meristematic_Cortex,Solyc09g083200
Meristematic_Cortex,Solyc09g084450
Meristematic_Cortex,Solyc09g089760
Meristematic_Cortex,Solyc09g089800
Meristematic_Cortex,Solyc09g089850
Meristematic_Cortex,Solyc09g090440
Meristematic_Cortex,Solyc09g090515
Meristematic_Cortex,Solyc09g090550
Meristematic_Cortex,Solyc09g090560
Meristematic_Cortex,Solyc09g090870
Meristematic_Cortex,Solyc09g090960
Meristematic_Cortex,Solyc09g091100
Meristematic_Cortex,Solyc09g091460
Meristematic_Cortex,Solyc09g091700
Meristematic_Cortex,Solyc09g091710
Meristematic_Cortex,Solyc09g091880
Meristematic_Cortex,Solyc09g091960
Meristematic_Cortex,Solyc09g091970
Meristematic_Cortex,Solyc09g097760
Meristematic_Cortex,Solyc09g097920
Meristematic_Cortex,Solyc09g098530
Meristematic_Cortex,Solyc09g098590
Meristematic_Cortex,Solyc10g005000
Meristematic_Cortex,Solyc10g005340
Meristematic_Cortex,Solyc10g005610
Meristematic_Cortex,Solyc10g005830
Meristematic_Cortex,Solyc10g005840
Meristematic_Cortex,Solyc10g006000
Meristematic_Cortex,Solyc10g006170
Meristematic_Cortex,Solyc10g006190
Meristematic_Cortex,Solyc10g006210
Meristematic_Cortex,Solyc10g006240
Meristematic_Cortex,Solyc10g006260
Meristematic_Cortex,Solyc10g006360
Meristematic_Cortex,Solyc10g006550
Meristematic_Cortex,Solyc10g006710
Meristematic_Cortex,Solyc10g006730
Meristematic_Cortex,Solyc10g007050
Meristematic_Cortex,Solyc10g007070
Meristematic_Cortex,Solyc10g007360
Meristematic_Cortex,Solyc10g007660
Meristematic_Cortex,Solyc10g008000
Meristematic_Cortex,Solyc10g008240
Meristematic_Cortex,Solyc10g008510
Meristematic_Cortex,Solyc10g008600
Meristematic_Cortex,Solyc10g008780
Meristematic_Cortex,Solyc10g008840
Meristematic_Cortex,Solyc10g009050
Meristematic_Cortex,Solyc10g009060
Meristematic_Cortex,Solyc10g009100
Meristematic_Cortex,Solyc10g009160
Meristematic_Cortex,Solyc10g011730
Meristematic_Cortex,Solyc10g012060
Meristematic_Cortex,Solyc10g012137
Meristematic_Cortex,Solyc10g012410
Meristematic_Cortex,Solyc10g017490
Meristematic_Cortex,Solyc10g017510
Meristematic_Cortex,Solyc10g018850
Meristematic_Cortex,Solyc10g061860
Meristematic_Cortex,Solyc10g061950
Meristematic_Cortex,Solyc10g044520
Meristematic_Cortex,Solyc10g044840
Meristematic_Cortex,Solyc10g044915
Meristematic_Cortex,Solyc10g045270
Meristematic_Cortex,Solyc10g047643
Meristematic_Cortex,Solyc10g047670
Meristematic_Cortex,Solyc10g048060
Meristematic_Cortex,Solyc10g049210
Meristematic_Cortex,Solyc10g049590
Meristematic_Cortex,Solyc10g049760
Meristematic_Cortex,Solyc10g050735
Meristematic_Cortex,Solyc10g051095
Meristematic_Cortex,Solyc10g051130
Meristematic_Cortex,Solyc10g051140
Meristematic_Cortex,Solyc10g052510
Meristematic_Cortex,Solyc10g052745
Meristematic_Cortex,Solyc10g054730
Meristematic_Cortex,Solyc10g055460
Meristematic_Cortex,Solyc10g055610
Meristematic_Cortex,Solyc10g055770
Meristematic_Cortex,Solyc10g074490
Meristematic_Cortex,Solyc10g074900
Meristematic_Cortex,Solyc10g076260
Meristematic_Cortex,Solyc10g076270
Meristematic_Cortex,Solyc10g076400
Meristematic_Cortex,Solyc10g076740
Meristematic_Cortex,Solyc10g077110
Meristematic_Cortex,Solyc10g078480
Meristematic_Cortex,Solyc10g078730
Meristematic_Cortex,Solyc10g078760
Meristematic_Cortex,Solyc10g079075
Meristematic_Cortex,Solyc10g079170
Meristematic_Cortex,Solyc10g079160
Meristematic_Cortex,Solyc10g079290
Meristematic_Cortex,Solyc10g079310
Meristematic_Cortex,Solyc10g079595
Meristematic_Cortex,Solyc10g079710
Meristematic_Cortex,Solyc10g079790
Meristematic_Cortex,Solyc10g079830
Meristematic_Cortex,Solyc10g079840
Meristematic_Cortex,Solyc10g079950
Meristematic_Cortex,Solyc10g080070
Meristematic_Cortex,Solyc10g080130
Meristematic_Cortex,Solyc10g080280
Meristematic_Cortex,Solyc10g080330
Meristematic_Cortex,Solyc10g080460
Meristematic_Cortex,Solyc10g080490
Meristematic_Cortex,Solyc10g080950
Meristematic_Cortex,Solyc10g081410
Meristematic_Cortex,Solyc10g081430
Meristematic_Cortex,Solyc10g081570
Meristematic_Cortex,Solyc10g081630
Meristematic_Cortex,Solyc10g081710
Meristematic_Cortex,Solyc10g082065
Meristematic_Cortex,Solyc10g083300
Meristematic_Cortex,Solyc10g083380
Meristematic_Cortex,Solyc10g083470
Meristematic_Cortex,Solyc10g083480
Meristematic_Cortex,Solyc10g083730
Meristematic_Cortex,Solyc10g083795
Meristematic_Cortex,Solyc10g084000
Meristematic_Cortex,Solyc10g084220
Meristematic_Cortex,Solyc10g084740
Meristematic_Cortex,Solyc10g084810
Meristematic_Cortex,Solyc10g084980
Meristematic_Cortex,Solyc10g085680
Meristematic_Cortex,Solyc10g085820
Meristematic_Cortex,Solyc10g085930
Meristematic_Cortex,Solyc10g085970
Meristematic_Cortex,Solyc10g086280
Meristematic_Cortex,Solyc10g086320
Meristematic_Cortex,Solyc10g086440
Meristematic_Cortex,Solyc10g086710
Meristematic_Cortex,Solyc11g005260
Meristematic_Cortex,Solyc11g005340
Meristematic_Cortex,Solyc11g005570
Meristematic_Cortex,Solyc11g005580
Meristematic_Cortex,Solyc11g005590
Meristematic_Cortex,Solyc11g005660
Meristematic_Cortex,Solyc11g005730
Meristematic_Cortex,Solyc11g006130
Meristematic_Cortex,Solyc11g006245
Meristematic_Cortex,Solyc11g006560
Meristematic_Cortex,Solyc11g006630
Meristematic_Cortex,Solyc11g006640
Meristematic_Cortex,Solyc11g006880
Meristematic_Cortex,Solyc11g006940
Meristematic_Cortex,Solyc11g007310
Meristematic_Cortex,Solyc11g007340
Meristematic_Cortex,Solyc11g008040
Meristematic_Cortex,Solyc11g008270
Meristematic_Cortex,Solyc11g008460
Meristematic_Cortex,Solyc11g008530
Meristematic_Cortex,Solyc11g008760
Meristematic_Cortex,Solyc11g008960
Meristematic_Cortex,Solyc11g008980
Meristematic_Cortex,Solyc11g010510
Meristematic_Cortex,Solyc11g010620
Meristematic_Cortex,Solyc11g010880
Meristematic_Cortex,Solyc11g011410
Meristematic_Cortex,Solyc11g011540
Meristematic_Cortex,Solyc11g011548
Meristematic_Cortex,Solyc11g011780
Meristematic_Cortex,Solyc11g011800
Meristematic_Cortex,Solyc11g011860
Meristematic_Cortex,Solyc11g011870
Meristematic_Cortex,Solyc11g012050
Meristematic_Cortex,Solyc11g012455
Meristematic_Cortex,Solyc11g012540
Meristematic_Cortex,Solyc11g012550
Meristematic_Cortex,Solyc11g012563
Meristematic_Cortex,Solyc11g012720
Meristematic_Cortex,Solyc11g012900
Meristematic_Cortex,Solyc11g013010
Meristematic_Cortex,Solyc11g013155
Meristematic_Cortex,Solyc11g013375
Meristematic_Cortex,Solyc11g013760
Meristematic_Cortex,Solyc11g013770
Meristematic_Cortex,Solyc11g018500
Meristematic_Cortex,Solyc11g018510
Meristematic_Cortex,Solyc11g020180
Meristematic_Cortex,Solyc11g020160
Meristematic_Cortex,Solyc11g020875
Meristematic_Cortex,Solyc11g021060
Meristematic_Cortex,Solyc11g021130
Meristematic_Cortex,Solyc11g021170
Meristematic_Cortex,Solyc11g021240
Meristematic_Cortex,Solyc11g021260
Meristematic_Cortex,Solyc11g021290
Meristematic_Cortex,Solyc11g021300
Meristematic_Cortex,Solyc11g021310
Meristematic_Cortex,Solyc11g051200
Meristematic_Cortex,Solyc11g027645
Meristematic_Cortex,Solyc11g027660
Meristematic_Cortex,Solyc11g027670
Meristematic_Cortex,Solyc11g027710
Meristematic_Cortex,Solyc11g027770
Meristematic_Cortex,Solyc11g027830
Meristematic_Cortex,Solyc11g028310
Meristematic_Cortex,Solyc11g030550
Meristematic_Cortex,Solyc11g032100
Meristematic_Cortex,Solyc11g032133
Meristematic_Cortex,Solyc11g045690
Meristematic_Cortex,Solyc11g045480
Meristematic_Cortex,Solyc11g045440
Meristematic_Cortex,Solyc11g045100
Meristematic_Cortex,Solyc11g044620
Meristematic_Cortex,Solyc11g044610
Meristematic_Cortex,Solyc11g044255
Meristematic_Cortex,Solyc11g043155
Meristematic_Cortex,Solyc11g042523
Meristematic_Cortex,Solyc11g042460
Meristematic_Cortex,Solyc11g040222
Meristematic_Cortex,Solyc11g040050
Meristematic_Cortex,Solyc11g039980
Meristematic_Cortex,Solyc11g056270
Meristematic_Cortex,Solyc11g056320
Meristematic_Cortex,Solyc11g056400
Meristematic_Cortex,Solyc11g056450
Meristematic_Cortex,Solyc11g063510
Meristematic_Cortex,Solyc11g063520
Meristematic_Cortex,Solyc11g063610
Meristematic_Cortex,Solyc11g064930
Meristematic_Cortex,Solyc11g065090
Meristematic_Cortex,Solyc11g065240
Meristematic_Cortex,Solyc11g065420
Meristematic_Cortex,Solyc11g065425
Meristematic_Cortex,Solyc11g065870
Meristematic_Cortex,Solyc11g066260
Meristematic_Cortex,Solyc11g066360
Meristematic_Cortex,Solyc11g066380
Meristematic_Cortex,Solyc11g066660
Meristematic_Cortex,Solyc11g066665
Meristematic_Cortex,Solyc11g066690
Meristematic_Cortex,Solyc11g066990
Meristematic_Cortex,Solyc11g067030
Meristematic_Cortex,Solyc11g068690
Meristematic_Cortex,Solyc11g068895
Meristematic_Cortex,Solyc11g068900
Meristematic_Cortex,Solyc11g068980
Meristematic_Cortex,Solyc11g069080
Meristematic_Cortex,Solyc11g069460
Meristematic_Cortex,Solyc11g070100
Meristematic_Cortex,Solyc11g070160
Meristematic_Cortex,Solyc11g071300
Meristematic_Cortex,Solyc11g071500
Meristematic_Cortex,Solyc11g071580
Meristematic_Cortex,Solyc11g071690
Meristematic_Cortex,Solyc11g072160
Meristematic_Cortex,Solyc11g072220
Meristematic_Cortex,Solyc11g072380
Meristematic_Cortex,Solyc11g072490
Meristematic_Cortex,Solyc11g073080
Meristematic_Cortex,Solyc11g073120
Meristematic_Cortex,Solyc12g005030
Meristematic_Cortex,Solyc12g005090
Meristematic_Cortex,Solyc12g005093
Meristematic_Cortex,Solyc12g006225
Meristematic_Cortex,Solyc12g006230
Meristematic_Cortex,Solyc12g006710
Meristematic_Cortex,Solyc12g006975
Meristematic_Cortex,Solyc12g007150
Meristematic_Cortex,Solyc12g008680
Meristematic_Cortex,Solyc12g009050
Meristematic_Cortex,Solyc12g009160
Meristematic_Cortex,Solyc12g009260
Meristematic_Cortex,Solyc12g009680
Meristematic_Cortex,Solyc12g010310
Meristematic_Cortex,Solyc12g010350
Meristematic_Cortex,Solyc12g010470
Meristematic_Cortex,Solyc12g010480
Meristematic_Cortex,Solyc12g010820
Meristematic_Cortex,Solyc12g013580
Meristematic_Cortex,Solyc12g013750
Meristematic_Cortex,Solyc12g014060
Meristematic_Cortex,Solyc12g014120
Meristematic_Cortex,Solyc12g014220
Meristematic_Cortex,Solyc12g014330
Meristematic_Cortex,Solyc12g014440
Meristematic_Cortex,Solyc12g014540
Meristematic_Cortex,Solyc12g014560
Meristematic_Cortex,Solyc12g014590
Meristematic_Cortex,Solyc12g015920
Meristematic_Cortex,Solyc12g016210
Meristematic_Cortex,Solyc12g017380
Meristematic_Cortex,Solyc12g017420
Meristematic_Cortex,Solyc12g017430
Meristematic_Cortex,Solyc12g017570
Meristematic_Cortex,Solyc12g017920
Meristematic_Cortex,Solyc12g017970
Meristematic_Cortex,Solyc12g019060
Meristematic_Cortex,Solyc12g019080
Meristematic_Cortex,Solyc12g019090
Meristematic_Cortex,Solyc12g019630
Meristematic_Cortex,Solyc12g019975
Meristematic_Cortex,Solyc12g021310
Meristematic_Cortex,Solyc12g077420
Meristematic_Cortex,Solyc12g027540
Meristematic_Cortex,Solyc12g035170
Meristematic_Cortex,Solyc12g035620
Meristematic_Cortex,Solyc12g036150
Meristematic_Cortex,Solyc12g036415
Meristematic_Cortex,Solyc12g036450
Meristematic_Cortex,Solyc12g036550
Meristematic_Cortex,Solyc12g036810
Meristematic_Cortex,Solyc12g038250
Meristematic_Cortex,Solyc12g038820
Meristematic_Cortex,Solyc12g042080
Meristematic_Cortex,Solyc12g042170
Meristematic_Cortex,Solyc12g042430
Meristematic_Cortex,Solyc12g043030
Meristematic_Cortex,Solyc12g043050
Meristematic_Cortex,Solyc12g043090
Meristematic_Cortex,Solyc12g043150
Meristematic_Cortex,Solyc12g044610
Meristematic_Cortex,Solyc12g044950
Meristematic_Cortex,Solyc12g049500
Meristematic_Cortex,Solyc12g049530
Meristematic_Cortex,Solyc12g049540
Meristematic_Cortex,Solyc12g055940
Meristematic_Cortex,Solyc12g056280
Meristematic_Cortex,Solyc12g056290
Meristematic_Cortex,Solyc12g056295
Meristematic_Cortex,Solyc12g056350
Meristematic_Cortex,Solyc12g056460
Meristematic_Cortex,Solyc12g056527
Meristematic_Cortex,Solyc12g056590
Meristematic_Cortex,Solyc12g056790
Meristematic_Cortex,Solyc12g056850
Meristematic_Cortex,Solyc12g056930
Meristematic_Cortex,Solyc12g056995
Meristematic_Cortex,Solyc12g087970
Meristematic_Cortex,Solyc12g088210
Meristematic_Cortex,Solyc12g088250
Meristematic_Cortex,Solyc12g088300
Meristematic_Cortex,Solyc12g088330
Meristematic_Cortex,Solyc12g088380
Meristematic_Cortex,Solyc12g088450
Meristematic_Cortex,Solyc12g088480
Meristematic_Cortex,Solyc12g088500
Meristematic_Cortex,Solyc12g089010
Meristematic_Cortex,Solyc12g089140
Meristematic_Cortex,Solyc12g089295
Meristematic_Cortex,Solyc12g094430
Meristematic_Cortex,Solyc12g094585
Meristematic_Cortex,Solyc12g094620
Meristematic_Cortex,Solyc12g095820
Meristematic_Cortex,Solyc12g095890
Meristematic_Cortex,Solyc12g095950
Meristematic_Cortex,Solyc12g096170
Meristematic_Cortex,Solyc12g096250
Meristematic_Cortex,Solyc12g096330
Meristematic_Cortex,Solyc12g096340
Meristematic_Cortex,Solyc12g096400
Meristematic_Cortex,Solyc12g096610
Meristematic_Cortex,Solyc12g096660
Meristematic_Cortex,Solyc12g096780
Meristematic_Cortex,Solyc12g097060
Meristematic_Cortex,Solyc12g098380
Meristematic_Cortex,Solyc12g098400
Meristematic_Cortex,Solyc12g098660
Meristematic_Cortex,Solyc12g098700
Meristematic_Cortex,Solyc12g099270
Meristematic_Cortex,Solyc12g099280
Meristematic_Cortex,Solyc12g099780
Meristematic_Cortex,Solyc12g099790
Meristematic_Cortex,Solyc12g099850
Meristematic_Cortex,Solyc12g099960
Meristematic_Zone,Solyc00g009760
Meristematic_Zone,Solyc00g010525
Meristematic_Zone,Solyc00g011160
Meristematic_Zone,Solyc00g012440
Meristematic_Zone,Solyc00g013140
Meristematic_Zone,Solyc00g013150
Meristematic_Zone,Solyc00g021630
Meristematic_Zone,Solyc00g021640
Meristematic_Zone,Solyc00g025290
Meristematic_Zone,Solyc00g068970
Meristematic_Zone,Solyc06g024210
Meristematic_Zone,Solyc00g127670
Meristematic_Zone,Solyc00g171810
Meristematic_Zone,Solyc00g174340
Meristematic_Zone,Solyc01g005480
Meristematic_Zone,Solyc01g006000
Meristematic_Zone,Solyc01g006130
Meristematic_Zone,Solyc01g006160
Meristematic_Zone,Solyc01g006170
Meristematic_Zone,Solyc01g007140
Meristematic_Zone,Solyc01g007170
Meristematic_Zone,Solyc01g007250
Meristematic_Zone,Solyc01g008290
Meristematic_Zone,Solyc01g008330
Meristematic_Zone,Solyc01g008340
Meristematic_Zone,Solyc01g008700
Meristematic_Zone,Solyc01g008790
Meristematic_Zone,Solyc01g008800
Meristematic_Zone,Solyc01g008900
Meristematic_Zone,Solyc01g009520
Meristematic_Zone,Solyc01g016470
Meristematic_Zone,Solyc01g056850
Meristematic_Zone,Solyc01g056990
Meristematic_Zone,Solyc01g057210
Meristematic_Zone,Solyc01g057840
Meristematic_Zone,Solyc01g058410
Meristematic_Zone,Solyc01g058500
Meristematic_Zone,Solyc01g065495
Meristematic_Zone,Solyc01g066440
Meristematic_Zone,Solyc01g066620
Meristematic_Zone,Solyc01g066840
Meristematic_Zone,Solyc01g067570
Meristematic_Zone,Solyc01g068240
Meristematic_Zone,Solyc01g068420
Meristematic_Zone,Solyc01g068530
Meristematic_Zone,Solyc01g068630
Meristematic_Zone,Solyc01g079320
Meristematic_Zone,Solyc01g079507
Meristematic_Zone,Solyc01g079680
Meristematic_Zone,Solyc01g079750
Meristematic_Zone,Solyc01g080450
Meristematic_Zone,Solyc01g080470
Meristematic_Zone,Solyc01g080600
Meristematic_Zone,Solyc01g080680
Meristematic_Zone,Solyc01g080750
Meristematic_Zone,Solyc01g080890
Meristematic_Zone,Solyc01g081010
Meristematic_Zone,Solyc01g081120
Meristematic_Zone,Solyc01g081250
Meristematic_Zone,Solyc01g081293
Meristematic_Zone,Solyc01g081300
Meristematic_Zone,Solyc01g081390
Meristematic_Zone,Solyc01g073640
Meristematic_Zone,Solyc01g073755
Meristematic_Zone,Solyc01g073770
Meristematic_Zone,Solyc01g086690
Meristematic_Zone,Solyc01g086710
Meristematic_Zone,Solyc01g086820
Meristematic_Zone,Solyc01g087080
Meristematic_Zone,Solyc01g087290
Meristematic_Zone,Solyc01g087320
Meristematic_Zone,Solyc01g087380
Meristematic_Zone,Solyc01g087385
Meristematic_Zone,Solyc01g087400
Meristematic_Zone,Solyc01g087410
Meristematic_Zone,Solyc01g087500
Meristematic_Zone,Solyc01g087670
Meristematic_Zone,Solyc01g087880
Meristematic_Zone,Solyc01g087910
Meristematic_Zone,Solyc01g088080
Meristematic_Zone,Solyc01g088670
Meristematic_Zone,Solyc01g090390
Meristematic_Zone,Solyc01g090470
Meristematic_Zone,Solyc01g090880
Meristematic_Zone,Solyc01g091220
Meristematic_Zone,Solyc01g091230
Meristematic_Zone,Solyc01g094280
Meristematic_Zone,Solyc01g094340
Meristematic_Zone,Solyc01g094540
Meristematic_Zone,Solyc01g095160
Meristematic_Zone,Solyc01g095840
Meristematic_Zone,Solyc01g096370
Meristematic_Zone,Solyc01g096550
Meristematic_Zone,Solyc01g096580
Meristematic_Zone,Solyc01g096590
Meristematic_Zone,Solyc01g096760
Meristematic_Zone,Solyc01g096800
Meristematic_Zone,Solyc01g096860
Meristematic_Zone,Solyc01g096900
Meristematic_Zone,Solyc01g096950
Meristematic_Zone,Solyc01g097360
Meristematic_Zone,Solyc01g097600
Meristematic_Zone,Solyc01g097760
Meristematic_Zone,Solyc01g097870
