cell_type,gene_id
Exodermis,Solyc12g005790
Exodermis,Solyc12g005840
Exodermis,Solyc12g005940
Exodermis,Solyc12g006110
Exodermis,Solyc12g006470
Exodermis,Solyc12g006640
Exodermis,Solyc12g006997
Exodermis,Solyc12g007130
Exodermis,Solyc12g007320
Exodermis,Solyc12g008340
Exodermis,Solyc12g008350
Exodermis,Solyc12g008950
Exodermis,Solyc12g008960
Exodermis,Solyc12g009270
Exodermis,Solyc12g009570
Exodermis,Solyc12g009650
Exodermis,Solyc12g009820
Exodermis,Solyc12g010120
Exodermis,Solyc12g010140
Exodermis,Solyc12g010130
Exodermis,Solyc12g010410
Exodermis,Solyc12g010650
Exodermis,Solyc12g011030
Exodermis,Solyc12g011190
Exodermis,Solyc12g011450
Exodermis,Solyc12g013580
Exodermis,Solyc12g013690
Exodermis,Solyc12g013750
Exodermis,Solyc12g013870
Exodermis,Solyc12g014120
Exodermis,Solyc12g014140
Exodermis,Solyc12g014310
Exodermis,Solyc12g014350
Exodermis,Solyc12g014355
Exodermis,Solyc12g014390
Exodermis,Solyc12g014395
Exodermis,Solyc12g015770
Exodermis,Solyc12g016210
Exodermis,Solyc12g017430
Exodermis,Solyc12g017460
Exodermis,Solyc12g017570
Exodermis,Solyc12g019410
Exodermis,Solyc12g062940
Exodermis,Solyc12g036140
Exodermis,Solyc12g042010
Exodermis,Solyc12g042480
Exodermis,Solyc12g042655
Exodermis,Solyc12g042770
Exodermis,Solyc12g042830
Exodermis,Solyc12g044190
Exodermis,Solyc12g044820
Exodermis,Solyc12g044840
Exodermis,Solyc12g055700
Exodermis,Solyc12g056200
Exodermis,Solyc12g056280
Exodermis,Solyc12g056290
Exodermis,Solyc12g056600
Exodermis,Solyc12g056920
Exodermis,Solyc12g057070
Exodermis,Solyc12g087940
Exodermis,Solyc12g088050
Exodermis,Solyc12g088090
Exodermis,Solyc12g088190
Exodermis,Solyc12g088210
Exodermis,Solyc12g088250
Exodermis,Solyc12g088460
Exodermis,Solyc12g088760
Exodermis,Solyc12g088910
Exodermis,Solyc12g088970
Exodermis,Solyc12g089140
Exodermis,Solyc12g089180
Exodermis,Solyc12g089380
Exodermis,Solyc12g094430
Exodermis,Solyc12g096550
Exodermis,Solyc12g096620
Exodermis,Solyc12g096670
Exodermis,Solyc12g096770
Exodermis,Solyc12g096830
Exodermis,Solyc12g096870
Exodermis,Solyc12g098320
Exodermis,Solyc12g098400
Exodermis,Solyc12g098490
Exodermis,Solyc12g098500
Exodermis,Solyc12g099270
Exodermis,Solyc12g099830
Exodermis,Solyc12g099930
Exodermis,Solyc12g100010
Exodermis,Solyc12g100120
Exodermis,Solyc12g100200
Exodermis,Solyc12g100230
Exodermis,Solyc12g100250
Exodermis,Solyc12g100270
Cortex,Solyc00g006805
Cortex,Solyc00g006810
Cortex,Solyc00g009760
Cortex,Solyc00g010525
Cortex,Solyc00g011160
Cortex,Solyc00g012440
Cortex,Solyc00g015737
Cortex,Solyc00g022107
Cortex,Solyc00g050130
Cortex,Solyc00g050430
Cortex,Solyc00g068970
Cortex,Solyc00g071180
Cortex,Solyc06g024210
Cortex,Solyc00g304030
Cortex,Solyc01g005100
Cortex,Solyc01g005130
Cortex,Solyc01g005140
Cortex,Solyc01g005390
Cortex,Solyc01g005530
Cortex,Solyc01g005680
Cortex,Solyc01g005990
Cortex,Solyc01g006000
Cortex,Solyc01g006130
Cortex,Solyc01g006380
Cortex,Solyc01g006480
Cortex,Solyc01g006500
Cortex,Solyc01g006650
Cortex,Solyc01g006670
Cortex,Solyc01g006790
Cortex,Solyc01g007070
Cortex,Solyc01g007130
Cortex,Solyc01g007890
Cortex,Solyc01g008250
Cortex,Solyc01g008790
Cortex,Solyc01g008800
Cortex,Solyc01g008850
Cortex,Solyc01g008890
Cortex,Solyc01g008910
Cortex,Solyc01g009070
Cortex,Solyc01g010030
Cortex,Solyc01g010180
Cortex,Solyc01g010310
Cortex,Solyc01g010465
Cortex,Solyc01g010937
Cortex,Solyc01g011510
Cortex,Solyc01g016410
Cortex,Solyc01g020525
Cortex,Solyc01g021670
Cortex,Solyc01g034150
Cortex,Solyc01g034155
Cortex,Solyc01g044480
Cortex,Solyc01g057210
Cortex,Solyc01g057340
Cortex,Solyc01g058260
Cortex,Solyc01g058410
Cortex,Solyc01g058500
Cortex,Solyc01g058530
Cortex,Solyc01g060020
Cortex,Solyc01g065490
Cortex,Solyc01g065495
Cortex,Solyc01g065590
Cortex,Solyc01g065700
Cortex,Solyc01g066560
Cortex,Solyc01g066740
Cortex,Solyc01g066910
Cortex,Solyc01g067290
Cortex,Solyc01g067570
Cortex,Solyc01g067610
Cortex,Solyc01g068020
Cortex,Solyc01g068030
Cortex,Solyc01g068150
Cortex,Solyc01g068263
Cortex,Solyc01g068290
Cortex,Solyc01g068560
Cortex,Solyc01g079507
Cortex,Solyc01g079630
Cortex,Solyc01g079790
Cortex,Solyc01g080040
Cortex,Solyc01g080130
Cortex,Solyc01g080230
Cortex,Solyc01g080310
Cortex,Solyc01g080320
Cortex,Solyc01g080470
Cortex,Solyc01g080680
Cortex,Solyc01g080700
Cortex,Solyc01g080840
Cortex,Solyc01g081050
Cortex,Solyc01g081240
Cortex,Solyc01g081320
Cortex,Solyc01g081330
Cortex,Solyc01g081490
Cortex,Solyc01g081570
Cortex,Solyc01g073670
Cortex,Solyc01g073755
Cortex,Solyc01g086810
Cortex,Solyc01g086870
Cortex,Solyc01g086895
Cortex,Solyc01g086970
Cortex,Solyc01g087190
Cortex,Solyc01g087200
Cortex,Solyc01g087250
Cortex,Solyc01g087290
Cortex,Solyc01g087320
Cortex,Solyc01g087360
Cortex,Solyc01g087380
Cortex,Solyc01g087385
Cortex,Solyc01g087400
Cortex,Solyc01g087410
Cortex,Solyc01g087420
Cortex,Solyc01g087970
Cortex,Solyc01g088220
Cortex,Solyc01g088670
Cortex,Solyc01g088750
Cortex,Solyc01g089850
Cortex,Solyc01g090040
Cortex,Solyc01g090270
Cortex,Solyc01g090500
Cortex,Solyc01g090790
Cortex,Solyc01g090810
Cortex,Solyc01g090940
Cortex,Solyc01g091160
Cortex,Solyc01g091210
Cortex,Solyc01g091465
Cortex,Solyc01g091700
Cortex,Solyc01g091720
Cortex,Solyc01g094140
Cortex,Solyc01g094220
Cortex,Solyc01g094485
Cortex,Solyc01g094570
Cortex,Solyc01g094590
Cortex,Solyc01g094630
Cortex,Solyc01g094790
Cortex,Solyc01g095070
Cortex,Solyc01g095090
Cortex,Solyc01g095320
Cortex,Solyc01g095330
Cortex,Solyc01g095430
Cortex,Solyc01g095670
Cortex,Solyc01g095700
Cortex,Solyc01g095770
Cortex,Solyc01g096185
Cortex,Solyc01g096460
Cortex,Solyc01g096740
Cortex,Solyc01g097130
Cortex,Solyc01g097150
Cortex,Solyc01g097160
Cortex,Solyc01g097210
Cortex,Solyc01g097220
Cortex,Solyc01g097770
Cortex,Solyc01g097820
Cortex,Solyc01g097910
Cortex,Solyc01g098020
Cortex,Solyc01g098190
Cortex,Solyc01g098450
Cortex,Solyc01g098460
Cortex,Solyc01g098520
Cortex,Solyc01g098560
Cortex,Solyc01g099130
Cortex,Solyc01g099470
Cortex,Solyc01g099510
Cortex,Solyc01g099630
Cortex,Solyc01g099645
Cortex,Solyc01g099650
Cortex,Solyc01g099700
Cortex,Solyc01g099730
Cortex,Solyc01g099745
Cortex,Solyc01g099980
Cortex,Solyc01g100450
Cortex,Solyc01g100960
Cortex,Solyc01g101160
Cortex,Solyc01g101250
Cortex,Solyc01g102270
Cortex,Solyc01g102330
Cortex,Solyc01g102340
Cortex,Solyc01g102590
Cortex,Solyc01g102880
Cortex,Solyc01g103185
Cortex,Solyc01g103275
Cortex,Solyc01g103335
Cortex,Solyc01g103500
Cortex,Solyc01g103660
Cortex,Solyc01g104160
Cortex,Solyc01g104410
Cortex,Solyc01g104432
Cortex,Solyc01g104710
Cortex,Solyc01g104720
Cortex,Solyc01g104950
Cortex,Solyc01g104980
Cortex,Solyc01g105180
Cortex,Solyc01g105290
Cortex,Solyc01g105350
Cortex,Solyc01g105460
Cortex,Solyc01g105720
Cortex,Solyc01g106230
Cortex,Solyc01g106290
Cortex,Solyc01g106500
Cortex,Solyc01g106950
Cortex,Solyc01g106943
Cortex,Solyc01g107370
Cortex,Solyc01g107460
Cortex,Solyc01g107730
Cortex,Solyc01g107940
Cortex,Solyc01g108047
Cortex,Solyc01g108150
Cortex,Solyc01g108410
Cortex,Solyc01g108540
Cortex,Solyc01g108570
Cortex,Solyc01g108630
Cortex,Solyc01g108860
Cortex,Solyc01g108910
Cortex,Solyc01g109010
Cortex,Solyc01g109140
Cortex,Solyc01g109200
Cortex,Solyc01g109390
Cortex,Solyc01g109640
Cortex,Solyc01g109680
Cortex,Solyc01g109980
Cortex,Solyc01g110010
Cortex,Solyc01g110035
Cortex,Solyc01g110540
Cortex,Solyc01g110640
Cortex,Solyc01g110670
Cortex,Solyc01g110682
Cortex,Solyc01g111070
Cortex,Solyc01g111145
Cortex,Solyc01g111160
Cortex,Solyc01g111275
Cortex,Solyc01g111370
Cortex,Solyc01g111630
Cortex,Solyc01g111890
Cortex,Solyc01g111990
Cortex,Solyc01g112060
Cortex,Solyc01g112070
Cortex,Solyc01g112140
Cortex,Solyc01g112180
Cortex,Solyc02g005140
Cortex,Solyc02g005180
Cortex,Solyc02g005320
Cortex,Solyc02g005423
Cortex,Solyc02g014030
Cortex,Solyc02g014150
Cortex,Solyc02g014360
Cortex,Solyc02g021060
Cortex,Solyc02g021590
Cortex,Solyc02g031840
Cortex,Solyc02g031980
Cortex,Solyc02g032200
Cortex,Solyc02g032560
Cortex,Solyc02g032660
Cortex,Solyc02g036470
Cortex,Solyc00g007150
Cortex,Solyc02g061950
Cortex,Solyc02g062140
Cortex,Solyc02g062280
Cortex,Solyc02g062300
Cortex,Solyc02g062640
Cortex,Solyc02g062710
Cortex,Solyc02g062950
Cortex,Solyc02g063150
Cortex,Solyc02g064590
Cortex,Solyc02g064595
Cortex,Solyc02g064800
Cortex,Solyc02g064802
Cortex,Solyc02g064940
Cortex,Solyc02g065170
Cortex,Solyc02g065190
Cortex,Solyc02g065300
Cortex,Solyc02g065685
Cortex,Solyc02g065720
Cortex,Solyc02g065770
Cortex,Solyc02g065780
Cortex,Solyc02g066940
Cortex,Solyc02g066960
Cortex,Solyc02g067090
Cortex,Solyc02g067210
Cortex,Solyc02g067285
Cortex,Solyc02g067520
Cortex,Solyc02g068000
Cortex,Solyc02g068070
Cortex,Solyc02g068075
Cortex,Solyc02g068310
Cortex,Solyc02g068380
Cortex,Solyc02g068820
Cortex,Solyc02g068825
Cortex,Solyc02g068830
Cortex,Solyc02g068863
Cortex,Solyc02g068910
Cortex,Solyc02g069207
Cortex,Solyc02g069290
Cortex,Solyc02g069460
Cortex,Solyc02g069670
Cortex,Solyc02g069820
Cortex,Solyc02g070080
Cortex,Solyc02g070580
Cortex,Solyc02g070845
Cortex,Solyc02g070855
Cortex,Solyc02g070890
Cortex,Solyc02g071010
Cortex,Solyc02g071140
Cortex,Solyc02g071250
Cortex,Solyc02g071285
Cortex,Solyc02g071600
Cortex,Solyc02g071700
Cortex,Solyc02g071830
Cortex,Solyc02g072230
Cortex,Solyc02g075615
Cortex,Solyc02g075625
Cortex,Solyc02g076820
Cortex,Solyc02g077020
Cortex,Solyc02g078010
Cortex,Solyc02g078150
Cortex,Solyc02g078380
Cortex,Solyc02g078490
Cortex,Solyc02g078600
Cortex,Solyc02g078660
Cortex,Solyc02g078750
Cortex,Solyc02g078800
Cortex,Solyc02g078810
Cortex,Solyc02g078860
Cortex,Solyc02g078950
Cortex,Solyc02g079200
Cortex,Solyc02g079273
Cortex,Solyc02g079740
Cortex,Solyc02g079830
Cortex,Solyc02g080430
Cortex,Solyc02g080790
Cortex,Solyc02g081050
Cortex,Solyc02g081270
Cortex,Solyc02g081290
Cortex,Solyc02g081530
Cortex,Solyc02g081600
Cortex,Solyc02g081610
Cortex,Solyc02g081620
Cortex,Solyc02g081650
Cortex,Solyc02g081860
Cortex,Solyc02g082080
Cortex,Solyc02g082270
Cortex,Solyc02g082360
Cortex,Solyc02g082440
Cortex,Solyc02g082550
Cortex,Solyc02g082613
Cortex,Solyc02g082770
Cortex,Solyc02g082850
Cortex,Solyc02g082940
Cortex,Solyc02g082960
Cortex,Solyc02g082970
Cortex,Solyc02g083200
Cortex,Solyc02g083220
Cortex,Solyc02g083280
Cortex,Solyc02g083410
Cortex,Solyc02g083700
Cortex,Solyc02g083740
Cortex,Solyc02g083810
Cortex,Solyc02g084400
Cortex,Solyc02g084440
Cortex,Solyc02g084630
Cortex,Solyc02g084850
Cortex,Solyc02g085220
Cortex,Solyc02g085300
Cortex,Solyc02g085310
Cortex,Solyc02g085315
Cortex,Solyc02g085420
Cortex,Solyc02g085470
Cortex,Solyc02g086130
Cortex,Solyc02g086150
Cortex,Solyc02g086180
Cortex,Solyc02g086440
Cortex,Solyc02g086460
Cortex,Solyc02g086467
Cortex,Solyc02g086630
Cortex,Solyc02g086645
Cortex,Solyc02g086730
Cortex,Solyc02g086740
Cortex,Solyc02g086750
Cortex,Solyc02g086770
Cortex,Solyc02g086780
Cortex,Solyc02g086970
Cortex,Solyc02g087030
Cortex,Solyc02g087360
Cortex,Solyc02g087430
Cortex,Solyc02g087600
Cortex,Solyc02g087890
Cortex,Solyc02g088117
Cortex,Solyc02g088290
Cortex,Solyc02g088350
Cortex,Solyc02g088540
Cortex,Solyc02g088560
Cortex,Solyc02g088595
Cortex,Solyc02g088820
Cortex,Solyc02g088940
Cortex,Solyc02g088945
Cortex,Solyc02g088950
Cortex,Solyc02g088952
Cortex,Solyc02g089010
Cortex,Solyc02g089090
Cortex,Solyc02g089250
Cortex,Solyc02g089330
Cortex,Solyc02g089490
Cortex,Solyc02g089493
Cortex,Solyc02g089520
Cortex,Solyc02g089530
Cortex,Solyc02g089540
Cortex,Solyc02g089690
Cortex,Solyc02g089750
Cortex,Solyc02g089930
Cortex,Solyc07g032640
Cortex,Solyc02g090040
Cortex,Solyc02g090260
Cortex,Solyc02g090267
Cortex,Solyc02g090450
Cortex,Solyc02g090470
Cortex,Solyc02g090900
Cortex,Solyc02g091030
Cortex,Solyc02g091270
Cortex,Solyc02g091450
Cortex,Solyc02g091560
Cortex,Solyc02g091590
Cortex,Solyc02g091750
Cortex,Solyc02g092140
Cortex,Solyc02g092310
Cortex,Solyc02g092353
Cortex,Solyc02g092517
Cortex,Solyc02g092523
Cortex,Solyc02g092570
Cortex,Solyc02g092620
Cortex,Solyc02g092670
Cortex,Solyc02g092710
Cortex,Solyc02g092720
Cortex,Solyc02g092750
Cortex,Solyc02g092770
Cortex,Solyc02g092790
Cortex,Solyc02g093070
Cortex,Solyc02g093130
Cortex,Solyc02g093140
Cortex,Solyc02g093197
Cortex,Solyc02g093320
Cortex,Solyc02g093800
Cortex,Solyc02g093975
Cortex,Solyc02g094190
Cortex,Solyc02g094330
Cortex,Solyc02g094420
Cortex,Solyc02g094751
Cortex,Solyc03g005000
Cortex,Solyc03g005010
Cortex,Solyc03g005670
Cortex,Solyc03g005760
Cortex,Solyc03g005820
Cortex,Solyc03g006410
Cortex,Solyc03g006500
Cortex,Solyc03g006880
Cortex,Solyc03g007140
Cortex,Solyc03g007500
Cortex,Solyc03g007550
Cortex,Solyc03g007560
Cortex,Solyc03g007690
Cortex,Solyc03g007870
Cortex,Solyc03g007940
Cortex,Solyc03g007930
Cortex,Solyc03g025390
Cortex,Solyc03g025500
Cortex,Solyc03g025530
Cortex,Solyc03g026200
Cortex,Solyc03g026260
Cortex,Solyc03g026320
Cortex,Solyc03g031430
Cortex,Solyc03g031530
Cortex,Solyc03g031660
Cortex,Solyc03g031680
Cortex,Solyc03g031940
Cortex,Solyc03g032010
Cortex,Solyc03g032140
Cortex,Solyc03g033350
Cortex,Solyc03g033360
Cortex,Solyc03g033500
Cortex,Solyc03g033850
Cortex,Solyc03g034201
Cortex,Solyc03g034220
Cortex,Solyc03g043620
Cortex,Solyc03g044150
Cortex,Solyc03g044273
Cortex,Solyc03g044625
Cortex,Solyc03g045110
Cortex,Solyc03g046270
Cortex,Solyc03g046570
Cortex,Solyc03g071590
Cortex,Solyc03g071650
Cortex,Solyc03g053000
Cortex,Solyc03g058340
Cortex,Solyc03g058930
Cortex,Solyc03g059050
Cortex,Solyc03g059150
Cortex,Solyc03g059180
Cortex,Solyc03g059360
Cortex,Solyc03g061655
Cortex,Solyc03g062890
Cortex,Solyc03g062930
Cortex,Solyc03g063040
Cortex,Solyc03g063480
Cortex,Solyc03g013340
Cortex,Solyc03g013240
Cortex,Solyc03g078000
Cortex,Solyc03g078100
Cortex,Solyc03g078210
Cortex,Solyc03g078570
Cortex,Solyc03g078580
Cortex,Solyc03g078640
Cortex,Solyc03g078690
Cortex,Solyc03g080140
Cortex,Solyc03g080150
Cortex,Solyc03g082380
Cortex,Solyc03g082367
Cortex,Solyc03g082450
Cortex,Solyc03g082550
Cortex,Solyc03g082720
Cortex,Solyc03g082740
Cortex,Solyc03g083020
Cortex,Solyc03g083130
Cortex,Solyc03g083140
Cortex,Solyc03g083170
Cortex,Solyc03g083320
Cortex,Solyc03g083400
Cortex,Solyc03g083615
Cortex,Solyc03g083843
Cortex,Solyc03g083910
Cortex,Solyc03g093350
Cortex,Solyc03g093380
Cortex,Solyc03g093390
Cortex,Solyc03g093630
Cortex,Solyc03g095370
Cortex,Solyc03g095610
Cortex,Solyc03g095690
Cortex,Solyc03g095810
Cortex,Solyc03g095820
Cortex,Solyc03g096290
Cortex,Solyc03g096420
Cortex,Solyc03g096430
Cortex,Solyc03g096540
Cortex,Solyc03g096550
Cortex,Solyc03g096640
Cortex,Solyc03g096670
Cortex,Solyc03g096770
Cortex,Solyc03g096870
Cortex,Solyc03g097000
Cortex,Solyc03g097460
Cortex,Solyc03g098320
Cortex,Solyc03g098660
Cortex,Solyc03g020080
Cortex,Solyc03g019790
Cortex,Solyc03g019670
Cortex,Solyc03g111120
Cortex,Solyc03g111350
Cortex,Solyc03g111780
Cortex,Solyc03g111785
Cortex,Solyc03g111793
Cortex,Solyc03g111973
Cortex,Solyc03g112390
Cortex,Solyc03g112540
Cortex,Solyc03g112720
Cortex,Solyc03g112760
Cortex,Solyc03g113030
Cortex,Solyc03g113240
Cortex,Solyc03g113770
Cortex,Solyc03g113820
Cortex,Solyc03g113920
Cortex,Solyc03g114310
Cortex,Solyc03g114740
Cortex,Solyc03g114750
Cortex,Solyc03g115000
Cortex,Solyc03g115180
Cortex,Solyc03g115550
Cortex,Solyc03g115730
Cortex,Solyc03g115870
Cortex,Solyc03g116067
Cortex,Solyc03g116460
Cortex,Solyc03g116560
Cortex,Solyc03g116590
Cortex,Solyc03g116640
Cortex,Solyc03g117010
Cortex,Solyc03g117090
Cortex,Solyc03g117370
Cortex,Solyc03g117520
Cortex,Solyc03g117570
Cortex,Solyc03g117680
Cortex,Solyc03g117690
Cortex,Solyc03g117850
Cortex,Solyc03g117960
Cortex,Solyc03g118240
Cortex,Solyc03g118570
Cortex,Solyc03g118750
Cortex,Solyc03g118755
Cortex,Solyc03g118890
Cortex,Solyc03g119080
Cortex,Solyc03g119640
Cortex,Solyc03g119690
Cortex,Solyc03g120130
Cortex,Solyc03g120330
Cortex,Solyc03g120440
Cortex,Solyc03g120640
Cortex,Solyc03g120680
Cortex,Solyc03g120760
Cortex,Solyc03g120870
Cortex,Solyc03g121010
Cortex,Solyc03g121090
Cortex,Solyc03g121250
Cortex,Solyc03g121660
Cortex,Solyc03g121720
Cortex,Solyc03g123400
Cortex,Solyc03g123580
Cortex,Solyc03g123670
Cortex,Solyc03g123710
Cortex,Solyc03g124030
Cortex,Solyc04g005120
Cortex,Solyc04g005170
Cortex,Solyc04g005200
Cortex,Solyc04g005210
Cortex,Solyc04g005290
Cortex,Solyc04g005420
Cortex,Solyc04g005540
Cortex,Solyc04g005830
Cortex,Solyc04g007150
Cortex,Solyc04g007160
Cortex,Solyc04g007400
Cortex,Solyc04g007690
Cortex,Solyc04g007705
Cortex,Solyc04g007760
Cortex,Solyc04g008140
Cortex,Solyc04g008230
Cortex,Solyc04g008330
Cortex,Solyc04g008390
Cortex,Solyc04g008570
Cortex,Solyc04g008615
Cortex,Solyc04g008870
Cortex,Solyc04g009220
Cortex,Solyc04g009430
Cortex,Solyc04g009540
Cortex,Solyc04g009790
Cortex,Solyc04g009840
Cortex,Solyc04g011385
Cortex,Solyc04g011465
Cortex,Solyc04g011750
Cortex,Solyc04g012080
Cortex,Solyc04g014220
Cortex,Solyc04g014500
Cortex,Solyc04g014600
Cortex,Solyc04g014910
Cortex,Solyc04g014970
Cortex,Solyc04g015660
Cortex,Solyc04g015750
Cortex,Solyc04g016000
Cortex,Solyc04g016010
Cortex,Solyc04g016050
Cortex,Solyc04g016070
Cortex,Solyc04g016230
Cortex,Solyc04g016590
Cortex,Solyc04g018100
Cortex,Solyc04g018110
Cortex,Solyc04g040160
Cortex,Solyc04g039960
Cortex,Solyc04g039980
Cortex,Solyc04g039730
Cortex,Solyc04g028570
Cortex,Solyc04g026223
Cortex,Solyc04g026030
Cortex,Solyc04g025715
Cortex,Solyc04g025290
Cortex,Solyc04g045475
Cortex,Solyc04g045560
Cortex,Solyc04g045600
Cortex,Solyc04g050170
Cortex,Solyc04g050417
Cortex,Solyc04g050470
Cortex,Solyc04g050760
Cortex,Solyc04g051270
Cortex,Solyc04g051870
Cortex,Solyc04g053130
Cortex,Solyc04g054270
Cortex,Solyc04g054290
Cortex,Solyc04g054475
Cortex,Solyc04g055250
Cortex,Solyc04g056340
Cortex,Solyc04g056560
Cortex,Solyc04g056650
Cortex,Solyc04g057990
Cortex,Solyc04g063245
Cortex,Solyc04g064590
Cortex,Solyc04g064750
Cortex,Solyc04g064930
Cortex,Solyc04g064940
Cortex,Solyc04g071030
Cortex,Solyc04g071150
Cortex,Solyc04g071540
Cortex,Solyc04g071590
Cortex,Solyc04g071610
Cortex,Solyc04g071620
Cortex,Solyc04g071615
Cortex,Solyc04g072810
Cortex,Solyc04g072850
Cortex,Solyc04g072920
Cortex,Solyc04g074110
Cortex,Solyc04g074130
Cortex,Solyc04g074145
Cortex,Solyc04g074380
Cortex,Solyc04g074700
Cortex,Solyc04g074810
Cortex,Solyc04g074850
Cortex,Solyc04g074880
Cortex,Solyc04g074900
Cortex,Solyc04g076010
Cortex,Solyc04g076080
Cortex,Solyc04g076190
Cortex,Solyc04g076280
Cortex,Solyc04g076340
Cortex,Solyc04g076350
Cortex,Solyc04g076460
Cortex,Solyc04g076800
Cortex,Solyc04g077030
Cortex,Solyc04g077100
Cortex,Solyc04g077210
Cortex,Solyc04g077290
Cortex,Solyc04g077770
Cortex,Solyc04g077950
Cortex,Solyc04g078690
Cortex,Solyc04g078770
Cortex,Solyc04g079750
Cortex,Solyc04g079790
Cortex,Solyc04g080220
Cortex,Solyc04g080250
Cortex,Solyc04g080270
Cortex,Solyc04g080280
Cortex,Solyc04g080390
Cortex,Solyc04g080790
Cortex,Solyc04g080900
Cortex,Solyc04g081170
Cortex,Solyc04g081330
Cortex,Solyc04g081630
Cortex,Solyc04g081730
Cortex,Solyc04g081870
Cortex,Solyc04g082010
Cortex,Solyc04g082140
Cortex,Solyc04g082170
Cortex,Solyc04g082210
Cortex,Solyc04g082510
Cortex,Solyc04g082565
Cortex,Solyc04g082610
Cortex,Solyc05g005000
Cortex,Solyc05g005080
Cortex,Solyc05g005140
Cortex,Solyc05g005170
Cortex,Solyc05g005620
Cortex,Solyc05g005680
Cortex,Solyc05g005840
Cortex,Solyc05g005873
Cortex,Solyc05g005940
Cortex,Solyc05g005960
Cortex,Solyc05g006340
Cortex,Solyc05g006530
Cortex,Solyc05g006670
Cortex,Solyc05g006750
Cortex,Solyc05g006810
Cortex,Solyc05g006960
Cortex,Solyc05g007020
Cortex,Solyc05g007170
Cortex,Solyc05g007180
Cortex,Solyc05g007280
Cortex,Solyc05g007470
Cortex,Solyc05g007810
Cortex,Solyc05g007980
Cortex,Solyc05g008100
Cortex,Solyc05g008350
Cortex,Solyc05g008540
Cortex,Solyc05g008580
Cortex,Solyc05g009070
Cortex,Solyc05g009170
Cortex,Solyc05g009540
Cortex,Solyc05g009710
Cortex,Solyc05g010180
Cortex,Solyc05g010270
Cortex,Solyc05g010780
Cortex,Solyc05g011810
Cortex,Solyc05g011890
Cortex,Solyc05g011940
Cortex,Solyc05g011960
Cortex,Solyc05g011970
Cortex,Solyc05g012200
Cortex,Solyc05g012210
Cortex,Solyc05g012230
Cortex,Solyc05g012370
Cortex,Solyc05g012500
Cortex,Solyc05g012580
Cortex,Solyc05g012690
Cortex,Solyc05g012700
Cortex,Solyc05g012720
Cortex,Solyc05g012900
Cortex,Solyc05g013060
Cortex,Solyc05g013115
Cortex,Solyc05g013150
Cortex,Solyc05g013160
Cortex,Solyc05g013250
Cortex,Solyc05g013300
Cortex,Solyc05g013320
Cortex,Solyc05g013400
Cortex,Solyc05g013920
Cortex,Solyc05g014000
Cortex,Solyc05g014080
Cortex,Solyc05g014085
Cortex,Solyc05g014100
Cortex,Solyc05g014110
Cortex,Solyc05g014210
Cortex,Solyc05g014280
Cortex,Solyc05g014310
Cortex,Solyc05g014633
Cortex,Solyc05g014765
Cortex,Solyc05g015650
Cortex,Solyc05g015720
Cortex,Solyc05g017990
Cortex,Solyc05g018235
Cortex,Solyc05g018640
Cortex,Solyc05g021163
Cortex,Solyc05g021180
Cortex,Solyc05g021535
Cortex,Solyc05g024245
Cortex,Solyc05g024260
Cortex,Solyc05g025590
Cortex,Solyc05g025905
Cortex,Solyc05g026045
Cortex,Solyc05g026080
Cortex,Solyc05g026140
Cortex,Solyc05g026227
Cortex,Solyc05g032670
Cortex,Solyc05g041530
Cortex,Solyc05g041540
Cortex,Solyc05g041860
Cortex,Solyc05g044615
Cortex,Solyc05g044630
Cortex,Solyc05g045650
Cortex,Solyc05g047390
Cortex,Solyc05g047580
Cortex,Solyc05g048810
Cortex,Solyc05g049940
Cortex,Solyc05g050130
Cortex,Solyc05g050330
Cortex,Solyc05g050500
Cortex,Solyc05g050530
Cortex,Solyc05g051220
Cortex,Solyc05g051230
Cortex,Solyc05g051510
Cortex,Solyc05g051650
Cortex,Solyc05g051780
Cortex,Solyc05g052030
Cortex,Solyc05g052240
Cortex,Solyc05g052260
Cortex,Solyc05g052300
Cortex,Solyc05g052490
Cortex,Solyc05g052950
Cortex,Solyc05g053170
Cortex,Solyc05g053570
Cortex,Solyc05g053950
Cortex,Solyc05g053965
Cortex,Solyc05g054230
Cortex,Solyc05g054860
Cortex,Solyc05g055650
Cortex,Solyc05g055840
Cortex,Solyc05g055845
Cortex,Solyc05g055910
Cortex,Solyc05g055990
Cortex,Solyc05g056040
Cortex,Solyc05g056200
Cortex,Solyc05g056320
Cortex,Solyc05g056470
Cortex,Solyc06g005070
Cortex,Solyc06g005520
Cortex,Solyc06g005640
Cortex,Solyc06g005755
Cortex,Solyc06g005910
Cortex,Solyc06g007170
Cortex,Solyc06g007190
Cortex,Solyc06g007210
Cortex,Solyc06g007350
Cortex,Solyc06g007760
Cortex,Solyc06g007940
Cortex,Solyc06g008020
Cortex,Solyc06g008120
Cortex,Solyc06g008450
Cortex,Solyc06g008620
Cortex,Solyc06g008710
Cortex,Solyc06g008720
Cortex,Solyc06g008800
Cortex,Solyc06g008803
Cortex,Solyc06g008810
Cortex,Solyc06g008840
Cortex,Solyc06g009190
Cortex,Solyc06g009370
Cortex,Solyc06g009640
Cortex,Solyc06g010240
Cortex,Solyc06g010260
Cortex,Solyc06g011490
Cortex,Solyc06g011550
Cortex,Solyc06g011540
Cortex,Solyc06g024380
Cortex,Solyc06g024230
