"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id"
"Solyc04g078970.2",155.427000295734,-1.36036915213724,0.204104790332254,4.77079939835955e-12,9.42092563546648e-10,"Solyc04g078970.2"
"Solyc12g005980.2",662.704984909353,-1.17585339806367,0.177650665537789,4.985848530318e-12,9.74999622307428e-10,"Solyc12g005980.2"
"Solyc07g020790.3",116.666983887124,-1.5558573255606,0.234831676357983,5.39987341665556e-12,1.04581009959881e-09,"Solyc07g020790.3"
"Solyc01g103990.3",2065.10668823802,-1.46249317429686,0.220268903097671,5.48429471736774e-12,1.04779839173711e-09,"Solyc01g103990.3"
"Solyc12g096960.2",1169.75064415242,1.78465102038,0.272580173911575,5.51418079257936e-12,1.04779839173711e-09,"Solyc12g096960.2"
"Solyc05g051583.1",35.0186373144973,1.68690432661521,0.258315978260779,7.86284479422482e-12,1.45296715454382e-09,"Solyc05g051583.1"
"Solyc01g098840.3",379.809271282372,1.0454789185759,0.161486046460574,8.23912685342091e-12,1.49506750523968e-09,"Solyc01g098840.3"
"Solyc09g018280.1",428.516350363215,-1.42795482815861,0.218255956079208,1.06081170191518e-11,1.90775618749782e-09,"Solyc09g018280.1"
"Solyc01g081320.3",271.498124753835,-1.2958061322631,0.199128934254467,1.28584608783263e-11,2.2718870088706e-09,"Solyc01g081320.3"
"Solyc04g079080.2",37.5403889803893,-1.54164349385294,0.238414954593602,1.56601187580936e-11,2.74283575674366e-09,"Solyc04g079080.2"
"Solyc02g090200.3",81.9074755383463,1.20226039382344,0.18663232476611,1.67802670401897e-11,2.91369085106466e-09,"Solyc02g090200.3"
"Solyc06g069400.3",30.6194952525848,1.39433304584375,0.215885874138999,1.8428486286009e-11,3.17253479292985e-09,"Solyc06g069400.3"
"Solyc01g087850.2",606.001585723375,3.18199243705323,0.554147162178992,2.01153907857447e-11,3.40474118660899e-09,"Solyc01g087850.2"
"Solyc08g078510.3",2842.51054363993,-1.02262413470808,0.161789558899677,2.00921776529469e-11,3.40474118660899e-09,"Solyc08g078510.3"
"Solyc04g072895.1",165.00592002948,-1.65718613477709,0.259374785148282,2.099838860905e-11,3.52457952802904e-09,"Solyc04g072895.1"
"Solyc02g072000.3",272.934524279202,-1.13668288843082,0.178648303828841,2.32907270995343e-11,3.87703987800678e-09,"Solyc02g072000.3"
"Solyc09g008640.1",52.3242755269707,-1.8338463215208,0.291463182919092,2.51923113417641e-11,4.15920930365421e-09,"Solyc09g008640.1"
"Solyc04g080790.3",155.503742703245,-1.38843236881177,0.216810728483862,2.61675456568432e-11,4.26849696211068e-09,"Solyc04g080790.3"
"Solyc08g068390.3",417.796884782464,1.85891736474867,0.296291506388974,2.62781066081682e-11,4.26849696211068e-09,"Solyc08g068390.3"
"Solyc06g008760.1",951.353738113978,-2.20808796073377,0.362775915846895,2.807202150231e-11,4.50638293725155e-09,"Solyc06g008760.1"
"Solyc08g029000.3",1693.53694293619,2.50784490370504,0.422762290220874,2.84137937161626e-11,4.50638293725155e-09,"Solyc08g029000.3"
"Solyc12g042110.2",41.7269910724307,-1.71675976450483,0.271566447001884,2.82783574072185e-11,4.50638293725155e-09,"Solyc12g042110.2"
"Solyc01g067280.3",183.122395343416,-1.03435182773258,0.165028299723013,2.9410357362275e-11,4.62799545305424e-09,"Solyc01g067280.3"
"Solyc00g013170.1",19.3193374944696,-2.80414930225589,0.483991672357498,3.03445052567597e-11,4.73797693706709e-09,"Solyc00g013170.1"
"Solyc03g097320.3",43.8248850969549,-1.57880357696063,0.248648673978512,3.12986310509831e-11,4.84936174329924e-09,"Solyc03g097320.3"
"Solyc05g006830.3",947.94375816118,-2.37813271389064,0.398492926098097,3.37618465917888e-11,5.19107720650237e-09,"Solyc05g006830.3"
"Solyc08g080140.3",495.921648064964,1.35412288911411,0.212941866756799,3.45402197045104e-11,5.27052352491098e-09,"Solyc08g080140.3"
"Solyc10g055680.1",436.219497509448,-1.10995541266961,0.176770022739627,3.61560001729605e-11,5.47559515401331e-09,"Solyc10g055680.1"
"Solyc08g066810.3",89.1196303380955,-1.69425688654327,0.270133532120242,4.08204948187283e-11,6.04563534293254e-09,"Solyc08g066810.3"
"Solyc02g071820.3",2332.73910462207,2.51573317505457,0.429992898963094,4.53715363905293e-11,6.67060938670103e-09,"Solyc02g071820.3"
"Solyc09g005730.3",45.6216717365172,2.55538480685593,0.438447762686464,4.63591870027819e-11,6.76642568557995e-09,"Solyc09g005730.3"
"Solyc01g006720.3",422.077172329892,-1.72000367525506,0.276301261357971,5.16041095596281e-11,7.42435696250021e-09,"Solyc01g006720.3"
"Solyc03g006250.3",533.471178107274,1.757454061962,0.284349194299462,6.21479184423233e-11,8.87789626429273e-09,"Solyc03g006250.3"
"Solyc07g005210.3",331.871051354054,-1.47909600595587,0.23631420359621,6.26302840302713e-11,8.88379704885721e-09,"Solyc07g005210.3"
"Solyc01g097650.3",343.735894927404,-1.75925250785264,0.284993366988064,6.48820072938097e-11,9.13883490148192e-09,"Solyc01g097650.3"
"Solyc04g076340.3",138.644344922016,-1.48988050177756,0.23881276999874,7.04011797514757e-11,9.84736501773767e-09,"Solyc04g076340.3"
"Solyc02g088345.1",465.905852883905,2.26771469930291,0.384339176698425,7.21068897869825e-11,1.00163929247545e-08,"Solyc02g088345.1"
"Solyc01g109140.3",1391.40277849697,2.67993872585236,0.471538402619558,7.81886824578675e-11,1.07289999392198e-08,"Solyc01g109140.3"
"Solyc09g089670.3",219.669700503057,1.13956285190873,0.184739749943236,7.8687616486615e-11,1.07289999392198e-08,"Solyc09g089670.3"
"Solyc11g056330.1",73.6280741627849,-2.48877387260734,0.431905990992332,8.2903605248292e-11,1.12070095094705e-08,"Solyc11g056330.1"
"Solyc02g068300.3",191.371546751326,1.85920515153011,0.305759002677802,8.76080681236394e-11,1.17640113876423e-08,"Solyc02g068300.3"
"Solyc01g096670.3",118.938419998474,2.16104782547877,0.364827628687332,8.86578820994298e-11,1.18261394784551e-08,"Solyc01g096670.3"
"Solyc02g085910.3",113.624470472058,3.18296674363061,0.581591182690141,9.29296415507148e-11,1.22339139876765e-08,"Solyc02g085910.3"
"Solyc09g011570.3",500.319876486176,1.05049145859393,0.172880940715214,1.01990039573781e-10,1.33395024486694e-08,"Solyc09g011570.3"
"Solyc11g012850.2",234.43656655725,-1.01971607468517,0.168586155031342,1.07389385189498e-10,1.38737750340588e-08,"Solyc11g012850.2"
"Solyc09g007860.3",62.5366874951802,-1.58379204630224,0.258080782326269,1.17126582152783e-10,1.50088266632317e-08,"Solyc09g007860.3"
"Solyc01g109690.1",4.06445398749722,-3.22580417170059,0.595770611449072,1.19661112064959e-10,1.51585793661158e-08,"Solyc01g109690.1"
"Solyc05g013810.3",156.373141151196,1.03944210635442,0.172032452739316,1.20428202135921e-10,1.51604052963858e-08,"Solyc05g013810.3"
"Solyc04g074480.3",4107.39024992866,1.89447580378938,0.316009967863009,1.33259628137213e-10,1.65686137650601e-08,"Solyc04g074480.3"
"Solyc06g009370.3",115.43996781352,-1.40249861465347,0.228736410788392,1.42359839252695e-10,1.75914839400477e-08,"Solyc06g009370.3"
"Solyc03g005210.3",122.689818514412,-2.95967762004605,0.542664389411263,1.54276300530271e-10,1.88329287592771e-08,"Solyc03g005210.3"
"Solyc11g008250.2",651.757885346437,-1.93871305806986,0.326225066810064,1.59889847287999e-10,1.94006102655112e-08,"Solyc11g008250.2"
"Solyc01g079300.3",137.243057565461,-2.94636259923097,0.541681154335171,1.71920013302355e-10,2.03715959378035e-08,"Solyc01g079300.3"
"Solyc04g015200.3",157.224906922635,-1.31891543719745,0.216314574030622,1.70164523931957e-10,2.03715959378035e-08,"Solyc04g015200.3"
"Solyc10g018510.2",14.0279636681083,-3.37166280952112,0.635431550975313,1.72130140307788e-10,2.03715959378035e-08,"Solyc10g018510.2"
"Solyc02g093410.3",222.351598455679,1.11666366865145,0.185511550163369,1.80761604226238e-10,2.116802460654e-08,"Solyc02g093410.3"
"Solyc09g072580.3",518.612290731103,-1.65022054660508,0.273508637248574,1.94881957448945e-10,2.26896669765124e-08,"Solyc09g072580.3"
"Solyc10g086620.2",21.4095126887677,2.19909364733314,0.381377018562317,1.99447909815103e-10,2.30878149396311e-08,"Solyc10g086620.2"
"Solyc06g067980.3",260.414279580592,-3.35947592097629,0.63817456979295,2.18907875439289e-10,2.51956710119895e-08,"Solyc06g067980.3"
"Solyc04g081900.3",817.235649022116,-1.75561279835641,0.294093369862316,2.26329064522093e-10,2.59018182818409e-08,"Solyc04g081900.3"
"Solyc09g072860.2",124.421522221611,-1.65538630815046,0.275747673818811,2.31408163757803e-10,2.63334646011845e-08,"Solyc09g072860.2"
"Solyc06g051930.3",850.8519594325,-1.14870338552901,0.191941163313404,2.44492334597449e-10,2.76660932778754e-08,"Solyc06g051930.3"
"Solyc12g013690.2",410.684839723867,1.19533161875011,0.19968272469293,2.72815983941471e-10,3.06986566958051e-08,"Solyc12g013690.2"
"Solyc07g052203.1",29.4558327066216,2.78887498041438,0.515117978783146,2.77859647464913e-10,3.10924945513238e-08,"Solyc07g052203.1"
"Solyc12g056700.2",6.71200255743204,2.92589651359653,0.546324461056587,2.843635067031e-10,3.1470603033043e-08,"Solyc12g056700.2"
"Solyc02g081170.3",1299.104240613,-1.13617568500433,0.190906747362119,2.8701894057089e-10,3.15909043769337e-08,"Solyc02g081170.3"
"Solyc03g007410.3",11.6035906919758,2.28659455139133,0.405148944917135,3.06613955766296e-10,3.35642298752431e-08,"Solyc03g007410.3"
"Solyc07g054780.1",169.317511779378,2.96044038323555,0.5558077319309,3.10955215538433e-10,3.38554591966222e-08,"Solyc07g054780.1"
"Solyc11g042630.2",33.3563545650168,-2.06755888350393,0.359170237536103,3.22230861524968e-10,3.46628539001458e-08,"Solyc11g042630.2"
"Solyc12g010570.1",104.360393279052,1.78639755833093,0.302914047335188,3.21941940238233e-10,3.46628539001458e-08,"Solyc12g010570.1"
"Solyc12g013650.2",272.362633621072,-1.90708575610035,0.32655157987485,3.23533737127763e-10,3.46628539001458e-08,"Solyc12g013650.2"
"Solyc04g007800.3",1072.19333243699,-1.93373297275397,0.332116661243413,3.31634307524231e-10,3.53427419161537e-08,"Solyc04g007800.3"
"Solyc01g081310.3",956.491454127585,-1.19895134724958,0.201396247340969,3.34025532710673e-10,3.54102225255704e-08,"Solyc01g081310.3"
"Solyc04g080540.2",297.409550455699,2.90201766148798,0.544763165894816,3.49131044705758e-10,3.68177879710124e-08,"Solyc04g080540.2"
"Solyc03g097370.3",794.329610479705,-1.45001746706758,0.242702115036441,3.59558876407262e-10,3.77199733780994e-08,"Solyc03g097370.3"
"Solyc02g086970.3",1157.51272814724,-1.95577541729902,0.338041541268837,3.85047028974634e-10,4.01845453762025e-08,"Solyc02g086970.3"
"Solyc10g006970.3",477.290056274453,-1.55452072003421,0.261695309917231,3.98940884203374e-10,4.14199344825998e-08,"Solyc10g006970.3"
"Solyc10g075010.1",8.99765619690855,2.07050383126897,0.362720968203915,4.22282679124013e-10,4.33960087903871e-08,"Solyc10g075010.1"
"Solyc05g047580.3",17.3127866197956,3.57036330761962,0.70409336974513,4.37205062472478e-10,4.45974114497409e-08,"Solyc05g047580.3"
"Solyc10g085620.2",376.938523356592,-2.01952872353303,0.352477063699927,4.38401721132395e-10,4.45974114497409e-08,"Solyc10g085620.2"
"Solyc01g068060.3",174.330632512274,-1.05329357861454,0.180635495340272,4.43227983820072e-10,4.48617992467532e-08,"Solyc01g068060.3"
"Solyc08g007130.3",1136.84580773819,-3.19017012100809,0.615953709114936,4.47782664700006e-10,4.50961921619376e-08,"Solyc08g007130.3"
"Solyc11g065740.2",264.958867044496,-1.24742191286744,0.212310525153698,5.77093410096437e-10,5.69794875792276e-08,"Solyc11g065740.2"
"Solyc12g099430.2",208.870931994896,-1.70149641809536,0.292066112964468,5.99954418010953e-10,5.8947716524764e-08,"Solyc12g099430.2"
"Solyc01g090790.3",781.398668431058,-1.35478254325577,0.230161662512907,6.055971035439e-10,5.92132857261225e-08,"Solyc01g090790.3"
"Solyc04g007350.3",76.4223869995642,1.19186433263554,0.20437015592534,6.65474876627021e-10,6.44422834856801e-08,"Solyc04g007350.3"
"Solyc04g051800.3",3062.77003230698,-1.12872299245866,0.195067211427899,7.33314429260046e-10,7.03353296864565e-08,"Solyc04g051800.3"
"Solyc12g006050.2",408.085366000215,-3.0970442825871,0.605279047282697,7.30716770768539e-10,7.03353296864565e-08,"Solyc12g006050.2"
"Solyc11g020040.2",110.330671104234,-1.29083660193899,0.221154991053429,7.65918844019674e-10,7.31143950532904e-08,"Solyc11g020040.2"
"Solyc08g036520.2",42.794002622062,-2.61667075249315,0.4934638869474,7.84876587080473e-10,7.45706802687494e-08,"Solyc08g036520.2"
"Solyc07g066360.1",50.6852165538769,-2.61714557637561,0.494209698674339,8.14414096669375e-10,7.70137499301153e-08,"Solyc07g066360.1"
"Solyc11g072930.2",118.746427065335,2.6272874883557,0.496985148684207,8.33320061985431e-10,7.80685241326072e-08,"Solyc11g072930.2"
"Solyc07g008620.1",564.438687468261,1.52723507175669,0.26313019874188,9.11043697726751e-10,8.44990790763265e-08,"Solyc07g008620.1"
"Solyc08g006080.1",38.1501863479894,1.41234268961097,0.242830139799099,9.14546680500406e-10,8.44990790763265e-08,"Solyc08g006080.1"
"Solyc11g066080.1",204.91557542373,-1.13374281676477,0.197145435183181,9.11300139641444e-10,8.44990790763265e-08,"Solyc11g066080.1"
"Solyc02g032100.3",179.761853155265,-1.77729801285814,0.311136056176669,9.66278394781205e-10,8.85020405024079e-08,"Solyc02g032100.3"
"Solyc03g113940.3",219.775811824213,1.93872090541793,0.34408708391853,9.6665916545178e-10,8.85020405024079e-08,"Solyc03g113940.3"
"Solyc00g009140.3",84.4681383358268,-1.3965819067012,0.240652050062528,9.85130202677009e-10,8.97850341281462e-08,"Solyc00g009140.3"
"Solyc03g006360.3",92.6834964275922,2.03354186000122,0.364656500117354,1.00443169899523e-09,9.07231537271836e-08,"Solyc03g006360.3"
"Solyc04g007340.3",112.301560745873,1.23278843309555,0.21357719657294,1.01757484044238e-09,9.14999662329925e-08,"Solyc04g007340.3"
"Solyc04g082940.3",28.1560822025542,-2.07781303642516,0.374605119646361,1.03458728185628e-09,9.26162534717742e-08,"Solyc04g082940.3"
"Solyc04g040130.1",1059.50723877481,2.89729428934131,0.565924176940097,1.06766117071983e-09,9.51541207992866e-08,"Solyc04g040130.1"
"Solyc07g053010.2",483.846985054199,-1.41181163296933,0.243937918187487,1.07688335326282e-09,9.55532356890737e-08,"Solyc07g053010.2"
"Solyc02g086960.2",6.33164605268355,-3.43560051112418,0.699623249426601,1.17746390499617e-09,1.0401964023874e-07,"Solyc02g086960.2"
"Solyc07g062740.3",58.0750096122439,-1.77369593522974,0.312378478199715,1.18473059078128e-09,1.04204557028457e-07,"Solyc07g062740.3"
"Solyc11g020610.2",97.8142621395425,1.38925572119847,0.241076827923788,1.24060156404212e-09,1.08644333491027e-07,"Solyc11g020610.2"
