"","VEG-05-Flt-SN05-Leaf-Red","VEG-05-Flt-SN010-Leaf-Blue","VEG-05-Flt-SN01-Leaf-Red","VEG-05-Flt-SN012-Leaf-Blue","VEG-05-Flt-SN03-Leaf-Red","VEG-05-Flt-SN04-Leaf-Red","VEG-05-Flt-SN06-Leaf-Red","VEG-05-Flt-SN07-Leaf-Blue","VEG-05-Gnd-SN01-Leaf-Red","VEG-05-Flt-SN08-Leaf-Blue","VEG-05-Gnd-SN02-Leaf-Red","VEG-05-Gnd-SN03-Leaf-Red","VEG-05-Gnd-SN04-Leaf-Red","VEG-05-Gnd-SN06-Leaf-Red","VEG-05-Gnd-SN07-Leaf-Blue","VEG-05-Gnd-SN08-Leaf-Blue","VEG-05-Gnd-SN05-Leaf-Red","VEG-05-Gnd-SN09-Leaf-Blue","VEG-05-Gnd-SN10-Leaf-Blue","VEG-05-Gnd-SN11-Leaf-Blue","VEG-05-Gnd-SN12-Leaf-Blue"
"ENSRNA050029593",3.89436051032036,3.51403358110168,4.49261627011932,4.17828338433364,4.13327312164384,4.06047465488513,4.86956499644285,3.9448720518629,3.51403358110168,4.5058032123668,3.8722146398212,3.87893400466567,4.31120872632481,5.04304552721833,4.43653500514004,5.02129045652441,4.48234979474865,4.8554529540398,5.92958184160457,4.28981770774843,4.60317870788786
"ENSRNA050029646",6.05501198996977,5.19827027409394,6.02432585873491,6.95578981676885,6.47266080491244,6.70550249842973,6.35581378894744,5.81802257397477,6.31756516703222,7.53296053998709,5.73400335008727,5.14960984699055,6.49816799433723,9.57753886003842,9.13563407515835,8.75261672149097,7.64513336128077,6.99627396416424,10.5786869579981,7.78717330256412,7.84776599267498
"ENSRNA050029649",8.3129949920147,7.56634421190995,8.11831302618229,9.31750570066567,8.7134717984833,9.08091500786006,9.23826167404385,8.15531077497422,8.84174543320461,9.45007170103251,8.73034364096755,8.33807532771735,9.40446488841387,12.0036193116535,11.4916802836378,11.4258401029222,10.7624394918799,9.72649139960454,11.96779924654,9.54961199966947,10.084018812046
"ENSRNA050029653",9.8373558979384,8.81275430290204,10.3008835290254,11.7575651525193,10.9859941442439,11.0491980521687,10.9609469355855,9.88862910597593,9.84853174763056,11.7454000252568,9.28714285095152,8.42730331263459,10.9566888229335,14.091093893493,13.7931792209094,13.505787323902,12.2315708655022,10.8141775798069,15.0056601990983,11.59240046138,11.9334709232243
"ENSRNA050029658",4.50865425218568,4.47001518049715,4.84438215154128,5.34704597301929,4.32884739290611,5.0768476885851,4.86341700901465,4.69936305761172,5.34312137245409,4.50909472931531,4.45730868481603,4.51787377815543,4.68779864341495,5.1646714720285,5.16569299773047,5.76246912741459,5.14869595234758,4.99253470573059,4.81707409809618,4.27945392233091,4.35682518677434
"ENSRNA050029699",4.12680536358818,3.90824585931115,4.30093037954065,4.12291117708514,4.38763430012713,3.51403358110168,3.51403358110168,4.11400291255671,5.37833292969238,3.51403358110168,3.94075967899525,4.12846311869855,3.93197225346767,4.20595583875471,3.51403358110168,3.51403358110168,4.2643012318316,3.51403358110168,3.51403358110168,3.51403358110168,3.98997719455073
"ENSRNA050029701",4.49385389588084,4.46517333747421,4.30380548583112,3.95091465640318,4.39199420397315,4.43079329651687,4.55882649227606,3.93937230490041,4.32085068988051,4.10020936013467,3.93952155306163,4.06039199162584,3.93298039793685,3.51403358110168,4.15243598757078,3.51403358110168,4.11152536717846,3.51403358110168,3.51403358110168,3.51403358110168,3.51403358110168
"ENSRNA050029732",13.0764773656357,12.8497001613766,13.9720199318257,14.7979086358915,14.0659956372261,14.0065310044753,14.9713716433407,13.2527344043759,13.9948756449673,14.5174831056765,13.7319814833761,13.8391004504108,14.0075736123535,16.9770423285982,16.2902419522407,16.7902107543816,15.1778895577339,14.5088124464498,17.1243198905871,15.0184073445142,14.9100729854269
"ENSRNA050029735",11.05116912056,9.78626317137524,11.3109040927744,12.7333076629472,12.0946371862669,12.1251519493794,12.0453504719763,11.1701867834066,11.1533712289021,13.0218286798508,10.4544984309062,9.47713335594027,12.1641120195974,15.1872641502039,14.8729284468273,14.6920238146767,13.3585218245216,11.8972491597712,16.0095669388579,12.9893497973789,13.1083980704242
"ENSRNA050029737",8.83824394946319,8.6302201280124,9.82858635529635,10.56103859983,9.93496602123213,10.2853878680169,10.3038878211792,9.30537352252028,9.83110805993714,10.9541297565873,9.63751838897879,9.75756768825048,10.320654165225,12.9750423859425,11.5084016962486,12.2849131970128,11.8603142273646,10.351474036481,13.0224890340372,10.7931930367627,10.7386005423088
