"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","gene_set"
"GO:0009073","aromatic amino acid family biosynthetic process","5/773","8/6939",0.625,5.61044631306598,4.61950187562936,0.000710882661642717,0.0842395954046619,0.0785712415499845,"543977/544153/544152/101243843/544154",5,"leaf_int_pos"
"GO:0009408","response to heat","8/643","14/6939",0.571428571428571,6.16662963785825,6.18374730957699,9.43768816592184e-06,0.00219898134265979,0.00203655376211998,"101262751/101262659/101252869/101259708/543846/101258610/101249164/778327",8,"leaf_int_neg"
"GO:0009873","ethylene-activated signaling pathway","13/643","39/6939",0.333333333333333,3.59720062208398,5.1976081040844,2.75424910724342e-05,0.00320870020993859,0.00297168982623632,"101267746/101247461/543867/101267589/101266612/101266802/101261693/101263899/101251084/101263697/101055565/101245906/543712",13,"leaf_int_neg"
"GO:0010411","xyloglucan metabolic process","8/643","26/6939",0.307692307692308,3.32049288192368,3.78812159208636,0.00179515375340831,0.0683704717675716,0.0633202923530706,"101256456/543637/101253894/778213/543511/101254707/101257347/543619",8,"leaf_int_neg"
"GO:0009909","regulation of flower development","5/643","11/6939",0.454545454545455,4.90527357556907,4.14222933953457,0.00193393369023082,0.0683704717675716,0.0633202923530706,"101264977/101254368/101245415/778253/101256897",5,"leaf_int_neg"
"GO:0016036","cellular response to phosphate starvation","4/643","7/6939",0.571428571428571,6.16662963785825,4.37036136675621,0.00203521453117235,0.0683704717675716,0.0633202923530706,"101249511/101257836/101244416/101245125",4,"leaf_int_neg"
"GO:0032957","inositol trisphosphate metabolic process","4/643","7/6939",0.571428571428571,6.16662963785825,4.37036136675621,0.00203521453117235,0.0683704717675716,0.0633202923530706,"101262540/101258977/101265624/101246342",4,"leaf_int_neg"
"GO:0042546","cell wall biogenesis","8/643","27/6939",0.296296296296296,3.19751166407465,3.65596038178882,0.00234748400918701,0.0683704717675716,0.0633202923530706,"101256456/543637/101253894/778213/543511/101254707/101257347/543619",8,"leaf_int_neg"
"GO:0044042","glucan metabolic process","8/643","27/6939",0.296296296296296,3.19751166407465,3.65596038178882,0.00234748400918701,0.0683704717675716,0.0633202923530706,"101256456/543637/101253894/778213/543511/101254707/101257347/543619",8,"leaf_int_neg"
"GO:0008283","cell population proliferation","3/643","4/6939",0.75,8.09370139968896,4.53492324562241,0.00294995629393034,0.0687339816485768,0.0636569516058651,"101247397/101268443/101267951",3,"leaf_int_neg"
"GO:0009165","nucleotide biosynthetic process","3/643","4/6939",0.75,8.09370139968896,4.53492324562241,0.00294995629393034,0.0687339816485768,0.0636569516058651,"101247538/101262942/101244195",3,"leaf_int_neg"
"GO:0031072","heat shock protein binding","6/972","9/9971",0.666666666666667,6.83882030178326,5.75912733769847,5.48246879509143e-05,0.0145833669949432,0.0135041862952778,"101262751/101262659/101252869/101259708/101258610/101249164",6,"leaf_int_neg"
"GO:0051087","protein-folding chaperone binding","6/972","11/9971",0.545454545454545,5.59539842873176,5.01156572654267,0.000253804341363606,0.0337559774013596,0.0312580083574125,"101256232/101267811/101264896/101250069/101246459/104648101",6,"leaf_int_neg"
"GO:0005618","cell wall","8/217","27/2695",0.296296296296296,3.67980884109916,4.14067168601474,0.000899298815929062,0.0449649407964531,0.0444916256301746,"101256456/543637/101253894/778213/543511/101254707/101257347/543619",8,"leaf_int_neg"
"GO:0048544","recognition of pollen","3/68","37/6939",0.0810810810810811,8.27384737678855,4.41305356253022,0.00551225483321814,0.0973524186515291,0.0760307514086645,"101246129/101263453/101250622",3,"root_light_up"
"GO:0009873","ethylene-activated signaling pathway","3/68","39/6939",0.0769230769230769,7.84954751131222,4.26708476801088,0.00639380935418415,0.0973524186515291,0.0760307514086645,"101247461/101267295/101267005",3,"root_light_up"
"GO:0016567","protein ubiquitination","4/68","85/6939",0.0470588235294118,4.80207612456747,3.508486830041,0.00942120180498669,0.0973524186515291,0.0760307514086645,"101250143/101256674/101244650/101245353",4,"root_light_up"
"GO:0004497","monooxygenase activity","11/102","197/9971",0.0558375634517767,5.4583955409575,6.42519972317106,5.02989533695426e-06,0.000331973092238981,0.000275320586864865,"101261478/101247511/101264574/101262919/101266902/101251277/543675/101245278/109119848/101254668/101264876",11,"root_light_up"
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","11/102","214/9971",0.0514018691588785,5.02478468022723,6.05065618707513,1.10805165853385e-05,0.000365657047316169,0.000303256243388211,"101261478/101247511/101264574/101262919/101266902/101251277/543675/101245278/109119848/101254668/101264876",11,"root_light_up"
"GO:0005506","iron ion binding","11/102","249/9971",0.0441767068273092,4.31848964485393,5.39105077894923,4.52770683630516e-05,0.000996095503987135,0.000826107913992521,"101261478/101247511/101264574/101262919/101266902/101251277/543675/101245278/109119848/101254668/101264876",11,"root_light_up"
"GO:0020037","heme binding","11/102","324/9971",0.0339506172839506,3.3188392641007,4.31378108583448,0.000458101692226629,0.00755867792173937,0.00626875999889071,"101261478/101247511/101264574/101262919/101266902/101251277/543675/101245278/109119848/101254668/101264876",11,"root_light_up"
"GO:0016717","oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","2/102","9/9971",0.222222222222222,21.723311546841,6.32292794425605,0.00355990986695728,0.0469908102438361,0.0389716448593218,"112941338/101255474",2,"root_light_up"
"GO:0008236","serine-type peptidase activity","4/102","75/9971",0.0533333333333333,5.21359477124183,3.72361392170237,0.00720023210784981,0.0792025531863479,0.0656863280014368,"101257301/101257599/101257896/543726",4,"root_light_up"
"GO:0010411","xyloglucan metabolic process","4/116","26/6939",0.153846153846154,9.20291777188329,5.46361653080495,0.000834248497468127,0.0235256155435188,0.0217107338829878,"101258345/543914/101261871/101261784",4,"root_light_down"
"GO:0042546","cell wall biogenesis","4/116","27/6939",0.148148148148148,8.86206896551724,5.33673113024294,0.0009668061182268,0.0235256155435188,0.0217107338829878,"101258345/543914/101261871/101261784",4,"root_light_down"
"GO:0044042","glucan metabolic process","4/116","27/6939",0.148148148148148,8.86206896551724,5.33673113024294,0.0009668061182268,0.0235256155435188,0.0217107338829878,"101258345/543914/101261871/101261784",4,"root_light_down"
"GO:0009269","response to desiccation","2/116","4/6939",0.5,29.9094827586207,7.54059370419366,0.00162634803906585,0.0296808517129518,0.0273911248684775,"544157/544031",2,"root_light_down"
"GO:0009873","ethylene-activated signaling pathway","4/116","39/6939",0.102564102564103,6.13527851458886,4.19305170370848,0.00388427459267684,0.0567104090530819,0.0523354892486985,"101267746/101246484/101252357/101249592",4,"root_light_down"
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","2/116","7/6939",0.285714285714286,17.0911330049261,5.55347504059565,0.00550787633743619,0.0670124954388069,0.0618428220343712,"101256961/101262422",2,"root_light_down"
"GO:0016762","xyloglucan:xyloglucosyl transferase activity","4/157","27/9971",0.148148148148148,9.40882283557443,5.53364004198785,0.000782785166214825,0.0743645907904083,0.0692146883811003,"101258345/543914/101261871/101261784",4,"root_light_down"
"GO:0005618","cell wall","4/37","27/2695",0.148148148148148,10.7907907907908,6.03154968332105,0.000421410536598081,0.00421410536598081,0.00354872030819437,"101258345/543914/101261871/101261784",4,"root_light_down"
"GO:0048046","apoplast","4/37","43/2695",0.0930232558139535,6.77561282212445,4.50368191033392,0.0025324075025138,0.012662037512569,0.0106627684316371,"101258345/543914/101261871/101261784",4,"root_light_down"
"GO:0080183","response to photooxidative stress","1/7","3/6939",0.333333333333333,330.428571428571,18.1344437539923,0.00302375609021621,0.0181346924410306,0.00848406663907865,"104649498",1,"root_int_pos"
"GO:0048564","photosystem I assembly","1/7","4/6939",0.25,247.821428571429,15.6901290387226,0.00402993165356236,0.0181346924410306,0.00848406663907865,"104649498",1,"root_int_pos"
"GO:0048268","clathrin coat assembly","1/7","10/6939",0.1,99.1285714285714,9.86727169008154,0.0100487260796421,0.0288653708773641,0.0135042670771294,"101252748",1,"root_int_pos"
"GO:0072583","clathrin-dependent endocytosis","1/7","13/6939",0.0769230769230769,76.2527472527473,8.62958046562795,0.0130464135921438,0.0288653708773641,0.0135042670771294,"101252748",1,"root_int_pos"
"GO:0009664","plant-type cell wall organization","1/7","16/6939",0.0625,61.9553571428571,7.75642498148487,0.0160363171540912,0.0288653708773641,0.0135042670771294,"101251019",1,"root_int_pos"
"GO:0055085","transmembrane transport","2/7","460/6939",0.00434782608695652,4.30993788819876,2.33443432742519,0.073731539775128,0.103908810259416,0.048612308893294,"544086/101245626",2,"root_int_pos"
"GO:0042744","hydrogen peroxide catabolic process","1/7","83/6939",0.0120481927710843,11.9432013769363,3.18702098907071,0.0808179635351013,0.103908810259416,0.048612308893294,"101251503",1,"root_int_pos"
"GO:0006979","response to oxidative stress","1/7","107/6939",0.00934579439252336,9.26435246995995,2.73756022399341,0.103116170806677,0.116005692157511,0.0542716688456192,"101251503",1,"root_int_pos"
"GO:0005975","carbohydrate metabolic process","1/7","300/6939",0.00333333333333333,3.30428571428571,1.29652982363981,0.266194371656216,0.266194371656216,0.124535378552615,"101260438",1,"root_int_pos"
"GO:0015267","channel activity","2/8","38/9971",0.0526315789473684,65.5986842105263,11.3050570976749,0.000390330234291259,0.00468396281149511,0.00205436965416452,"544086/101245626",2,"root_int_pos"
"GO:0033897","ribonuclease T2 activity","1/8","8/9971",0.125,155.796875,12.4110814236118,0.00640286003198676,0.0230179594635439,0.0100955962559403,"544098",1,"root_int_pos"
"GO:0005545","1-phosphatidylinositol binding","1/8","9/9971",0.111111111111111,138.486111111111,11.6924176901499,0.00720068971378351,0.0230179594635439,0.0100955962559403,"101252748",1,"root_int_pos"
"GO:0030276","clathrin binding","1/8","11/9971",0.0909090909090909,113.306818181818,10.5601552756472,0.00879466758176317,0.0230179594635439,0.0100955962559403,"101252748",1,"root_int_pos"
"GO:0005543","phospholipid binding","1/8","12/9971",0.0833333333333333,103.864583333333,10.1029018910466,0.0095908164431433,0.0230179594635439,0.0100955962559403,"101252748",1,"root_int_pos"
"GO:0004867","serine-type endopeptidase inhibitor activity","1/8","16/9971",0.0625,77.8984375,8.72276921362358,0.0127698192739994,0.0255396385479989,0.0112015958543855,"543962",1,"root_int_pos"
"GO:0003993","acid phosphatase activity","1/8","26/9971",0.0384615384615385,47.9375,6.7904998208972,0.0206782958378109,0.035448507150533,0.0155475908554969,"101249252",1,"root_int_pos"
"GO:0030246","carbohydrate binding","1/8","71/9971",0.0140845070422535,17.5545774647887,3.9666801686728,0.0555845657625831,0.0833768486438746,0.0365687932648573,"101260438",1,"root_int_pos"
"GO:0004601","peroxidase activity","1/8","105/9971",0.00952380952380952,11.8702380952381,3.17293122170362,0.081231338969539,0.108308451959385,0.0475037069997304,"101251503",1,"root_int_pos"
"GO:0016787","hydrolase activity","1/8","170/9971",0.00588235294117647,7.33161764705882,2.35939934462114,0.128570577164867,0.15428469259784,0.067668724823614,"101249252",1,"root_int_pos"
"GO:0003824","catalytic activity","1/8","275/9971",0.00363636363636364,4.53227272727273,1.68314596051244,0.200540408219002,0.218771354420729,0.0959523484301445,"101260438",1,"root_int_pos"
"GO:0020037","heme binding","1/8","324/9971",0.00308641975308642,3.84683641975309,1.47617003911074,0.232307111432273,0.232307111432273,0.101889083961523,"101251503",1,"root_int_pos"
"GO:0030136","clathrin-coated vesicle","1/5","9/2695",0.111111111111111,59.8888888888889,7.62797513278003,0.0165986765662006,0.0276439232356572,0.00969962218794991,"101252748",1,"root_int_pos"
"GO:0009535","chloroplast thylakoid membrane","1/5","10/2695",0.1,53.9,7.22422368869494,0.0184292821571048,0.0276439232356572,0.00969962218794991,"104649498",1,"root_int_pos"
"GO:0005576","extracellular region","1/5","44/2695",0.0227272727272727,12.25,3.24325916997907,0.0790670445768666,0.0790670445768666,0.0277428226585497,"101251019",1,"root_int_pos"
"GO:0009873","ethylene-activated signaling pathway","1/4","39/6939",0.0256410256410256,44.4807692307692,6.53926425182125,0.0222975809177711,0.0803746967002348,0.042302471947492,"101252357",1,"root_int_neg"
"GO:0042744","hydrogen peroxide catabolic process","1/4","83/6939",0.0120481927710843,20.9006024096386,4.38019833279495,0.0470038678880593,0.0803746967002348,0.042302471947492,"101260463",1,"root_int_neg"
"GO:0006979","response to oxidative stress","1/4","107/6939",0.00934579439252336,16.2126168224299,3.80842841714049,0.0602810225251761,0.0803746967002348,0.042302471947492,"101260463",1,"root_int_neg"
"GO:0055085","transmembrane transport","1/4","460/6939",0.00217391304347826,3.77119565217391,1.47712084033618,0.239992813718756,0.239992813718756,0.126312007220398,"101247639",1,"root_int_neg"
"GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","1/6","25/9971",0.04,66.4733333333333,8.0425687435284,0.0149533711960917,0.0747668559804587,0.0629615629309126,"100316877",1,"root_int_neg"
"GO:0004601","peroxidase activity","1/6","105/9971",0.00952380952380952,15.8269841269841,3.74767109767874,0.0615580496128546,0.149230107427904,0.125667458886656,"101260463",1,"root_int_neg"
"GO:0022857","transmembrane transporter activity","1/6","203/9971",0.00492610837438424,8.1863711001642,2.53827917394392,0.116130749302477,0.149230107427904,0.125667458886656,"101247639",1,"root_int_neg"
"GO:0046983","protein dimerization activity","1/6","209/9971",0.00478468899521531,7.95135566188198,2.49205603679088,0.119384085942323,0.149230107427904,0.125667458886656,"101268539",1,"root_int_neg"
"GO:0020037","heme binding","1/6","324/9971",0.00308641975308642,5.12911522633745,1.8540349687108,0.179838417024615,0.179838417024615,0.151442877494412,"101260463",1,"root_int_neg"
"GO:0016036","cellular response to phosphate starvation","4/77","7/6939",0.571428571428571,51.4953617810761,14.1582111381908,4.78451441023878e-07,2.10518634050507e-05,1.61162590660675e-05,"101249511/101257836/101244416/101245125",4,"comb_light_up"
"GO:0008654","phospholipid biosynthetic process","2/77","8/6939",0.25,22.5292207792208,6.45375551180811,0.00325926319023934,0.0717037901852654,0.0548928537303468,"543809/544226",2,"comb_light_up"
"GO:0005975","carbohydrate metabolic process","11/54","300/6939",0.0366666666666667,4.71166666666667,5.82023225017416,1.48761394452225e-05,0.000342386167047411,0.000212003818605208,"101252064/543610/101259605/101258345/101249542/544101/104645427/101253852/101259291/101261871/101261784",11,"comb_light_down"
"GO:0009765","photosynthesis, light harvesting","4/54","25/6939",0.16,20.56,8.67633321078967,3.67139772577516e-05,0.000342386167047411,0.000212003818605208,"101253380/101267774/101256006/101268123",4,"comb_light_down"
"GO:0010411","xyloglucan metabolic process","4/54","26/6939",0.153846153846154,19.7692307692308,8.49106029750654,4.31396453948171e-05,0.000342386167047411,0.000212003818605208,"101258345/544101/101261871/101261784",4,"comb_light_down"
"GO:0042546","cell wall biogenesis","4/54","27/6939",0.148148148148148,19.037037037037,8.31586192484627,5.0350906918737e-05,0.000342386167047411,0.000212003818605208,"101258345/544101/101261871/101261784",4,"comb_light_down"
"GO:0044042","glucan metabolic process","4/54","27/6939",0.148148148148148,19.037037037037,8.31586192484627,5.0350906918737e-05,0.000342386167047411,0.000212003818605208,"101258345/544101/101261871/101261784",4,"comb_light_down"
"GO:0009228","thiamine biosynthetic process","2/54","3/6939",0.666666666666667,85.6666666666667,12.9891461205092,0.000177453240890091,0.00100556836504385,0.000622642950491548,"101264726/101257192",2,"comb_light_down"
"GO:2000028","regulation of photoperiodism, flowering","2/54","4/6939",0.5,64.25,11.205451189679,0.000353133809505135,0.00171522136045351,0.00106205656994025,"101255788/101258346",2,"comb_light_down"
"GO:0009664","plant-type cell wall organization","2/54","16/6939",0.125,16.0625,5.34160710398999,0.00665216345208974,0.0282716946713814,0.017505693294973,"543724/544212",2,"comb_light_down"
"GO:0009415","response to water","1/54","3/6939",0.333333333333333,42.8333333333333,6.41786550442484,0.0231684046354926,0.078772575760675,0.0487755887063003,"544056",1,"comb_light_down"
"GO:0015976","carbon utilization","1/54","3/6939",0.333333333333333,42.8333333333333,6.41786550442484,0.0231684046354926,0.078772575760675,0.0487755887063003,"100147727",1,"comb_light_down"
"GO:0009263","deoxyribonucleotide biosynthetic process","1/54","4/6939",0.25,32.125,5.51414495302387,0.0307734949108216,0.0871915689139945,0.0539885875628449,"101268630",1,"comb_light_down"
"GO:0009737","response to abscisic acid","1/54","4/6939",0.25,32.125,5.51414495302387,0.0307734949108216,0.0871915689139945,0.0539885875628449,"101266908",1,"comb_light_down"
"GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","9/74","176/9971",0.0511363636363636,6.89027948402948,6.81713146859726,5.59178990017126e-06,0.000279589495008563,0.00022955769063861,"543610/101259605/101258345/101249542/544101/104645427/101253852/101261871/101261784",9,"comb_light_down"
"GO:0016762","xyloglucan:xyloglucosyl transferase activity","4/74","27/9971",0.148148148148148,19.961961961962,8.53092746199803,4.31066629969224e-05,0.00107766657492306,0.00088482097730525,"101258345/544101/101261871/101261784",4,"comb_light_down"
"GO:0016630","protochlorophyllide reductase activity","2/74","3/9971",0.666666666666667,89.8288288288288,13.3052243748416,0.000162235470878034,0.0027039245146339,0.00222006433833099,"101248079/543647",2,"comb_light_down"
"GO:0008308","voltage-gated monoatomic anion channel activity","2/74","14/9971",0.142857142857143,19.2490347490347,5.90814732515481,0.00466747677546463,0.0583434596933079,0.0479030511166107,"101261097/101246039",2,"comb_light_down"
"GO:0030527","structural constituent of chromatin","3/74","53/9971",0.0566037735849057,7.62697603263641,4.18266359742274,0.00704703508069893,0.0704703508069893,0.0578598669783702,"101250929/101253224/101267861",3,"comb_light_down"
"GO:0005618","cell wall","4/24","27/2695",0.148148148148148,16.6358024691358,7.73885335561642,7.41285270869418e-05,0.000518899689608593,0.000234090085537711,"101258345/544101/101261871/101261784",4,"comb_light_down"
"GO:0048046","apoplast","4/24","43/2695",0.0930232558139535,10.4457364341085,5.91767028203716,0.000473755309291863,0.00165814358252152,0.000748034698881888,"101258345/544101/101261871/101261784",4,"comb_light_down"
"GO:0005576","extracellular region","3/24","44/2695",0.0681818181818182,7.65625,4.21908788558069,0.0064703928974081,0.0150975834272856,0.00681093989200853,"543724/544212/101258916",3,"comb_light_down"
"GO:0000786","nucleosome","3/24","63/2695",0.0476190476190476,5.34722222222222,3.3090752695604,0.0173657006065633,0.0303899760614858,0.0137097636367605,"101250929/101253224/101267861",3,"comb_light_down"
"GO:0019752","carboxylic acid metabolic process","8/235","32/6939",0.25,7.38191489361702,6.7743143520866,7.99012413970038e-06,0.000733162366886947,0.000610383980087697,"101251907/778256/101262912/101264847/100147722/778254/101249664/101265757",8,"comb_int_pos"
"GO:0009765","photosynthesis, light harvesting","7/235","25/6939",0.28,8.26774468085106,6.81536398183684,1.33302248524899e-05,0.000733162366886947,0.000610383980087697,"101253380/101243766/101267774/101256006/543976/101268123/101268669",7,"comb_int_pos"
"GO:0005975","carbohydrate metabolic process","25/235","300/6939",0.0833333333333333,2.46063829787234,4.84212562592779,2.50189280365821e-05,0.000917360694674678,0.000763735697958823,"101244563/544148/101260438/101267848/101249056/543736/100500729/101246798/101249542/544101/101261650/100529104/543996/104645427/101248016/543502/544149/101249166/101259291/543515/101254703/101266649/101257783/101055561/543698",25,"comb_int_pos"
"GO:0006979","response to oxidative stress","12/235","107/6939",0.11214953271028,3.31151322330483,4.51126582263852,0.000246325634662112,0.00677395495320808,0.00563956058305361,"101244682/101245610/101265511/101251503/544293/101264425/101266098/101261260/101248236/543895/543990/101253684",12,"comb_int_pos"
"GO:0042744","hydrogen peroxide catabolic process","10/235","83/6939",0.120481927710843,3.55754934632146,4.38845591278993,0.000454555381043751,0.0100002183829625,0.00832554066332765,"101244682/101245610/101265511/101251503/544293/101264425/101266098/101261260/101248236/101253684",10,"comb_int_pos"
"GO:0006559","L-phenylalanine catabolic process","3/235","6/6939",0.5,14.763829787234,6.31449166571507,0.000711080550535368,0.0130364767598151,0.0108533347186977,"101243656/101249824/101244220",3,"comb_int_pos"
"GO:0009073","aromatic amino acid family biosynthetic process","3/235","8/6939",0.375,11.0728723404255,5.33684328515988,0.00189293327325147,0.0297460942939516,0.0247646909432899,"543977/544153/544154",3,"comb_int_pos"
"GO:0006084","acetyl-CoA metabolic process","2/235","3/6939",0.666666666666667,19.6851063829787,6.06018296141068,0.00334995163059789,0.0334995163059789,0.0278895494604801,"101249394/100134904",2,"comb_int_pos"
"GO:0009098","L-leucine biosynthetic process","2/235","3/6939",0.666666666666667,19.6851063829787,6.06018296141068,0.00334995163059789,0.0334995163059789,0.0278895494604801,"101251907/101247914",2,"comb_int_pos"
"GO:0009228","thiamine biosynthetic process","2/235","3/6939",0.666666666666667,19.6851063829787,6.06018296141068,0.00334995163059789,0.0334995163059789,0.0278895494604801,"101264726/101257192",2,"comb_int_pos"
"GO:0010142","farnesyl diphosphate biosynthetic process, mevalonate pathway","2/235","3/6939",0.666666666666667,19.6851063829787,6.06018296141068,0.00334995163059789,0.0334995163059789,0.0278895494604801,"101249394/100134904",2,"comb_int_pos"
"GO:0006508","proteolysis","19/235","286/6939",0.0664335664335664,1.96162773396816,3.10931921767253,0.00368250403022988,0.0337562869437739,0.0281033202307017,"101257301/101248557/101257599/101258673/101249528/101251805/101257896/543726/543614/101252505/101261813/101244095/778274/101250880/101251744/101055590/544296/778308/544144",19,"comb_int_pos"
"GO:2000028","regulation of photoperiodism, flowering","2/235","4/6939",0.5,14.763829787234,5.15501736110218,0.00655029249864387,0.0554255519116019,0.0461437609216208,"101255788/101258346",2,"comb_int_pos"
