"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","gene_set"
"GO:0016830","carbon-carbon lyase activity","8/343","23/9971",0.347826086956522,10.1112942071238,8.25662762848883,5.63866858612885e-07,8.796322994361e-05,7.65671839590128e-05,"778256/101262912/101264847/101264726/100147722/778254/101249664/101265757",8,"comb_int_pos"
"GO:0020037","heme binding","29/343","324/9971",0.0895061728395062,2.60194183493503,5.53286033340844,2.20415399141385e-06,0.00017192401133028,0.000149650455206519,"101254669/101244682/101245610/101265511/101251878/101261478/100736505/101245153/101257772/101251503/101253427/544293/101264425/100736435/778326/101266963/101247849/101251277/101248700/101266098/101261260/101248236/101265070/101254668/101262063/543895/101256638/543990/101253684",29,"comb_int_pos"
"GO:0016831","carboxy-lyase activity","6/343","24/9971",0.25,7.26749271137026,5.80203037142045,0.000126203918142996,0.00656260374343579,0.00571238787384087,"778256/101262912/101264847/778254/101249664/101265757",6,"comb_int_pos"
"GO:0016841","ammonia-lyase activity","3/343","5/9971",0.6,17.4419825072886,6.94073304645553,0.000383264770958331,0.0149473260673749,0.0130108303825328,"101243656/101249824/101244220",3,"comb_int_pos"
"GO:0030170","pyridoxal phosphate binding","10/343","89/9971",0.112359550561798,3.26628885904281,4.05335312455184,0.000924752875347179,0.0211315002352917,0.0183938159942822,"101247011/101259725/778256/101262912/101264847/101252192/100147722/778254/101249664/101265757",10,"comb_int_pos"
"GO:0004601","peroxidase activity","11/343","105/9971",0.104761904761905,3.04542551714563,3.97680560206896,0.000940787517058373,0.0211315002352917,0.0183938159942822,"101244682/101245610/101265511/101251503/544293/101264425/101266098/101261260/101248236/543895/101253684",11,"comb_int_pos"
"GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","8/343","61/9971",0.131147540983607,3.81245519284997,4.15853442287465,0.00108316285391832,0.0211315002352917,0.0183938159942822,"101246151/101266245/543835/101266542/544254/544307/101262830/101267147",8,"comb_int_pos"
"GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","15/343","176/9971",0.0852272727272727,2.47755433342168,3.73270932827458,0.00108366667873291,0.0211315002352917,0.0183938159942822,"101267848/101249056/543736/101246798/101249542/544101/101261650/100529104/543996/104645427/101248016/543502/543515/101055561/543698",15,"comb_int_pos"
"GO:0008234","cysteine-type peptidase activity","5/343","28/9971",0.178571428571429,5.19106622240733,4.19151879065674,0.00239377991977995,0.0414921852761858,0.0361166794914168,"101249528/543614/101252505/101251744/544144",5,"comb_int_pos"
"GO:0004421","hydroxymethylglutaryl-CoA synthase activity","2/343","3/9971",0.666666666666667,19.379980563654,6.00936051195077,0.00345930835173071,0.0539652102869991,0.0469737660392907,"101249394/100134904",2,"comb_int_pos"
"GO:0031012","extracellular matrix","2/68","3/2695",0.666666666666667,26.421568627451,7.08677525784472,0.00185180057282215,0.0259252080195101,0.0233911651303851,"101251805/101055590",2,"comb_int_pos"
"GO:0005819","spindle","2/68","7/2695",0.285714285714286,11.3235294117647,4.3993225307535,0.0121396226374022,0.0849773584618158,0.0766713008678037,"101265749/101260876",2,"comb_int_pos"
"GO:0009873","ethylene-activated signaling pathway","9/296","39/6939",0.230769230769231,5.40982328482329,5.82921161397109,2.83281362788348e-05,0.00396593907903688,0.00381684362493775,"101267746/101267589/101246484/101266612/101252357/101263899/101251084/101263697/101245906",9,"comb_int_neg"
"GO:0006796","phosphate-containing compound metabolic process","3/296","6/6939",0.5,11.7212837837838,5.54552533521167,0.00139614279318915,0.0977299955232408,0.094055935541164,"101266444/101264169/101258580",3,"comb_int_neg"
