"gene_id","leaf_light_lfc","root_light_lfc","leaf_int_lfc","root_int_lfc"
"ENSRNA050029646",0.637983668570861,-0.0813197416740159,-0.275351125860377,0.0202608619226146
"ENSRNA050029649",0.291396748384097,-0.0922239597152945,-0.186019733668657,0.0536683680757539
"ENSRNA050029653",0.493908218934455,-0.125538755329511,-0.247060566462948,0.0561187607255339
"ENSRNA050029658",0.0541968107849679,-0.0351391745183898,0.0250611685626034,0.0930951608952523
"ENSRNA050029699",-0.59374504766773,-0.0166531290143721,0.233746283663043,0.000638445810408651
"ENSRNA050029701",-0.185887511789278,-0.0221604722279569,-0.059385111382104,-0.00038664137758954
"ENSRNA050029732",0.423954740679014,-0.0649761107526116,-0.326072699228524,0.0184160289275824
"ENSRNA050029735",0.449462068764108,-0.161837352039149,-0.214993626960318,0.0478924631962803
"ENSRNA050029737",0.168963841354164,-0.067639775847578,-0.0591742104319232,0.0297464230838295
"ENSRNA050029739",0.401416993222973,-0.0567935717122705,-0.649184898424431,0.0123622494573168
"ENSRNA050029741",0.595995613837376,-0.0776540103816101,-0.716062331501031,0.270838135257598
"ENSRNA050029745",0.805797367423923,-0.0506684016598105,-0.533540497429029,0.00836428748070378
"ENSRNA050029789",-0.20645877680493,-0.088133801650004,0.0915564508080003,0.167478164623728
"ENSRNA050029812",1.96518260447111,-0.0466373163272633,-1.18864358238597,0.0561595526639437
"ENSRNA050029894",0.299721822630812,-0.114788169118577,-0.189009347534886,0.026980463981988
"ENSRNA050029895",0.303709775105285,-0.0989723298780129,-0.192653783433444,0.0209615978323204
"ENSRNA050029900",0.306604926076687,-0.0212995414662269,-0.117425561523491,0.00233069125177074
"ENSRNA050029905",0.500443213446926,-0.0803809023504624,-0.355527804375745,0.018630495625194
"ENSRNA050029910",0.406143433273266,-0.121932974306205,-0.279902692689617,0.031941215944971
"ENSRNA050029918",0.204595946551733,-0.0957722276148312,-0.184208642644195,0.0407625426693548
"ENSRNA050029920",0.208590033399631,-0.0918373675525006,-0.246956071803317,0.036203940982437
"ENSRNA050029932",-0.0233967146177544,-0.037508549855171,-0.338222390154378,0.0500693883462788
"ENSRNA050029935",-0.0152598340784604,-0.0566365288241978,-0.088466672936363,0.0389875587500265
"ENSRNA050029936",0.261540378266209,-0.0499507229714008,-0.135072999799147,0.0224100949920069
"ENSRNA050029937",0.185402343387172,-0.0526621350160781,-0.28725799638609,0.185426437993263
"ENSRNA050029938",0.185402343387172,-0.0526621350160781,-0.28725799638609,0.185426437993263
"ENSRNA050029954",0.373811788275494,-0.0838147028546608,-0.359321180934279,0.0248897512647475
"ENSRNA050029959",0.142022933737982,-0.0327718965078648,-0.289548188935438,0.0335263215765033
"ENSRNA050029990",0.0543184507673248,-0.0495381852896606,0.107012471075509,0.0750153844979148
"ENSRNA050030007",1.89297484829065,-0.0338668622453721,-0.678824290588887,0.00115513206984249
"ENSRNA050030024",0.755336730843779,-0.0320072811301468,-0.235492747800358,0.00897800009283051
