"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Metabolism of terpenoids and polyketides","sly00900","Terpenoid backbone biosynthesis","9/307","57/11892",0.157894736842105,6.11623521344077,6.30280915873324,1.37082207308195e-05,0.000138224559035763,9.8602991221684e-05,"101261961/778360/100134905/101256682/101262830/100134904/101244138/100134900/543552",9
"Metabolism","Energy metabolism","sly00190","Oxidative phosphorylation","15/307","162/11892",0.0925925925925926,3.5866811436844,5.39612195811514,1.91181156739704e-05,0.000177945538196187,0.000126938095972921,"101251020/101245883/101252838/101247875/101264166/101267099/101244937/101255084/101254490/101252593/101246164/101258580/101264887/101258330/101248453",15
"Metabolism","Energy metabolism","sly00910","Nitrogen metabolism","7/307","36/11892",0.194444444444444,7.53203040173724,6.3894093166873,3.12964593162571e-05,0.000270490826947651,0.000192955613829555,"100147727/543756/101259288/778326/101268239/100736473/101250864",7
"Environmental Information Processing","Signal transduction","sly04075","Plant hormone signal transduction","26/307","437/11892",0.0594965675057208,2.30466834129652,4.52349020244239,6.51929439129667e-05,0.000525889747564598,0.000375145361464089,"101250954/101268544/101260391/101268443/101267951/101251833/138347239/101256856/543756/543723/101259435/101252288/101262522/606712/101248398/101055583/101253797/101055555/101248690/101266151/101247461/543712/101262762/543601/101245906/778234",26
"Metabolism","Global and overview maps","sly01230","Biosynthesis of amino acids","17/307","226/11892",0.0752212389380531,2.91378167247989,4.728419317795,7.86697596662255e-05,0.00059494005747583,0.000424402650830953,"543548/101246567/101243843/543756/544078/100736464/544153/101262009/101256090/101253902/104648641/543983/101259361/101253940/101258500/101252842/101247693",17
"Metabolism","Lipid metabolism","sly00592","alpha-Linolenic acid metabolism","7/307","52/11892",0.134615384615385,5.21448258581809,4.95793059104453,0.000352316427363797,0.00250766398300115,0.00178885121014436,"543762/100736436/544306/543895/543896/101260960/101266902",7
"Metabolism","Global and overview maps","sly01212","Fatty acid metabolism","9/307","88/11892",0.102272727272727,3.9616523541605,4.53932389940969,0.000432653441101534,0.00290839257629365,0.00207471240762139,"101259379/112941338/101249464/101262830/101244208/101251311/101252237/101255474/138340542",9
"Metabolism","Metabolism of terpenoids and polyketides","sly00902","Monoterpenoid biosynthesis","4/307","16/11892",0.25,9.68403908794788,5.65818345813197,0.000620047722258209,0.00394872496806544,0.00281683729779353,"101251042/104644298/101259903/543602",4
NA,NA,"sly01320","Sulfur cycle","4/307","19/11892",0.210526315789474,8.15498028458769,5.08083821463934,0.00124218635155993,0.00751522742693755,0.00536101478041652,"101246567/101257319/544267/101253940",4
"Metabolism","Metabolism of cofactors and vitamins","sly00130","Ubiquinone and other terpenoid-quinone biosynthesis","6/307","50/11892",0.12,4.64833876221498,4.20821567251989,0.00172231638588764,0.00992382298535257,0.00707919517006447,"101249624/101262919/101248210/778248/101264863/101252470",6
NA,NA,"sly01310","Nitrogen cycle","2/307","3/11892",0.666666666666667,25.8241042345277,6.99990116775048,0.00195891945500859,0.0107740570025472,0.00768571269429207,"778326/100736473",2
"Metabolism","Global and overview maps","sly01240","Biosynthesis of cofactors","15/307","250/11892",0.06,2.32416938110749,3.44453107030751,0.00213129558387794,0.0112124680717057,0.00799845482279137,"101261158/101246036/101256090/543790/101249464/101261729/101254613/101260252/101257095/778248/543536/104648939/101251311/101263146/101252237",15
"Metabolism","Amino acid metabolism","sly00380","Tryptophan metabolism","6/307","57/11892",0.105263157894737,4.07749014229385,3.79123168610463,0.0033838742931049,0.0170603662277372,0.0121700742120439,"101265297/101244469/101253797/101262830/101257095/101261963",6
"Metabolism","Global and overview maps","sly01232","Nucleotide metabolism","7/307","84/11892",0.0833333333333333,3.22801302931596,3.3357965506348,0.00592279661430762,0.0286663356132489,0.020449234626241,"101268630/101255711/101260252/104648939/101244800/101251530/101258022",7
"Metabolism","Lipid metabolism","sly00061","Fatty acid biosynthesis","5/307","49/11892",0.102040816326531,3.95266901548893,3.37141566434995,0.008359983830645,0.0389060785964633,0.0277537924742061,"101259379/101249464/101244208/101251311/101252237",5
"Metabolism","Nucleotide metabolism","sly00230","Purine metabolism","7/307","96/11892",0.0729166666666667,2.82451140065147,2.92176427288139,0.0120163804594244,0.050693446790551,0.0361623543873439,"101244906/101268630/101260252/104648939/101244800/101263765/101251530",7
"Metabolism","Energy metabolism","sly00920","Sulfur metabolism","4/307","35/11892",0.114285714285714,4.4269892973476,3.30513892244876,0.0121451035308412,0.050693446790551,0.0361623543873439,"101246567/101257319/544267/101253940",4
"Metabolism","Metabolism of cofactors and vitamins","sly00780","Biotin metabolism","3/307","19/11892",0.157894736842105,6.11623521344077,3.63310063111254,0.012149669065504,0.050693446790551,0.0361623543873439,"101249464/101251311/101252237",3
"Metabolism","Biosynthesis of other secondary metabolites","sly00999","Biosynthesis of various plant secondary metabolites","5/307","56/11892",0.0892857142857143,3.45858538855282,3.00197581962975,0.014480188883686,0.0584034284975335,0.0416622978407807,"543548/101257511/101251676/101248330/101258500",5
"Metabolism","Metabolism of other amino acids","sly00460","Cyanoamino acid metabolism","4/307","41/11892",0.0975609756097561,3.77913720505283,2.90171514063755,0.0208341496498679,0.0803498840978309,0.0573178816530851,"101245157/101256090/101248330/101253940",4
"Metabolism","Metabolism of terpenoids and polyketides","sly00908","Zeatin biosynthesis","5/307","62/11892",0.0806451612903226,3.12388357675738,2.72938334653007,0.0216686835498688,0.0803498840978309,0.0573178816530851,"101262709/101244307/101254417/101268547/101257246",5
"Metabolism","Carbohydrate metabolism","sly00520","Amino sugar and nucleotide sugar metabolism","8/307","133/11892",0.0601503759398496,2.32999436702505,2.51085009653943,0.0219136047539539,0.0803498840978309,0.0573178816530851,"544146/544149/101251942/101256086/101253788/101246662/101267358/101251136",8
"Metabolism","Nucleotide metabolism","sly00240","Pyrimidine metabolism","5/307","66/11892",0.0757575757575758,2.93455729937815,2.56545845580251,0.0275594755561128,0.0980793100673428,0.0699652320619583,"101268630/101255711/101260252/104648939/101258022",5
"Metabolism","Glycan biosynthesis and metabolism","sly00541","Biosynthesis of various nucleotide sugars","3/307","26/11892",0.115384615384615,4.46955650212979,2.88296137996636,0.0285631269165389,0.0987468101971773,0.0704413957039456,"101255354/101249670/101262269",3
