"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016788","hydrolase activity, acting on ester bonds","15/447","82/9971",0.182926829268293,4.08045506629563,6.06788391032615,2.94340715795122e-06,0.000251017487085054,0.000211383147018993,"101251962/101253754/101257273/101257443/101246731/101245490/101244365/101244636/101249884/112941537/101254153/101250517/101262291/101252884/101250696",15
"GO:0020037","heme binding","34/447","324/9971",0.104938271604938,2.34080426436877,5.31536871277024,3.13771858856318e-06,0.000251017487085054,0.000211383147018993,"101253701/101265084/101262063/100736435/543675/101246092/544293/101261765/101254668/101247511/101253684/109119848/101251277/101254669/101252644/101248404/101262919/101265070/778326/101257532/101267893/101248306/543990/101261488/101245278/112940333/101266963/101268153/101255011/101258529/100037489/101245153/101261260/101248700",34
"GO:0004497","monooxygenase activity","24/447","197/9971",0.121827411167513,2.71754164821313,5.27467699640947,7.62110699878139e-06,0.000406459039935007,0.000342281296787375,"101253701/101265084/101262063/543675/101246092/101261765/101254668/101247511/109119848/101251277/101254669/101252644/101262919/101265070/101257532/101267893/101248306/101261488/101245278/101266963/101255011/100037489/101245153/101248700",24
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","24/447","214/9971",0.11214953271028,2.50166217148592,4.81074815626302,3.08597330047983e-05,0.00123438932019193,0.00103948574331952,"101253701/101265084/101262063/543675/101246092/101261765/101254668/101247511/109119848/101251277/101254669/101252644/101262919/101265070/101257532/101267893/101248306/101261488/101245278/101266963/101255011/100037489/101245153/101248700",24
"GO:0005506","iron ion binding","26/447","249/9971",0.104417670682731,2.32919148630315,4.60151734521892,5.02423727104008e-05,0.00160775592673283,0.00135389972777501,"101253701/101265084/101262063/543675/101246092/101261765/101254668/101247511/109119848/101251277/101254669/101252644/101262919/101265070/101257532/101267893/101248306/101267934/101261488/101245278/101266963/101255011/100037489/101245153/101264777/101248700",26
"GO:0010427","abscisic acid binding","4/447","9/9971",0.444444444444444,9.9139945314442,5.79578139881979,0.000419449016646282,0.009154050006656,0.00770867368981558,"101244652/101246666/778321/101259244",4
"GO:0038023","signaling receptor activity","4/447","9/9971",0.444444444444444,9.9139945314442,5.79578139881979,0.000419449016646282,0.009154050006656,0.00770867368981558,"101244652/101246666/778321/101259244",4
"GO:0004866","endopeptidase inhibitor activity","5/447","16/9971",0.3125,6.9707774049217,5.17799810500459,0.000512693332768976,0.009154050006656,0.00770867368981558,"544286/544087/544001/101244265/101261997",5
"GO:0030527","structural constituent of chromatin","9/447","53/9971",0.169811320754717,3.78789413701406,4.40853008336902,0.0005149153128744,0.009154050006656,0.00770867368981558,"101265669/101250929/101245495/101250163/101245793/544080/101260571/101268556/101264975",9
"GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","9/447","61/9971",0.147540983606557,3.29112113543844,3.88837184029689,0.00146786676253917,0.021522787787664,0.0181244528738223,"101261878/101262830/101266542/101251311/101267160/544307/543835/101246151/101268510",9
"GO:0004864","protein phosphatase inhibitor activity","4/447","12/9971",0.333333333333333,7.43549589858315,4.83232819127276,0.0014796916604019,0.021522787787664,0.0181244528738223,"101244652/101246666/778321/101259244",4
"GO:0008236","serine-type peptidase activity","10/447","75/9971",0.133333333333333,2.97419835943326,3.71777602480461,0.00179743299827969,0.0239657733103958,0.0201817038403333,"543726/101255226/544118/101257599/108348021/101257301/104647188/101252447/778308/101253643",10
"GO:0004857","enzyme inhibitor activity","7/447","46/9971",0.152173913043478,3.39446551891839,3.52625644490964,0.00407771844175776,0.050187303898557,0.0422629927566796,"101250588/101248367/101248953/101266668/101260197/101246884/101248554",7
"GO:0016630","protochlorophyllide reductase activity","2/447","3/9971",0.666666666666667,14.8709917971663,5.20541998314939,0.00583726514999459,0.0654927732571638,0.0551518090586643,"101248079/101244717",2
"GO:0016717","oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","3/447","9/9971",0.333333333333333,7.43549589858315,4.18428879326969,0.00613994749285911,0.0654927732571638,0.0551518090586643,"112941338/101256767/101255474",3
