"","VEG-05-Flt-SN01-Adv-Root-Red","VEG-05-Flt-SN03-Adv-Root-Red","VEG-05-Flt-SN04-Adv-Root-Red","VEG-05-Flt-SN05-Adv-Root-Red","VEG-05-Flt-SN06-Adv-Root-Red","VEG-05-Flt-SN010-Adv-Root-Blue","VEG-05-Flt-SN012-Adv-Root-Blue","VEG-05-Flt-SN07-Adv-Root-Blue","VEG-05-Flt-SN08-Adv-Root-Blue","VEG-05-Gnd-SN02-Adv-Root-Red","VEG-05-Gnd-SN04-Adv-Root-Red","VEG-05-Gnd-SN05-Adv-Root-Red","VEG-05-Gnd-SN07-Adv-Root-Blue","VEG-05-Gnd-SN09-Adv-Root-Blue","VEG-05-Gnd-SN10-Adv-Root-Blue"
"ENSRNA050029812",6.04947681298703,11.0135114648951,8.43542409459804,5.82408900264261,7.8471164938975,10.8258860142191,8.57059965365379,14.5415418933491,5.73483012684961,6.25369284273037,8.30829239160736,7.39927115331575,5.45139197398197,4.96504056170198,6.90566514184228
"ENSRNA050029894",12.8269862155262,17.0777469873282,15.4065193313856,14.5580112056857,16.7956560611628,17.8760602992348,13.9753752098149,18.4764111259917,12.4459490899824,14.3761387843282,15.6771151233164,14.9834695367752,11.6662496618039,12.808486604077,13.9486063838804
"ENSRNA050029895",10.7399536690619,15.0132958999105,13.3185907567406,12.3992400779264,14.5287670580285,15.7172676237006,11.8275255002507,16.2340957218922,10.5287414818042,12.2968965335863,13.248905845215,12.8760958903608,9.57924134160847,10.561022922175,11.9086617619446
"ENSRNA050029897",3.92486585636673,3.92486585636673,5.43485995372541,5.37235424198367,6.12065411149175,6.03395091172935,5.21287093228957,8.94175012499353,4.60725470400967,3.92486585636673,5.13561004339534,4.85370501069053,4.54621780380664,4.49861683833444,4.76536900543057
"ENSRNA050029898",4.95951449985764,7.67270785978384,4.95602125201437,4.5126588102133,5.50122667670908,5.43422546399749,3.92486585636673,5.58218956071676,3.92486585636673,5.25101728259943,5.41280530820343,4.73263651416953,3.92486585636673,4.54391961624329,4.29764772366008
"ENSRNA050029900",5.12812212581359,8.09199155392808,6.5751978091696,6.06751502285571,9.46570692292118,9.06616045812713,5.67517940962923,9.65295678161865,5.33169875097749,4.41863439170251,6.75638249413963,7.40466205454676,4.71812643648606,4.91238138716721,7.04233914477194
"ENSRNA050029905",9.99547560950094,14.0734021179177,12.0880791093031,11.7191345636773,13.3460407132123,14.2465876048447,11.1653001588437,15.5472728435363,9.94040353640096,10.6862934281716,12.9505782106329,11.6277300958395,9.17635751371878,9.70647001708621,11.2858470335572
"ENSRNA050029910",11.6658742221011,15.9494734087485,14.4396887604034,13.5096027654535,15.8707862091218,16.7764004845913,12.8661926016764,17.5957404549523,11.6157344327133,13.5227418467806,14.4250416741908,13.7214196461606,10.4136138057904,11.6269617547494,12.7326988426236
"ENSRNA050029911",3.92486585636673,6.2601784834057,4.66689010683667,4.63161620377275,5.18470378161045,5.00085570963526,4.73974154991679,6.86342179390332,4.49715063431023,4.21093035348092,5.01770192107596,4.47157136710826,4.2526525634091,4.21617378119096,4.50561103515998
"ENSRNA050029918",10.4244371450537,14.5225789393217,13.1644871796016,12.378663071207,14.7521730615609,15.90872660688,11.8931250303575,16.6354221154866,10.7030215940979,12.2551794682927,13.1317486937336,12.6922789950999,9.56407122295303,10.267185650994,11.8198855160859
"ENSRNA050029920",10.1944785168411,14.2008934767611,12.8504962747295,12.066799516968,14.5935731863204,15.7072506966534,11.8609770977532,16.2560363104722,10.4554030430754,12.2396050312747,12.9269968643228,12.7124367949542,9.56258810793662,10.1731377557054,11.8016248493111
"ENSRNA050029931",4.96088686528739,3.92486585636673,3.92486585636673,3.92486585636673,4.93069448535349,4.33974377409624,3.92486585636673,3.92486585636673,4.18768051342535,5.16900149362708,4.89049042671652,5.00467712936329,4.80416517353864,4.98508938450446,4.65546755374855
"ENSRNA050029932",4.8923162207511,5.24740533718034,4.42069112144751,4.87052013328687,3.92486585636673,5.13123492714387,4.78559245174872,7.96244690710848,4.44340990576715,4.42430261261407,4.80527988014005,4.97891446205528,4.29465817892596,3.92486585636673,4.70235708860899
"ENSRNA050029935",5.74469359090603,8.27865742530733,6.23794583840986,5.48180401338156,6.46386992334771,8.07469719690859,6.17396263058184,11.7813379608676,4.505745989127,4.77159027941774,6.92067147971113,6.02250290569277,3.92486585636673,3.92486585636673,5.46382675075302
"ENSRNA050029936",6.38770714420835,9.17003949397559,6.94005174757175,6.91479683506448,6.86603731464851,8.80215640117691,6.75829939463292,10.821015904274,5.77096716923193,5.93800084909958,7.71176421872069,6.54691357104292,5.71765399800776,5.68094639894677,6.39534043327302
"ENSRNA050029937",5.55088918424468,8.866468879485,7.03267329054215,5.69772126884853,6.89740464588168,9.81984073149695,7.1292959155368,13.0804278633096,5.16742910354415,5.65297319919721,7.62363397883198,6.51239980989447,5.11107782302993,4.91291023278073,6.23601698020372
"ENSRNA050029938",5.55088918424468,8.866468879485,7.03267329054215,5.69772126884853,6.89740464588168,9.81984073149695,7.1292959155368,13.0804278633096,5.16742910354415,5.65297319919721,7.62363397883198,6.51239980989447,5.11107782302993,4.91291023278073,6.23601698020372
"ENSRNA050029954",6.99734576881413,10.4328888869093,9.16199342234462,8.19525728687469,10.0579792476082,10.9726118438125,8.45352181454792,12.1782695911583,6.73243960756222,7.60536968956119,9.0455096665747,8.08792205982868,5.93003363080094,6.30109439605814,7.77691184006701
"ENSRNA050029959",5.02100395452839,5.81220953270833,5.48401006724137,5.17071955572795,4.92993691755739,5.9035180666574,5.21331265473076,8.09329056491171,4.7457663345311,5.00916615828365,4.89472079027411,5.50103124805835,4.59198889513502,4.60848913182123,5.11548497900801
"ENSRNA050029968",4.56488338875652,6.59091651489615,4.42069112144751,5.03623353583552,5.07044622156132,6.14404978167301,5.06008314799317,8.82858225711635,4.73835655093997,4.33332796283461,5.36101100934503,4.80470675272562,3.92486585636673,4.4228879472701,4.68488796171117
"ENSRNA050029990",4.66338275023228,7.13682754906165,6.03734687442986,5.56048994120972,5.89613878119987,7.49647052519396,6.28125551589845,9.96270330626064,4.61112967693016,4.62512207390677,4.32303340966224,5.09300552728675,4.33802337225598,4.27962747391113,4.56484560944166
"ENSRNA050029993",4.29648805416444,3.92486585636673,3.92486585636673,4.95745113792137,5.07085736511833,5.43507341128324,4.50266779435728,6.01740269658676,4.18533662635571,3.92486585636673,4.48671791173383,4.80440449695228,4.18668730220339,3.92486585636673,4.64784142150327
"ENSRNA050030007",4.8819246398579,5.20096523868772,5.4486310576418,4.65285986705993,5.04969891893195,5.84076760417546,4.34525855935272,3.92486585636673,4.18017047938484,4.43158177630734,5.1660617011283,4.69549791787899,4.41575430984204,4.5843887219871,4.54440783278253
"ENSRNA050030010",4.8970013757322,3.92486585636673,4.53267995525343,4.95478959164073,4.67158568824924,3.92486585636673,4.67280354795752,7.19567215756154,3.92486585636673,4.53702508272421,4.87223161442718,5.42249892045813,4.11720355328519,4.08353338385375,4.6965577353087
"ENSRNA050030012",4.8970013757322,3.92486585636673,4.53267995525343,4.95478959164073,4.67158568824924,3.92486585636673,4.67280354795752,7.19567215756154,3.92486585636673,4.53702508272421,4.87223161442718,5.42249892045813,4.11720355328519,4.08353338385375,4.6965577353087
"ENSRNA050030014",4.84779478155927,3.92486585636673,3.92486585636673,5.10497481037231,3.92486585636673,3.92486585636673,4.60504341068866,4.86864209776627,4.46135917130286,4.7234334205918,4.52039436145836,4.93921167929981,4.49486837306398,4.86759569190054,5.24785378192256
"ENSRNA050030024",5.01827359531191,6.54560330649582,6.04087402388986,4.91618643728551,6.48479219831896,6.72516630912613,5.00893638314585,8.49334067915888,4.60091591225563,5.16745288624567,5.69949334743702,4.96638046004322,4.54875593791573,4.92833743201292,5.10751252904657
"ENSRNA050030027",3.92486585636673,7.99061294013416,3.92486585636673,5.29274058927736,4.75069954842808,4.33411611817938,5.26264753942997,7.07875878443095,4.18757808099319,4.62003924067615,3.92486585636673,5.36087284166269,4.24766398299226,4.28793765656229,4.80079745627759
"ENSRNA050030029",4.29803001538625,6.17374071401083,4.93973059805217,5.16976693600493,5.07775638903704,4.33388036471094,5.03945940761613,7.15846240719788,4.61427821845766,3.92486585636673,4.81385806060521,5.85850430131269,4.38049209957374,4.43714937835539,4.81533219113818
"ENSRNA050030030",5.47968814498258,7.35926348084705,6.53220352836195,5.93867057404875,5.96495937408865,6.92672103409234,6.43337206999417,9.91504183850148,5.22194876169053,5.25173494287294,6.04913772143853,6.62494618733111,5.00480762989118,4.77478135806576,5.94178938272628
"ENSRNA050030031",5.18113257768116,7.06345249893854,5.95199543005349,5.83439341283082,6.02633057581044,6.73849375672326,6.00654555756185,9.40188743466991,5.33287943150333,5.22446442339564,6.07574286821301,7.31897679380044,4.66398457265414,4.88447722020362,5.45380810664366
"ENSRNA050030032",5.36156992625814,8.07818073388065,5.6833568161936,6.50044003647363,5.51657283721591,5.05399725379822,6.10609612941624,7.92031372925723,5.0146294185601,5.35444533081124,4.49299328816664,6.85758724489401,4.34131221097786,4.38410026323784,5.24108370282411
"ENSRNA050030035",6.01374271586905,7.1990996316038,4.93379288197213,6.44268641361789,5.60570286049905,6.04351272307127,5.69137035485227,11.4073642536407,5.39505462186073,5.69310596306436,5.76585015304136,6.6271053900238,4.66189809426831,4.7234537881352,5.12550540192239
"ENSRNA050030039",4.6391990143528,6.40762584970517,4.70870482534795,5.66617248009663,5.34386258876713,6.60940658749191,5.26922484818343,9.18935903467931,4.3518536343186,4.65404502339819,4.63718433035854,5.56687239879258,3.92486585636673,4.08154162793368,4.37032247235922
"ENSRNA050030060",10.5146684022682,14.3939842990517,13.2969414895871,12.4376378611135,14.2852759122459,15.1201916470515,11.6786036391558,16.1335975042953,10.4053021227518,12.209491109789,13.1878851497195,12.6811287952194,9.48568657361059,10.5772327810879,11.5415146310899
"ENSRNA050030062",4.66357170197796,6.24813445313826,6.128647121222,5.19438400646057,6.78287451706058,6.27938535145722,5.26745182888306,8.71763247908886,5.10491033134952,4.93687611999699,5.94028265024944,5.22376910476689,4.38667805796434,4.70257410980488,5.1465409850715
"ENSRNA050030063",4.56626282587855,7.81024823795674,6.96125560614585,6.14817151523319,7.73225730291054,8.56954980386281,6.10447874758648,9.74122896680649,5.12920000188979,5.87756917367075,6.70535220018185,6.17414760957049,4.94108649703298,5.30633432421598,5.60179776391684
"ENSRNA050030064",5.85641962381434,8.86886270580573,7.67824270545906,6.96772729253428,8.25257591068453,8.4944060828163,6.32252108970833,11.1468473419269,6.03215756851637,6.02593527611551,7.65610195675005,6.64240821525647,5.23171855877444,5.52733470933198,6.36540582281397
"ENSRNA050030065",9.58287023150469,13.869786287402,12.0920852996776,11.752103050801,13.243783986539,14.3758214648772,10.9170918101018,16.006698894905,9.99015105067056,10.3170170129623,11.9962834764756,11.4200920682017,9.10689882280536,9.23212023006129,10.6741961905993
"ENSRNA050030066",10.2392129183358,14.4286073110188,12.9194629942169,12.3457975633609,14.0964977535317,15.2029206491622,12.018241761379,16.8475978086272,10.6914624052228,11.2902654239522,13.0961880768541,12.1517750280843,9.72821399521809,9.96640256485808,11.8116196755288
"ENSRNA050030067",5.07510757770353,8.08781206766283,6.25357268620223,4.92189507064144,6.53050682096194,7.46701183980405,5.58029124525363,11.0259610151391,4.6496104219404,5.16718976511073,6.90198815676402,4.73603265068434,4.81816495279134,4.76767788217049,5.55789827180828
"ENSRNA050030068",8.10224530741731,11.7353494857136,10.4049061927752,9.53292006966974,11.4685609477514,12.3895307519631,8.81655126352965,14.1943576688389,8.34949984642203,8.92353512751262,10.7250289790301,9.59281986619263,7.75084857841683,7.86953198360449,8.55860668696042
"ENSRNA050030069",4.89456437035834,7.80325695560333,6.77938987418611,5.91955328261769,6.9109631319408,6.65678129214438,5.82541060861027,10.4335211874363,4.87639925520097,5.16718873279369,6.32423655465205,5.7073668590417,4.97229393545802,4.9501116023375,5.15565422041003
"ENSRNA050030070",3.92486585636673,3.92486585636673,7.29505371742053,6.78808050698419,8.2092351996197,7.53618116840509,5.84509709479002,8.91303758601375,5.02862548125777,5.84530597705396,7.13932836623926,6.39015266758781,5.01729703694604,5.61343860869374,5.85275595054912
"ENSRNA050030071",3.92486585636673,3.92486585636673,6.12490849903968,4.84034735696816,6.06059851014723,6.46844429600333,4.89566287903774,8.77311607981443,4.50111066114724,4.56017550712987,5.26312443811907,5.40648410418974,4.48859032010079,4.50073057925982,4.70215278886927
"ENSRNA050030073",5.54914746276967,9.33041140280544,7.22008593243017,6.35218864058509,7.63038512047526,7.27097765369324,5.95820125964424,9.33060208171154,5.24859399762643,5.59568608250428,6.66083826266063,5.47028669454119,4.9238137889364,5.11124697412291,4.75323921113073
"ENSRNA050030080",6.85371930586812,10.3321148442017,7.83772254616653,7.32528918034195,8.990002495944,11.3592538352301,8.76924390369081,13.8516061635147,7.01895178393144,6.89954180582854,10.1182559049858,8.40022228690477,6.18714652122842,6.44980904172827,8.42122524525877
"ENSRNA050030084",7.34801142416187,11.899646891034,8.68701486791639,8.75581846097034,9.77860691793645,11.8571782780259,9.51456760080013,14.5126974847964,7.43015232866793,7.06215347995315,10.0421601558755,8.79635471476063,6.68491358365317,7.22732530396714,8.53527447369366
"ENSRNA050030087",8.9144344290794,12.8074691638663,10.5088813307993,9.82896230882644,11.2274169034455,13.742836946986,11.3939605746139,16.6022043096574,9.25778258815547,9.26956124131691,11.6525987414863,11.0403420024061,8.33383332549417,8.39929980691909,11.0861477535325
"ENSRNA050030095",4.74830880184435,3.92486585636673,5.02240060187744,5.17862489934813,5.75646760377008,4.96318787130155,4.94440522759623,6.8086990931156,4.50613850262602,4.56533064527115,5.09121603341636,4.87551906190303,4.29469013336463,4.3726546368861,4.52160550229451
"ENSRNA050030096",7.49240110286701,11.3838383121099,9.63154147859692,8.59350690164746,10.8741718451451,10.965194360788,8.75137163296727,12.8551892740092,6.89125623327638,8.20551125174108,9.94882882144732,8.89663163847191,6.32225842194505,7.02957050138629,8.02866451969303
"ENSRNA050030103",4.89643566783328,6.43844900284972,4.43675287883317,5.03426256186837,4.51332298724792,4.83958776794884,4.5467494702796,7.87926464697957,4.37884966876558,5.07680842159924,4.89069970366819,5.2916397458754,3.92486585636673,3.92486585636673,4.53806040817373
"ENSRNA050030104",4.66513818868842,3.92486585636673,4.80218763800074,5.29794784546868,4.75150128012677,4.84032471997881,4.54717691077945,6.81085665900877,4.50934490335751,4.97500275407006,4.89049042671652,5.67303021792288,4.18782489616649,4.08641085016321,4.29308247707568
"ENSRNA050030107",4.8970013757322,3.92486585636673,4.53267995525343,4.95478959164073,4.67158568824924,3.92486585636673,4.67280354795752,7.19567215756154,3.92486585636673,4.53702508272421,4.87223161442718,5.42249892045813,4.11720355328519,4.08353338385375,4.6965577353087
"ENSRNA050030108",4.8970013757322,3.92486585636673,4.53267995525343,4.95478959164073,4.67158568824924,3.92486585636673,4.67280354795752,7.19567215756154,3.92486585636673,4.53702508272421,4.87223161442718,5.42249892045813,4.11720355328519,4.08353338385375,4.6965577353087
"ENSRNA050030109",4.8970013757322,3.92486585636673,4.53267995525343,4.95478959164073,4.67158568824924,3.92486585636673,4.67280354795752,7.19567215756154,3.92486585636673,4.53702508272421,4.87223161442718,5.42249892045813,4.11720355328519,4.08353338385375,4.6965577353087
"ENSRNA050030110",4.8970013757322,3.92486585636673,4.53267995525343,4.95478959164073,4.67158568824924,3.92486585636673,4.67280354795752,7.19567215756154,3.92486585636673,4.53702508272421,4.87223161442718,5.42249892045813,4.11720355328519,4.08353338385375,4.6965577353087
"ENSRNA050030126",4.56767790228802,6.68869109875459,4.93973059805217,5.29246987068458,5.68535700359577,5.86734325473346,5.00767874931598,6.99381025657468,5.01482612705105,5.00901387694906,4.32744769805757,5.95333631017437,4.2477088016982,4.28805131090849,4.80081216161611
"ENSRNA050030127",4.82461603476143,8.27437186450846,6.37586919801725,5.64956895823503,5.9603634303336,8.29856425309159,6.66574955960892,10.6437861701354,5.14398802048259,4.49846630110098,5.35955321141867,5.53714421124648,4.47768267177086,4.53629413127538,5.24229402207734
"ENSRNA050030160",4.64944872869494,6.47711778639744,5.29374009037486,5.57147627603312,5.03920041824906,5.20960685921157,4.85858257485954,5.56453891704362,4.36147904884546,4.84569143417046,4.98052244693551,4.79554876569165,4.38144677825327,4.39273793142024,4.91668888556207
"ENSRNA050030166",4.27957176608333,3.92486585636673,4.54949112461991,5.22636262487625,4.68782326306982,3.92486585636673,4.45270983023116,5.24180941937867,3.92486585636673,4.22889434484824,4.85438679271826,4.34400668028192,4.11567335022625,4.46736924227779,4.8167449719879
"ENSRNA050030172",3.92486585636673,7.53323297569189,6.11239331489569,5.15272603565072,5.50681740106134,7.62442421243131,5.90398267672758,11.2430889235439,4.61030729472333,4.49379461554429,6.18884134028432,5.04808527766854,4.4543500839782,4.44590288473802,4.93002603245906
"ENSRNA050030173",5.27214596818836,3.92486585636673,6.03734687442986,4.95872324543309,5.31617507972564,6.92209688699129,5.43451767721709,9.64330273032777,4.81758093523567,4.62512207390677,5.15076657830295,5.51871016266188,4.11014021487294,4.34420610379275,4.60544796433563
"ENSRNA050030174",4.56615368433424,3.92486585636673,5.51269765374632,4.7748392189888,4.92697198731598,5.85226201194879,5.17502078828034,8.54167993079586,4.37653185884382,4.86559716947385,4.88543026013587,5.29322359103624,3.92486585636673,4.08383966322424,4.3316030853406
"ENSRNA050030176",4.74837205027992,5.26163195107541,5.02349779957304,4.87187475995069,4.51109213410954,4.96169318682739,4.98016897742754,8.05378233711262,4.37653185884382,4.2130793300567,4.61023992935496,5.4809352453423,4.18670394221579,4.42532649492189,4.42220040201944
"ENSRNA050030178",4.6650378282525,7.07575654722621,6.09704189328356,5.34408332394551,5.31783827452057,6.06056305576155,4.86050996510292,6.0161553779735,4.92262834993365,4.77192298169705,4.49501457056238,5.0399139449841,4.70940774759093,4.464580464658,4.5390374711499
"ENSRNA050030187",5.12976744173221,6.20851386031935,5.42801592178811,5.77585803759187,5.67533728276264,5.78910192690305,5.71613930258263,8.68979994605696,4.70056291242291,5.13690866264209,3.92486585636673,6.02114004551142,4.3838123589337,4.15861952367139,4.6781329243462
"ENSRNA050030201",11.2142996000882,15.2153569189934,13.9650178800906,13.1263118063929,15.0197671257517,15.7030460596752,12.3582556178913,16.6765343880595,11.0628308710691,12.92258241829,13.7852354037204,13.1856737714858,9.98983865760412,10.9645285478986,12.0774184324505
"ENSRNA050030202",10.6388299022166,14.4865938317679,13.4577135011693,12.8396700069254,14.0686470965591,14.9664742545529,12.1644803390408,16.1711173635043,11.2002694647351,11.8227164323018,13.6210822065241,12.3706021656539,10.0610794908184,10.4255921931127,12.1027122329408
"ENSRNA050030204",4.29769742297832,3.92486585636673,4.81954493534992,4.85056993911232,5.19655180522228,5.3540593135411,4.45925951900899,6.79073685550062,4.37562900310015,4.55994196461806,4.63196090077446,4.88672485311029,4.11310216135189,4.3298657429547,4.25718458663503
"ENSRNA050030206",5.23761649641547,7.68747235545329,5.57328477367172,5.20176045873204,6.24901937232324,6.72337824706895,5.7985445134144,9.55088501343233,5.01607632247156,5.21666687245006,6.31251912890459,5.52535380013357,4.86719151456517,4.75676900579033,5.21432869956366
"ENSRNA050030215",4.75002160451599,5.78641597660951,5.14006242150465,5.30084124799392,3.92486585636673,5.32935115991773,4.55332362233718,8.78955983295463,4.50890629103097,4.42013467728553,4.48742766240797,5.09050590005582,4.18727596920725,4.28317079071432,4.44501376888814
"ENSRNA050030265",4.29772049186629,3.92486585636673,4.81904488350382,4.51685533268929,3.92486585636673,5.25693183331992,4.87791035755231,7.28909636735596,4.18596306822291,3.92486585636673,3.92486585636673,4.39316953820216,4.11302659246801,4.21145653442245,4.67890068029314
"ENSRNA050030267",6.03764741741274,6.86941146341273,5.47626185204352,6.95640967412826,5.68705079801285,6.30798964870153,5.11271010267387,10.3066355315064,5.4148180814749,6.00007742963535,5.65934496967148,6.61902921531192,4.41524135463573,4.58575482750221,5.05183011641198
"ENSRNA050030268",5.18110229321252,5.29405462172689,4.80218763800074,5.35452751555848,4.75150128012677,4.63863219859773,4.75478125420993,8.6298084076278,4.74598062442562,5.04417327959153,5.09718798840402,5.37885695300714,4.29623492393746,4.38013148033252,4.63733977686822
"ENSRNA050030290",5.43830161692544,8.13724789566292,7.40502724114117,5.91826677722131,6.84310433788743,9.24939103316058,7.72751222298327,11.6541993749639,5.38809090842498,5.64669523206794,5.68680981866222,6.07535416429948,4.78182280047789,4.79709741643731,5.40418803418291
"ENSRNA050030292",5.07729741276449,6.67070050268889,4.93335947419992,5.76648352128919,5.42420152164121,5.50806997593152,4.95173728136534,8.35447616099765,4.7849751333455,4.97489814248171,4.71824021136534,6.22916743515453,4.24677141488275,4.50396739998265,4.46926957677274
"ENSRNA050030294",5.51639053469557,3.92486585636673,4.93335947419992,6.16234138253946,5.60579443963028,6.71700906880311,3.92486585636673,11.2981582184453,4.29604874018724,3.92486585636673,3.92486585636673,5.92259436481172,3.92486585636673,3.92486585636673,3.92486585636673
"ENSRNA050030298",5.07729741276449,6.43844900284972,4.64508457508763,5.45936846867759,5.07893783403024,5.13680292030185,4.20469997811138,8.65731954211518,4.18769270205725,4.85985142314539,5.36709794008448,5.47916902535637,4.18788182335389,4.15329746854849,4.53806040817373
"ENSRNA050030300",6.49418265588627,6.86941146341273,5.67154625732463,6.75136797660764,5.76319752443659,6.64440128781604,5.6202389931984,10.7065127978855,5.31232854528242,5.94138218897347,6.19269909460783,6.47797929192971,4.80435035802653,4.75361237208576,4.90999764426203
